task_id,exp,manifest,source,template_name,route,cost,points,status,reason,sha256,exp_status,validation_hint
9,exp043_fixed_dsl_hit_lowering,experiments\exp043_fixed_dsl_hit_lowering\selected_manifest.csv,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,sparse_edit_or_object_completion,23611.0,14.930532015883037,baseline,no fixed DSL lowering gain,66525cf6c9367cb7fa28a417da4cd0018feae1892926b30fd03ead97a4cc10d5,no_gain,
13,exp043_fixed_dsl_hit_lowering,experiments\exp043_fixed_dsl_hit_lowering\selected_manifest.csv,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,sparse_edit_or_object_completion,54111.0,14.101207228661691,baseline,no fixed DSL lowering gain,41c3a938b1da93eb59bd49bf1e331cecbc2632179c8f88869c361b60d0ea3765,no_gain,
18,exp043_fixed_dsl_hit_lowering,experiments\exp043_fixed_dsl_hit_lowering\selected_manifest.csv,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,sparse_edit_or_object_completion,17467.0,15.231931334571607,baseline,no fixed DSL lowering gain,005a8fa741a6d61cbaec91f90c24486926581cb08392fe556b83220dc102ea95,no_gain,
24,exp043_fixed_dsl_hit_lowering,experiments\exp043_fixed_dsl_hit_lowering\selected_manifest.csv,massimilianoghiotto_6254,baseline,sparse_edit_or_object_completion,9080.0,15.88617052840466,baseline,no fixed DSL lowering gain,589d404dc6812db1d7a0e1103856b40e25aa0b31cf17b5a3d5ebeddacb56eba0,no_gain,
29,exp043_fixed_dsl_hit_lowering,experiments\exp043_fixed_dsl_hit_lowering\selected_manifest.csv,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,crop_or_resize,71139.0,13.82760901138578,baseline,no fixed DSL lowering gain,2a1669b64e0e1faabebbd32bad9c4908f55b4b7f24089e2f653c1fa6fd061632,no_gain,
2,exp044_task031_dynamic_bbox_lowering,experiments\exp044_task031_dynamic_bbox_lowering\selected_manifest.csv,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,sparse_edit_or_object_completion,33547.0,14.579297280376213,baseline,no dynamic bbox gain,64c7ad58f30d9cb5012a3dfb21e76eb1bc2e7c79098788bbcd992113c316397e,no_gain,
9,exp044_task031_dynamic_bbox_lowering,experiments\exp044_task031_dynamic_bbox_lowering\selected_manifest.csv,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,sparse_edit_or_object_completion,23611.0,14.930532015883037,baseline,no dynamic bbox gain,66525cf6c9367cb7fa28a417da4cd0018feae1892926b30fd03ead97a4cc10d5,no_gain,
13,exp044_task031_dynamic_bbox_lowering,experiments\exp044_task031_dynamic_bbox_lowering\selected_manifest.csv,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,sparse_edit_or_object_completion,54111.0,14.101207228661691,baseline,no dynamic bbox gain,41c3a938b1da93eb59bd49bf1e331cecbc2632179c8f88869c361b60d0ea3765,no_gain,
18,exp044_task031_dynamic_bbox_lowering,experiments\exp044_task031_dynamic_bbox_lowering\selected_manifest.csv,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,sparse_edit_or_object_completion,17467.0,15.231931334571607,baseline,no dynamic bbox gain,005a8fa741a6d61cbaec91f90c24486926581cb08392fe556b83220dc102ea95,no_gain,
24,exp044_task031_dynamic_bbox_lowering,experiments\exp044_task031_dynamic_bbox_lowering\selected_manifest.csv,massimilianoghiotto_6254,baseline,sparse_edit_or_object_completion,9080.0,15.88617052840466,baseline,no dynamic bbox gain,589d404dc6812db1d7a0e1103856b40e25aa0b31cf17b5a3d5ebeddacb56eba0,no_gain,
29,exp044_task031_dynamic_bbox_lowering,experiments\exp044_task031_dynamic_bbox_lowering\selected_manifest.csv,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,crop_or_resize,71139.0,13.82760901138578,baseline,no dynamic bbox gain,2a1669b64e0e1faabebbd32bad9c4908f55b4b7f24089e2f653c1fa6fd061632,no_gain,
2,exp046_task031_small_bbox_compiler,experiments\exp046_task031_small_bbox_compiler\selected_manifest.csv,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,sparse_edit_or_object_completion,33547.0,14.579297280376213,baseline,no small bbox compiler gain,64c7ad58f30d9cb5012a3dfb21e76eb1bc2e7c79098788bbcd992113c316397e,no_gain,
9,exp046_task031_small_bbox_compiler,experiments\exp046_task031_small_bbox_compiler\selected_manifest.csv,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,sparse_edit_or_object_completion,23611.0,14.930532015883037,baseline,no small bbox compiler gain,66525cf6c9367cb7fa28a417da4cd0018feae1892926b30fd03ead97a4cc10d5,no_gain,
13,exp046_task031_small_bbox_compiler,experiments\exp046_task031_small_bbox_compiler\selected_manifest.csv,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,sparse_edit_or_object_completion,54111.0,14.101207228661691,baseline,no small bbox compiler gain,41c3a938b1da93eb59bd49bf1e331cecbc2632179c8f88869c361b60d0ea3765,no_gain,
18,exp046_task031_small_bbox_compiler,experiments\exp046_task031_small_bbox_compiler\selected_manifest.csv,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,sparse_edit_or_object_completion,17467.0,15.231931334571607,baseline,no small bbox compiler gain,005a8fa741a6d61cbaec91f90c24486926581cb08392fe556b83220dc102ea95,no_gain,
24,exp046_task031_small_bbox_compiler,experiments\exp046_task031_small_bbox_compiler\selected_manifest.csv,massimilianoghiotto_6254,baseline,sparse_edit_or_object_completion,9080.0,15.88617052840466,baseline,no small bbox compiler gain,589d404dc6812db1d7a0e1103856b40e25aa0b31cf17b5a3d5ebeddacb56eba0,no_gain,
29,exp046_task031_small_bbox_compiler,experiments\exp046_task031_small_bbox_compiler\selected_manifest.csv,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,crop_or_resize,71139.0,13.82760901138578,baseline,no small bbox compiler gain,2a1669b64e0e1faabebbd32bad9c4908f55b4b7f24089e2f653c1fa6fd061632,no_gain,
2,exp063_task020_teacher_delta_calibration,experiments\exp063_task020_teacher_delta_calibration\selected_manifest.csv,massimilianoghiotto_6254,,sparse_edit_or_object_completion,97293.0,13.514517676859928,strict_seed,unchanged strict seed,d59734521ec12a1d642cebe2ec724b91f44b1228a0358483dcb8c806d5655bd8,rejected_validation_failed,
9,exp063_task020_teacher_delta_calibration,experiments\exp063_task020_teacher_delta_calibration\selected_manifest.csv,massimilianoghiotto_6254,,sparse_edit_or_object_completion,81241.0,13.69482467517415,strict_seed,unchanged strict seed,45db58da83a7b9c702a7bbd970799482117c1f484ca73713c988ce613ada688f,rejected_validation_failed,
13,exp063_task020_teacher_delta_calibration,experiments\exp063_task020_teacher_delta_calibration\selected_manifest.csv,massimilianoghiotto_6254,,sparse_edit_or_object_completion,116882.0,13.3310798421544,strict_seed,unchanged strict seed,1ff4c48f660d6df8129fec9e6de9e996a6c64dd656af07456998c2f9366580b0,rejected_validation_failed,
18,exp063_task020_teacher_delta_calibration,experiments\exp063_task020_teacher_delta_calibration\selected_manifest.csv,kojimar_5800_minimal_blend,,sparse_edit_or_object_completion,114578.0,13.35098890724301,strict_seed,unchanged strict seed,fe471ad5402a1f32d0e7bdafca3685ae2bcf68007df6e4b68e979c5ab74f7299,rejected_validation_failed,
24,exp063_task020_teacher_delta_calibration,experiments\exp063_task020_teacher_delta_calibration\selected_manifest.csv,massimilianoghiotto_6254,,sparse_edit_or_object_completion,9080.0,15.88617052840466,strict_seed,unchanged strict seed,589d404dc6812db1d7a0e1103856b40e25aa0b31cf17b5a3d5ebeddacb56eba0,rejected_validation_failed,
29,exp063_task020_teacher_delta_calibration,experiments\exp063_task020_teacher_delta_calibration\selected_manifest.csv,massimilianoghiotto_6254,,crop_or_resize,97117.0,13.516328283804857,strict_seed,unchanged strict seed,bff77431eb8c3abe5f6ce493cb48e189b2f2a1145a4eb40039f25de32440236e,rejected_validation_failed,
2,exp066_task020_correctness_onnx_lowering,experiments\exp066_task020_correctness_onnx_lowering\selected_manifest.csv,massimilianoghiotto_6254,,sparse_edit_or_object_completion,97293.0,13.514517676859928,baseline,no accepted task020 ONNX gain,d59734521ec12a1d642cebe2ec724b91f44b1228a0358483dcb8c806d5655bd8,improved_submit_candidate,
9,exp066_task020_correctness_onnx_lowering,experiments\exp066_task020_correctness_onnx_lowering\selected_manifest.csv,massimilianoghiotto_6254,,sparse_edit_or_object_completion,81241.0,13.69482467517415,baseline,no accepted task020 ONNX gain,45db58da83a7b9c702a7bbd970799482117c1f484ca73713c988ce613ada688f,improved_submit_candidate,
13,exp066_task020_correctness_onnx_lowering,experiments\exp066_task020_correctness_onnx_lowering\selected_manifest.csv,massimilianoghiotto_6254,,sparse_edit_or_object_completion,116882.0,13.3310798421544,baseline,no accepted task020 ONNX gain,1ff4c48f660d6df8129fec9e6de9e996a6c64dd656af07456998c2f9366580b0,improved_submit_candidate,
18,exp066_task020_correctness_onnx_lowering,experiments\exp066_task020_correctness_onnx_lowering\selected_manifest.csv,kojimar_5800_minimal_blend,,sparse_edit_or_object_completion,114578.0,13.35098890724301,baseline,no accepted task020 ONNX gain,fe471ad5402a1f32d0e7bdafca3685ae2bcf68007df6e4b68e979c5ab74f7299,improved_submit_candidate,
24,exp066_task020_correctness_onnx_lowering,experiments\exp066_task020_correctness_onnx_lowering\selected_manifest.csv,massimilianoghiotto_6254,,sparse_edit_or_object_completion,9080.0,15.88617052840466,baseline,no accepted task020 ONNX gain,589d404dc6812db1d7a0e1103856b40e25aa0b31cf17b5a3d5ebeddacb56eba0,improved_submit_candidate,
29,exp066_task020_correctness_onnx_lowering,experiments\exp066_task020_correctness_onnx_lowering\selected_manifest.csv,massimilianoghiotto_6254,,crop_or_resize,97117.0,13.516328283804857,baseline,no accepted task020 ONNX gain,bff77431eb8c3abe5f6ce493cb48e189b2f2a1145a4eb40039f25de32440236e,improved_submit_candidate,
2,exp068_seddik_style_strict_scalarization,experiments\exp068_seddik_style_strict_scalarization\selected_manifest.csv,massimilianoghiotto_6254,,sparse_edit_or_object_completion,97293.0,13.514517676859928,baseline,no accepted seddik-style gain,d59734521ec12a1d642cebe2ec724b91f44b1228a0358483dcb8c806d5655bd8,improved_submit_candidate,
9,exp068_seddik_style_strict_scalarization,experiments\exp068_seddik_style_strict_scalarization\selected_manifest.csv,massimilianoghiotto_6254,,sparse_edit_or_object_completion,81241.0,13.69482467517415,baseline,no accepted seddik-style gain,45db58da83a7b9c702a7bbd970799482117c1f484ca73713c988ce613ada688f,improved_submit_candidate,
13,exp068_seddik_style_strict_scalarization,experiments\exp068_seddik_style_strict_scalarization\selected_manifest.csv,massimilianoghiotto_6254,,sparse_edit_or_object_completion,116882.0,13.3310798421544,baseline,no accepted seddik-style gain,1ff4c48f660d6df8129fec9e6de9e996a6c64dd656af07456998c2f9366580b0,improved_submit_candidate,
18,exp068_seddik_style_strict_scalarization,experiments\exp068_seddik_style_strict_scalarization\selected_manifest.csv,kojimar_5800_minimal_blend,,sparse_edit_or_object_completion,114578.0,13.35098890724301,baseline,no accepted seddik-style gain,fe471ad5402a1f32d0e7bdafca3685ae2bcf68007df6e4b68e979c5ab74f7299,improved_submit_candidate,
24,exp068_seddik_style_strict_scalarization,experiments\exp068_seddik_style_strict_scalarization\selected_manifest.csv,massimilianoghiotto_6254,,sparse_edit_or_object_completion,9080.0,15.88617052840466,baseline,no accepted seddik-style gain,589d404dc6812db1d7a0e1103856b40e25aa0b31cf17b5a3d5ebeddacb56eba0,improved_submit_candidate,
29,exp068_seddik_style_strict_scalarization,experiments\exp068_seddik_style_strict_scalarization\selected_manifest.csv,massimilianoghiotto_6254,,crop_or_resize,97117.0,13.516328283804857,baseline,no accepted seddik-style gain,bff77431eb8c3abe5f6ce493cb48e189b2f2a1145a4eb40039f25de32440236e,improved_submit_candidate,
2,exp074_task251_reachability_depth_surgery,experiments\exp074_task251_reachability_depth_surgery\selected_manifest.csv,massimilianoghiotto_6254,,sparse_edit_or_object_completion,97293.0,13.514517676859928,baseline,base exp_b025,d59734521ec12a1d642cebe2ec724b91f44b1228a0358483dcb8c806d5655bd8,no_gain,
9,exp074_task251_reachability_depth_surgery,experiments\exp074_task251_reachability_depth_surgery\selected_manifest.csv,massimilianoghiotto_6254,,sparse_edit_or_object_completion,81241.0,13.69482467517415,baseline,base exp_b025,45db58da83a7b9c702a7bbd970799482117c1f484ca73713c988ce613ada688f,no_gain,
13,exp074_task251_reachability_depth_surgery,experiments\exp074_task251_reachability_depth_surgery\selected_manifest.csv,massimilianoghiotto_6254,,sparse_edit_or_object_completion,116882.0,13.3310798421544,baseline,base exp_b025,1ff4c48f660d6df8129fec9e6de9e996a6c64dd656af07456998c2f9366580b0,no_gain,
18,exp074_task251_reachability_depth_surgery,experiments\exp074_task251_reachability_depth_surgery\selected_manifest.csv,kojimar_5800_minimal_blend,,sparse_edit_or_object_completion,114578.0,13.35098890724301,baseline,base exp_b025,fe471ad5402a1f32d0e7bdafca3685ae2bcf68007df6e4b68e979c5ab74f7299,no_gain,
24,exp074_task251_reachability_depth_surgery,experiments\exp074_task251_reachability_depth_surgery\selected_manifest.csv,massimilianoghiotto_6254,,sparse_edit_or_object_completion,9080.0,15.88617052840466,baseline,base exp_b025,589d404dc6812db1d7a0e1103856b40e25aa0b31cf17b5a3d5ebeddacb56eba0,no_gain,
29,exp074_task251_reachability_depth_surgery,experiments\exp074_task251_reachability_depth_surgery\selected_manifest.csv,massimilianoghiotto_6254,,crop_or_resize,97117.0,13.516328283804857,baseline,base exp_b025,bff77431eb8c3abe5f6ce493cb48e189b2f2a1145a4eb40039f25de32440236e,no_gain,
2,exp096_one_node_template_replacements,experiments\exp096_one_node_template_replacements\selected_manifest.csv,exp012_signature_scatter_lookup,signature_scatter_lookup,sparse_edit_or_object_completion,84626.0,13.654003173016246,baseline,no one-node replacement accepted,3de9ec664a2b5f81555fb9b2781e64d3c08489545ba5d0eafb9e313a84bccba9,no_gain,
9,exp096_one_node_template_replacements,experiments\exp096_one_node_template_replacements\selected_manifest.csv,massimilianoghiotto_6254,baseline,sparse_edit_or_object_completion,81241.0,13.69482467517415,baseline,no one-node replacement accepted,45db58da83a7b9c702a7bbd970799482117c1f484ca73713c988ce613ada688f,no_gain,
13,exp096_one_node_template_replacements,experiments\exp096_one_node_template_replacements\selected_manifest.csv,exp012_signature_scatter_lookup,signature_scatter_lookup,sparse_edit_or_object_completion,92022.0,13.570217042121165,baseline,no one-node replacement accepted,7bdf06d331adc6efb317039a160326bb4342a372989e2c4280c5487e553f62e7,no_gain,
18,exp096_one_node_template_replacements,experiments\exp096_one_node_template_replacements\selected_manifest.csv,exp012_signature_scatter_lookup,signature_scatter_lookup,sparse_edit_or_object_completion,79207.0,13.72018004226472,baseline,no one-node replacement accepted,129455e42bbb860293cbe6f642c5c68c70c82c72c6d7f22101427c34ac4dc1ec,no_gain,
24,exp096_one_node_template_replacements,experiments\exp096_one_node_template_replacements\selected_manifest.csv,massimilianoghiotto_6254,baseline,sparse_edit_or_object_completion,9080.0,15.88617052840466,baseline,no one-node replacement accepted,589d404dc6812db1d7a0e1103856b40e25aa0b31cf17b5a3d5ebeddacb56eba0,no_gain,
29,exp096_one_node_template_replacements,experiments\exp096_one_node_template_replacements\selected_manifest.csv,massimilianoghiotto_6254,baseline,crop_or_resize,97117.0,13.516328283804857,baseline,no one-node replacement accepted,bff77431eb8c3abe5f6ce493cb48e189b2f2a1145a4eb40039f25de32440236e,no_gain,
2,exp130_public_code_6285_floor,experiments\exp130_public_code_6285_floor\selected_manifest.csv,beicicc_6645,,,4614.0,,,,,submission_floor_candidate_ready,
9,exp130_public_code_6285_floor,experiments\exp130_public_code_6285_floor\selected_manifest.csv,exp_b025_best,,,81241.0,,,,,submission_floor_candidate_ready,
13,exp130_public_code_6285_floor,experiments\exp130_public_code_6285_floor\selected_manifest.csv,beicicc_6645,,,371.0,,,,,submission_floor_candidate_ready,
18,exp130_public_code_6285_floor,experiments\exp130_public_code_6285_floor\selected_manifest.csv,beicicc_6645,,,33897.0,,,,,submission_floor_candidate_ready,
24,exp130_public_code_6285_floor,experiments\exp130_public_code_6285_floor\selected_manifest.csv,beicicc_6645,,,4905.0,,,,,submission_floor_candidate_ready,
29,exp130_public_code_6285_floor,experiments\exp130_public_code_6285_floor\selected_manifest.csv,beicicc_6645,,,1234.0,,,,,submission_floor_candidate_ready,
2,exp_b011_task037_diag_ray_lowering,experiments\exp_b011_task037_diag_ray_lowering\selected_manifest.csv,massimilianoghiotto_6254,strict_seed,sparse_edit_or_object_completion,97293.0,13.514517676859928,baseline,no accepted task037 diag ray lowering,d59734521ec12a1d642cebe2ec724b91f44b1228a0358483dcb8c806d5655bd8,no_gain,
9,exp_b011_task037_diag_ray_lowering,experiments\exp_b011_task037_diag_ray_lowering\selected_manifest.csv,massimilianoghiotto_6254,strict_seed,sparse_edit_or_object_completion,81241.0,13.69482467517415,baseline,no accepted task037 diag ray lowering,45db58da83a7b9c702a7bbd970799482117c1f484ca73713c988ce613ada688f,no_gain,
13,exp_b011_task037_diag_ray_lowering,experiments\exp_b011_task037_diag_ray_lowering\selected_manifest.csv,massimilianoghiotto_6254,strict_seed,sparse_edit_or_object_completion,116882.0,13.3310798421544,baseline,no accepted task037 diag ray lowering,1ff4c48f660d6df8129fec9e6de9e996a6c64dd656af07456998c2f9366580b0,no_gain,
18,exp_b011_task037_diag_ray_lowering,experiments\exp_b011_task037_diag_ray_lowering\selected_manifest.csv,kojimar_5800_minimal_blend,strict_seed,sparse_edit_or_object_completion,114578.0,13.35098890724301,baseline,no accepted task037 diag ray lowering,fe471ad5402a1f32d0e7bdafca3685ae2bcf68007df6e4b68e979c5ab74f7299,no_gain,
24,exp_b011_task037_diag_ray_lowering,experiments\exp_b011_task037_diag_ray_lowering\selected_manifest.csv,massimilianoghiotto_6254,strict_seed,sparse_edit_or_object_completion,9080.0,15.88617052840466,baseline,no accepted task037 diag ray lowering,589d404dc6812db1d7a0e1103856b40e25aa0b31cf17b5a3d5ebeddacb56eba0,no_gain,
29,exp_b011_task037_diag_ray_lowering,experiments\exp_b011_task037_diag_ray_lowering\selected_manifest.csv,massimilianoghiotto_6254,strict_seed,crop_or_resize,97117.0,13.516328283804857,baseline,no accepted task037 diag ray lowering,bff77431eb8c3abe5f6ce493cb48e189b2f2a1145a4eb40039f25de32440236e,no_gain,
2,exp_b012_task037_teacher_delta_calibration,experiments\exp_b012_task037_teacher_delta_calibration\selected_manifest.csv,massimilianoghiotto_6254,strict_seed,sparse_edit_or_object_completion,97293.0,13.514517676859928,baseline,strict seed,d59734521ec12a1d642cebe2ec724b91f44b1228a0358483dcb8c806d5655bd8,rejected_validation_failed,
9,exp_b012_task037_teacher_delta_calibration,experiments\exp_b012_task037_teacher_delta_calibration\selected_manifest.csv,massimilianoghiotto_6254,strict_seed,sparse_edit_or_object_completion,81241.0,13.69482467517415,baseline,strict seed,45db58da83a7b9c702a7bbd970799482117c1f484ca73713c988ce613ada688f,rejected_validation_failed,
13,exp_b012_task037_teacher_delta_calibration,experiments\exp_b012_task037_teacher_delta_calibration\selected_manifest.csv,massimilianoghiotto_6254,strict_seed,sparse_edit_or_object_completion,116882.0,13.3310798421544,baseline,strict seed,1ff4c48f660d6df8129fec9e6de9e996a6c64dd656af07456998c2f9366580b0,rejected_validation_failed,
18,exp_b012_task037_teacher_delta_calibration,experiments\exp_b012_task037_teacher_delta_calibration\selected_manifest.csv,kojimar_5800_minimal_blend,strict_seed,sparse_edit_or_object_completion,114578.0,13.35098890724301,baseline,strict seed,fe471ad5402a1f32d0e7bdafca3685ae2bcf68007df6e4b68e979c5ab74f7299,rejected_validation_failed,
24,exp_b012_task037_teacher_delta_calibration,experiments\exp_b012_task037_teacher_delta_calibration\selected_manifest.csv,massimilianoghiotto_6254,strict_seed,sparse_edit_or_object_completion,9080.0,15.88617052840466,baseline,strict seed,589d404dc6812db1d7a0e1103856b40e25aa0b31cf17b5a3d5ebeddacb56eba0,rejected_validation_failed,
29,exp_b012_task037_teacher_delta_calibration,experiments\exp_b012_task037_teacher_delta_calibration\selected_manifest.csv,massimilianoghiotto_6254,strict_seed,crop_or_resize,97117.0,13.516328283804857,baseline,strict seed,bff77431eb8c3abe5f6ce493cb48e189b2f2a1145a4eb40039f25de32440236e,rejected_validation_failed,
2,exp_b014_task037_fullarc_graph_surgery,experiments\exp_b014_task037_fullarc_graph_surgery\selected_manifest.csv,massimilianoghiotto_6254,strict_seed,sparse_edit_or_object_completion,97293.0,13.514517676859928,baseline,no task037 full-arc graph-surgery gain,d59734521ec12a1d642cebe2ec724b91f44b1228a0358483dcb8c806d5655bd8,no_gain,
9,exp_b014_task037_fullarc_graph_surgery,experiments\exp_b014_task037_fullarc_graph_surgery\selected_manifest.csv,massimilianoghiotto_6254,strict_seed,sparse_edit_or_object_completion,81241.0,13.69482467517415,baseline,no task037 full-arc graph-surgery gain,45db58da83a7b9c702a7bbd970799482117c1f484ca73713c988ce613ada688f,no_gain,
13,exp_b014_task037_fullarc_graph_surgery,experiments\exp_b014_task037_fullarc_graph_surgery\selected_manifest.csv,massimilianoghiotto_6254,strict_seed,sparse_edit_or_object_completion,116882.0,13.3310798421544,baseline,no task037 full-arc graph-surgery gain,1ff4c48f660d6df8129fec9e6de9e996a6c64dd656af07456998c2f9366580b0,no_gain,
18,exp_b014_task037_fullarc_graph_surgery,experiments\exp_b014_task037_fullarc_graph_surgery\selected_manifest.csv,kojimar_5800_minimal_blend,strict_seed,sparse_edit_or_object_completion,114578.0,13.35098890724301,baseline,no task037 full-arc graph-surgery gain,fe471ad5402a1f32d0e7bdafca3685ae2bcf68007df6e4b68e979c5ab74f7299,no_gain,
24,exp_b014_task037_fullarc_graph_surgery,experiments\exp_b014_task037_fullarc_graph_surgery\selected_manifest.csv,massimilianoghiotto_6254,strict_seed,sparse_edit_or_object_completion,9080.0,15.88617052840466,baseline,no task037 full-arc graph-surgery gain,589d404dc6812db1d7a0e1103856b40e25aa0b31cf17b5a3d5ebeddacb56eba0,no_gain,
29,exp_b014_task037_fullarc_graph_surgery,experiments\exp_b014_task037_fullarc_graph_surgery\selected_manifest.csv,massimilianoghiotto_6254,strict_seed,crop_or_resize,97117.0,13.516328283804857,baseline,no task037 full-arc graph-surgery gain,bff77431eb8c3abe5f6ce493cb48e189b2f2a1145a4eb40039f25de32440236e,no_gain,
2,exp_b021_strict_seed_exp038_micro_delta_submit,experiments\exp_b021_strict_seed_exp038_micro_delta_submit\selected_manifest.csv,massimilianoghiotto_6254,strict_seed,sparse_edit_or_object_completion,97293.0,13.514517676859928,baseline,strict seed,d59734521ec12a1d642cebe2ec724b91f44b1228a0358483dcb8c806d5655bd8,submit_candidate,validation_all_ok
9,exp_b021_strict_seed_exp038_micro_delta_submit,experiments\exp_b021_strict_seed_exp038_micro_delta_submit\selected_manifest.csv,massimilianoghiotto_6254,strict_seed,sparse_edit_or_object_completion,81241.0,13.69482467517415,baseline,strict seed,45db58da83a7b9c702a7bbd970799482117c1f484ca73713c988ce613ada688f,submit_candidate,validation_all_ok
13,exp_b021_strict_seed_exp038_micro_delta_submit,experiments\exp_b021_strict_seed_exp038_micro_delta_submit\selected_manifest.csv,massimilianoghiotto_6254,strict_seed,sparse_edit_or_object_completion,116882.0,13.3310798421544,baseline,strict seed,1ff4c48f660d6df8129fec9e6de9e996a6c64dd656af07456998c2f9366580b0,submit_candidate,validation_all_ok
18,exp_b021_strict_seed_exp038_micro_delta_submit,experiments\exp_b021_strict_seed_exp038_micro_delta_submit\selected_manifest.csv,kojimar_5800_minimal_blend,strict_seed,sparse_edit_or_object_completion,114578.0,13.35098890724301,baseline,strict seed,fe471ad5402a1f32d0e7bdafca3685ae2bcf68007df6e4b68e979c5ab74f7299,submit_candidate,validation_all_ok
24,exp_b021_strict_seed_exp038_micro_delta_submit,experiments\exp_b021_strict_seed_exp038_micro_delta_submit\selected_manifest.csv,massimilianoghiotto_6254,strict_seed,sparse_edit_or_object_completion,9080.0,15.88617052840466,baseline,strict seed,589d404dc6812db1d7a0e1103856b40e25aa0b31cf17b5a3d5ebeddacb56eba0,submit_candidate,validation_all_ok
29,exp_b021_strict_seed_exp038_micro_delta_submit,experiments\exp_b021_strict_seed_exp038_micro_delta_submit\selected_manifest.csv,massimilianoghiotto_6254,strict_seed,crop_or_resize,97117.0,13.516328283804857,baseline,strict seed,bff77431eb8c3abe5f6ce493cb48e189b2f2a1145a4eb40039f25de32440236e,submit_candidate,validation_all_ok
2,exp_b024_safe_uniform_initializer_scalarization,experiments\exp_b024_safe_uniform_initializer_scalarization\selected_manifest.csv,massimilianoghiotto_6254,strict_seed,sparse_edit_or_object_completion,97293.0,13.514517676859928,baseline,strict seed,d59734521ec12a1d642cebe2ec724b91f44b1228a0358483dcb8c806d5655bd8,improved_submit_candidate,
9,exp_b024_safe_uniform_initializer_scalarization,experiments\exp_b024_safe_uniform_initializer_scalarization\selected_manifest.csv,massimilianoghiotto_6254,strict_seed,sparse_edit_or_object_completion,81241.0,13.69482467517415,baseline,strict seed,45db58da83a7b9c702a7bbd970799482117c1f484ca73713c988ce613ada688f,improved_submit_candidate,
13,exp_b024_safe_uniform_initializer_scalarization,experiments\exp_b024_safe_uniform_initializer_scalarization\selected_manifest.csv,massimilianoghiotto_6254,strict_seed,sparse_edit_or_object_completion,116882.0,13.3310798421544,baseline,strict seed,1ff4c48f660d6df8129fec9e6de9e996a6c64dd656af07456998c2f9366580b0,improved_submit_candidate,
18,exp_b024_safe_uniform_initializer_scalarization,experiments\exp_b024_safe_uniform_initializer_scalarization\selected_manifest.csv,kojimar_5800_minimal_blend,strict_seed,sparse_edit_or_object_completion,114578.0,13.35098890724301,baseline,strict seed,fe471ad5402a1f32d0e7bdafca3685ae2bcf68007df6e4b68e979c5ab74f7299,improved_submit_candidate,
24,exp_b024_safe_uniform_initializer_scalarization,experiments\exp_b024_safe_uniform_initializer_scalarization\selected_manifest.csv,massimilianoghiotto_6254,strict_seed,sparse_edit_or_object_completion,9080.0,15.88617052840466,baseline,strict seed,589d404dc6812db1d7a0e1103856b40e25aa0b31cf17b5a3d5ebeddacb56eba0,improved_submit_candidate,
29,exp_b024_safe_uniform_initializer_scalarization,experiments\exp_b024_safe_uniform_initializer_scalarization\selected_manifest.csv,massimilianoghiotto_6254,strict_seed,crop_or_resize,97117.0,13.516328283804857,baseline,strict seed,bff77431eb8c3abe5f6ce493cb48e189b2f2a1145a4eb40039f25de32440236e,improved_submit_candidate,
2,exp_b025_submit_safe_delta_union,experiments\exp_b025_submit_safe_delta_union\selected_manifest.csv,massimilianoghiotto_6254,,sparse_edit_or_object_completion,97293.0,13.514517676859928,baseline,no accepted seddik-style gain,d59734521ec12a1d642cebe2ec724b91f44b1228a0358483dcb8c806d5655bd8,submit_candidate,validation_all_ok
9,exp_b025_submit_safe_delta_union,experiments\exp_b025_submit_safe_delta_union\selected_manifest.csv,massimilianoghiotto_6254,,sparse_edit_or_object_completion,81241.0,13.69482467517415,baseline,no accepted seddik-style gain,45db58da83a7b9c702a7bbd970799482117c1f484ca73713c988ce613ada688f,submit_candidate,validation_all_ok
13,exp_b025_submit_safe_delta_union,experiments\exp_b025_submit_safe_delta_union\selected_manifest.csv,massimilianoghiotto_6254,,sparse_edit_or_object_completion,116882.0,13.3310798421544,baseline,no accepted seddik-style gain,1ff4c48f660d6df8129fec9e6de9e996a6c64dd656af07456998c2f9366580b0,submit_candidate,validation_all_ok
