task_id,family,route,signature_lane,primary_category,transformations,estimated_complexity,grid_size_changed,current_cost,current_points,strict_cost,gain_to_600,gain_to_250,teacher_gain_vs_strict,compiler_lane,compiler_priority_score,next_action,lowering_bias,risk_note
330,signature_lookup_current,sparse_edit_or_object_completion,,Object_Based,Color Mapping | Object Detection | Sorting,6,False,59024,14.014300580163543,59024,4.588769764620309,5.4642385019742115,1.2664352313838805,COLOR_ROLE_COMPILER,34.434146384213285,profile examples and synthesize nonlookup rule,small one-hot color-role map or scalar compare chain; reject dynamic MatMul lookup,low-medium: hidden color roles must generalize
328,point_to_line_pattern,sparse_edit_or_object_completion,,Pattern_Recognition,Color Mapping | Filling Regions | Gravity | Object Detection | Tiling,7,False,68053,13.871957907660665,68053,4.731112437123187,5.606581174477089,0.0,LOCAL_PREDICATE_FILL_COMPILER,34.38854957215473,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
193,signature_lookup_current,sparse_edit_or_object_completion,,Object_Based,Gravity | Object Detection,6,False,53661,14.109558240338645,53661,4.493512104445207,5.368980841799109,1.575831466509376,OBJECT_MOVE_COMPILER,34.32669477585092,profile examples and synthesize nonlookup rule,"component bbox extraction, anchor offset, sparse copy/erase",medium-high: dynamic object selection may be expensive
33,signature_lookup_current,sparse_edit_or_object_completion,,Pattern_Recognition,Color Mapping | Filling Regions | Object Detection | Shape Matching | Symmetry Completion,7,False,55161,14.081988539178049,55161,4.521081805605803,5.396550542959705,0.7492791809529784,LOCAL_PREDICATE_FILL_COMPILER,34.25228455447989,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
233,crop_resize,crop_or_resize,,Pattern_Recognition,Color Mapping | Cropping | Filling Regions | Object Detection,6,True,63540,13.940575092176493,63540,4.662495252607359,5.537963989961261,0.0,CROP_SHAPE_COMPILER,33.976846465059765,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
213,signature_lookup_current,crop_or_resize,,Object_Based,Background Separation | Cropping | Object Detection | Sorting,5,True,50225,14.175731810316865,50225,4.427338534466987,5.302807271820889,0.9174362358966164,CROP_SHAPE_COMPILER,33.942060510062454,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
222,signature_lookup_current,crop_or_resize,,Object_Based,Background Separation | Filling Regions | Object Detection | Sorting,6,False,58035,14.031198444197276,58035,4.571871900586576,5.447340637940478,0.09281308475562078,CROP_SHAPE_COMPILER,33.5723259800685,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
182,signature_lookup_current,sparse_edit_or_object_completion,,Color_and_Logical,Color Mapping | Object Detection,2,False,47619,14.22901287975965,47624,4.374162459617079,5.249631196970981,1.34854781158122,COLOR_ROLE_COMPILER,33.269671424489914,profile examples and synthesize nonlookup rule,small one-hot color-role map or scalar compare chain; reject dynamic MatMul lookup,low-medium: hidden color roles must generalize
89,signature_lookup_current,sparse_edit_or_object_completion,,Object_Based,Color Mapping | Filling Regions | Gravity | Object Detection | Translation,6,False,49703,14.186179427563964,49703,4.416890917219888,5.29235965457379,1.4462200742612694,LOCAL_PREDICATE_FILL_COMPILER,33.17255056412684,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
91,signature_lookup_current,crop_or_resize,,Pattern_Recognition,Color Mapping | Cropping | Filling Regions | Object Detection,6,True,51466,14.151323325547068,51466,4.451747019236784,5.327215756590686,0.17723599855561645,CROP_SHAPE_COMPILER,32.978211062669736,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
335,signature_lookup_current,sparse_edit_or_object_completion,,Object_Based,Color Mapping | Filling Regions | Gravity | Object Detection,6,False,46249,14.258204878914801,46249,4.34486546586905,5.2203342032229525,1.6032730368994876,LOCAL_PREDICATE_FILL_COMPILER,32.97597729997914,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
325,signature_lookup_current,crop_or_resize,,Object_Based,Cropping | Filling Regions | Object Detection,4,True,43022,14.330533108254256,43022,4.272537236529596,5.148005973883498,0.8827940938014507,CROP_SHAPE_COMPILER,32.961289509295355,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
265,signature_lookup_current,sparse_edit_or_object_completion,,Pattern_Recognition,Color Mapping | Filling Regions,4,False,39162,14.424537832136728,39162,4.1785325126471236,5.054001250001026,1.1673370790397701,LOCAL_PREDICATE_FILL_COMPILER,32.82407564385801,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
378,signature_lookup_current,sparse_edit_or_object_completion,,Object_Based,Filling Regions | Gravity | Object Detection | Shifting | Translation,6,False,39008,14.428477967719003,39008,4.174592377064849,5.050061114418751,2.147321707713923,LOCAL_PREDICATE_FILL_COMPILER,32.770411773375585,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
359,signature_lookup_current,sparse_edit_or_object_completion,,Pattern_Recognition,Color Mapping | Filling Regions | Outlier Detection,4,False,42313,14.347150353576192,42313,4.25591999120766,5.1313887285615625,0.7608781498489279,LOCAL_PREDICATE_FILL_COMPILER,32.67871212143496,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
253,signature_lookup_current,crop_or_resize,,Object_Based,Cropping | Object Detection | Sorting,6,True,48269,14.215455188361384,48269,4.387615156422468,5.26308389377637,1.206510429241268,CROP_SHAPE_COMPILER,32.63733153181232,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
154,signature_lookup_current,sparse_edit_or_object_completion,,Object_Based,Gravity | Shifting | Translation,4,False,45574,14.27290734254795,45574,4.330163002235903,5.205631739589805,0.9645352293501279,OBJECT_MOVE_COMPILER,32.42965580685622,profile examples and synthesize nonlookup rule,"component bbox extraction, anchor offset, sparse copy/erase",medium-high: dynamic object selection may be expensive
367,signature_lookup_current,sparse_edit_or_object_completion,,Pattern_Recognition,Color Mapping | Filling Regions | Object Detection,5,False,49772,14.184792144104478,49772,4.418278200679374,5.2937469380332765,0.9264786743349394,LOCAL_PREDICATE_FILL_COMPILER,32.401262164994264,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
131,signature_lookup_current,sparse_edit_or_object_completion,,Object_Based,Color Mapping | Filling Regions | Gravity | Object Detection | Shifting | Translation,6,False,44550,14.295632567101045,44550,4.307437777682807,5.182906515036709,1.3364252004192831,LOCAL_PREDICATE_FILL_COMPILER,32.35113941614138,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
219,signature_lookup_current,sparse_edit_or_object_completion,,Pattern_Recognition,Color Mapping | Filling Regions | Object Detection,5,False,47688,14.227564927100238,47688,4.375505417683614,5.250974155037516,0.9736971115627053,LOCAL_PREDICATE_FILL_COMPILER,32.21545312286135,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
224,signature_lookup_current,sparse_edit_or_object_completion,,Pattern_Recognition,Color Mapping | Filling Regions | Object Detection | Shape Matching,6,False,45458,14.275455898281896,45458,4.327614446501956,5.203083183855858,0.9693825587179727,LOCAL_PREDICATE_FILL_COMPILER,31.921635466504302,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
22,signature_lookup_current,crop_or_resize,,Object_Based,Cropping | Object Detection,4,True,34821,14.542024067963268,34821,4.0610462768205835,4.936515014174486,0.9637356309042282,CROP_SHAPE_COMPILER,31.813756056695453,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
27,signature_lookup_current,sparse_edit_or_object_completion,,Pattern_Recognition,Color Mapping | Flood Fill | Gravity | Object Detection,6,False,36791,14.486991470971319,36791,4.116078873812533,4.991547611166435,1.7009094200713442,LOCAL_PREDICATE_FILL_COMPILER,31.749712322397826,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
324,signature_lookup_current,sparse_edit_or_object_completion,,Object_Based,Color Mapping | Filling Regions | Object Detection | Shifting | Sorting | Translation,7,False,48870,14.203081009735799,48870,4.399989335048053,5.275458072401955,0.5256335833496664,LOCAL_PREDICATE_FILL_COMPILER,31.690261334728426,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
351,signature_lookup_current,crop_or_resize,,Object_Based,Cropping | Object Detection,4,True,35154,14.532506311227156,35154,4.070564033556696,4.946032770910598,0.8071610866384198,CROP_SHAPE_COMPILER,31.636000780713417,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
92,signature_lookup_current,sparse_edit_or_object_completion,,Pattern_Recognition,Filling Regions | Flood Fill | Gravity | Object Detection,5,False,46289,14.25734036914603,46289,4.345729975637822,5.221198712991724,0.6332153784264527,LOCAL_PREDICATE_FILL_COMPILER,31.52607787088222,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
80,line_grid_fill,same_shape_global_transform,,Pattern_Recognition,Color Mapping | Filling Regions | Translation,4,False,42055,14.353266435603462,42082,4.250445719583109,5.125914456937011,0.0,LOCAL_PREDICATE_FILL_COMPILER,31.50454926691426,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
76,signature_lookup_current,sparse_edit_or_object_completion,,Object_Based,Color Mapping | Filling Regions | Gravity | Object Detection,6,False,36184,14.503627688842322,36184,4.09944265594153,4.974911393295432,1.5548268359147954,LOCAL_PREDICATE_FILL_COMPILER,31.430771138936983,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
231,signature_lookup_current,crop_or_resize,,Pattern_Recognition,Filling Regions | Tiling,4,True,38342,14.445698819920006,38342,4.157371524863846,5.032840262217748,0.2204933184375264,CROP_SHAPE_COMPILER,31.276844076254974,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
184,signature_lookup_current,crop_or_resize,,Object_Based,Color Mapping | Filling Regions | Object Detection | Sorting,6,True,38855,14.432407952356657,38855,4.170662392427195,5.046131129781097,1.1431892330891422,CROP_SHAPE_COMPILER,31.240633153612492,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
14,signature_lookup_current,crop_or_resize,,Object_Based,Color Mapping | Cropping | Object Detection,4,True,39049,14.427427453254685,39049,4.175642891529167,5.051111628883069,0.11373543656373108,CROP_SHAPE_COMPILER,31.226335453436207,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
65,signature_lookup_current,crop_or_resize,,Spatial_and_Geometric,Cropping,2,True,35095,14.534186050835478,35109,4.069283131626728,4.94475186898063,0.5156985288789926,CROP_SHAPE_COMPILER,31.191121532494464,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
349,point_to_line_pattern,same_shape_global_transform,,Object_Based,Color Mapping | Filling Regions | Gravity | Object Detection | Shifting | Translation,7,False,49480,14.190676173493577,49480,4.412394171290275,5.287862908644177,0.0,LOCAL_PREDICATE_FILL_COMPILER,30.97623997715726,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
138,crop_resize,crop_or_resize,,Object_Based,Color Mapping | Cropping | Filling Regions | Object Detection | Sorting,7,True,48467,14.211361567031112,48467,4.39170877775274,5.267177515106642,0.0,CROP_SHAPE_COMPILER,30.852127615932048,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
288,signature_lookup_current,sparse_edit_or_object_completion,,Object_Based,Color Mapping | Filling Regions | Gravity | Object Detection | Translation,7,False,31807,14.632558329669694,31807,3.970512015114158,4.84598075246806,1.5301960264318364,LOCAL_PREDICATE_FILL_COMPILER,30.62024107974831,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
17,signature_lookup_current,sparse_edit_or_object_completion,,Pattern_Recognition,Filling Regions,4,False,34889,14.540073127737525,35329,4.075529780179428,4.95099851753333,0.04557560191960519,LOCAL_PREDICATE_FILL_COMPILER,30.523417033371587,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
178,signature_lookup_current,crop_or_resize,,Object_Based,Cropping | Sorting,4,True,29279,14.715374185513443,29331,3.889470600957633,4.764939338311535,0.7761775386644985,CROP_SHAPE_COMPILER,30.502964863158155,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
252,signature_lookup_current,sparse_edit_or_object_completion,,Object_Based,Color Mapping | Object Detection | Sorting,5,False,38062,14.453028311923028,38062,4.150042032860824,5.025510770214726,1.3846667651393467,COLOR_ROLE_COMPILER,30.479127294289576,profile examples and synthesize nonlookup rule,small one-hot color-role map or scalar compare chain; reject dynamic MatMul lookup,low-medium: hidden color roles must generalize
338,sparse_edit_or_object_completion,sparse_edit_or_object_completion,,Object_Based,Color Mapping | Cropping | Filling Regions | Object Detection | Shape Matching | Translation,6,False,45016,14.285226738886886,45016,4.317843605896966,5.193312343250868,0.0,CROP_SHAPE_COMPILER,30.408936584797406,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
400,signature_lookup_current,crop_or_resize,,Pattern_Recognition,Color Mapping | Cropping | Filling Regions,7,True,35153,14.532534757896764,35153,4.070535586887088,4.94600432424099,0.8215186051069026,CROP_SHAPE_COMPILER,30.15736637839849,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
368,signature_lookup_current,sparse_edit_or_object_completion,,Object_Based,Color Mapping | Object Detection | Translation,4,False,32339,14.615970788806473,32339,3.9870995559773785,4.862568293331281,0.7644973493683658,OBJECT_MOVE_COMPILER,30.07121830933243,profile examples and synthesize nonlookup rule,"component bbox extraction, anchor offset, sparse copy/erase",medium-high: dynamic object selection may be expensive
293,signature_lookup_current,sparse_edit_or_object_completion,,Color_and_Logical,Color Swapping | Object Detection,2,False,24771,14.882571106914462,24771,3.72049923786939,4.595967975223292,1.745724008417909,COLOR_ROLE_COMPILER,29.943456389258813,profile examples and synthesize nonlookup rule,small one-hot color-role map or scalar compare chain; reject dynamic MatMul lookup,low-medium: hidden color roles must generalize
215,line_grid_fill,sparse_edit_or_object_completion,,Spatial_and_Geometric,Tiling,3,False,38094,14.452187931601495,38094,4.150882413182357,5.026351150536259,0.0,TILE_SCALE_COMPILER,29.90716942850975,profile examples and synthesize nonlookup rule,static Slice/Gather/Tile only with cost guard; prefer fixed shapes,medium: full-grid Tile often loses on cost
196,signature_lookup_current,sparse_edit_or_object_completion,,Color_and_Logical,Color Mapping | Object Detection,2,False,32242,14.618974770564057,32242,3.984095574219795,4.859564311573697,0.5822872680988862,COLOR_ROLE_COMPILER,29.779879296882708,profile examples and synthesize nonlookup rule,small one-hot color-role map or scalar compare chain; reject dynamic MatMul lookup,low-medium: hidden color roles must generalize
343,signature_lookup_current,sparse_edit_or_object_completion,,Spatial_and_Geometric,Tiling,3,False,28656,14.736881875699506,28656,3.8661884690843458,4.741657206438248,0.9485078311485147,TILE_SCALE_COMPILER,29.621767510644453,profile examples and synthesize nonlookup rule,static Slice/Gather/Tile only with cost guard; prefer fixed shapes,medium: full-grid Tile often loses on cost
244,signature_lookup_current,crop_or_resize,,Pattern_Recognition,Color Mapping | Cropping | Filling Regions | Object Detection,7,True,31782,14.633344629227418,31782,3.969725715556434,4.845194452910336,0.8392440414508311,CROP_SHAPE_COMPILER,29.57909530493046,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
46,signature_lookup_current,crop_or_resize,,Object_Based,Color Mapping | Cropping | Filling Regions | Gravity | Object Detection,7,True,33426,14.58291068075113,33426,4.020159664032722,4.895628401386624,0.5648950611002928,CROP_SHAPE_COMPILER,29.470175525262377,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
166,signature_lookup_current,sparse_edit_or_object_completion,,Color_and_Logical,Flood Fill,3,False,24789,14.881844714630706,24789,3.721225630153146,4.596694367507048,0.7366385677041549,LOCAL_PREDICATE_FILL_COMPILER,29.434186581890717,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
132,point_to_line_pattern,sparse_edit_or_object_completion,,Pattern_Recognition,Filling Regions | Object Detection,4,False,29458,14.709279200950512,29458,3.89379114383334,4.769259881187242,0.0,LOCAL_PREDICATE_FILL_COMPILER,29.36462181241565,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
232,signature_lookup_current,sparse_edit_or_object_completion,,Pattern_Recognition,Color Mapping | Line Extrapolation | Object Detection,4,False,29497,14.707956157758622,29497,3.8951141870252304,4.7705829243791325,0.5941669444771573,SYMMETRY_LINE_COMPILER,29.263810488282726,"derive orbit/class selector, then lower with sparse D4/line masks","D4/line orbit masks, diagonal basis, small Gather/Where writeback",medium: orientation/class selection must be nonlookup
278,signature_lookup_current,sparse_edit_or_object_completion,,Pattern_Recognition,Color Mapping | Filling Regions | Object Detection,5,False,34383,14.55468246483519,34383,4.0483878799486614,4.9238566173025635,0.23876680813859785,LOCAL_PREDICATE_FILL_COMPILER,29.150352441315473,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
333,signature_lookup_current,sparse_edit_or_object_completion,,Object_Based,Color Mapping | Filling Regions | Gravity | Object Detection | Shifting | Translation,6,False,24893,14.877658081568091,24893,3.7254122632157607,4.600881000569663,1.4589726168580714,LOCAL_PREDICATE_FILL_COMPILER,29.04280745399728,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
271,signature_lookup_current,crop_or_resize,,Pattern_Recognition,Cropping | Filling Regions | Object Detection,5,True,28991,14.725259284025897,28991,3.8778110607579546,4.753279798111857,0.8228669275721199,CROP_SHAPE_COMPILER,29.003041705321515,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
218,signature_lookup_current,crop_or_resize,,Object_Based,Background Separation | Cropping | Filling Regions | Object Detection,4,True,23202,14.948006239164648,23202,3.6550641056192035,4.5305328429731055,0.6096690328794772,CROP_SHAPE_COMPILER,28.846763132450043,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
57,signature_lookup_current,crop_or_resize,,Pattern_Recognition,Color Mapping | Cropping | Filling Regions | Object Detection,5,True,29304,14.71452069554135,29304,3.8885496492425027,4.764018386596405,0.6395326674623174,CROP_SHAPE_COMPILER,28.7924718460641,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
156,signature_lookup_current,sparse_edit_or_object_completion,,Pattern_Recognition,Color Mapping | Filling Regions | Object Detection | Shape Matching,5,False,26552,14.81313964660019,26552,3.789930698183662,4.665399435537564,1.0276027716529441,LOCAL_PREDICATE_FILL_COMPILER,28.782863295996997,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
49,signature_lookup_current,crop_or_resize,,Object_Based,Color Mapping | Cropping | Object Detection,6,True,30489,14.674878758194124,30489,3.928191586589728,4.80366032394363,0.36643552880498653,CROP_SHAPE_COMPILER,28.620677762161456,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
245,signature_lookup_current,sparse_edit_or_object_completion,,Object_Based,Color Mapping | Gravity | Object Detection | Shifting | Translation,6,False,29012,14.724535183516696,29015,3.878638561408561,4.754107298762463,1.1910178507068263,OBJECT_MOVE_COMPILER,28.560233093927213,profile examples and synthesize nonlookup rule,"component bbox extraction, anchor offset, sparse copy/erase",medium-high: dynamic object selection may be expensive
66,signature_lookup_current,sparse_edit_or_object_completion,,Pattern_Recognition,Filling Regions | Flood Fill,4,False,21408,15.028480037072045,21408,3.574590307711807,4.450059045065709,0.6772981069710706,LOCAL_PREDICATE_FILL_COMPILER,28.465363956143054,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
44,signature_lookup_current,sparse_edit_or_object_completion,,Object_Based,Color Swapping | Object Detection | Sorting | Translation,6,False,31706,14.635738783596826,31805,3.970449133896757,4.845917871250659,0.7198808622960691,OBJECT_MOVE_COMPILER,28.404391046240256,profile examples and synthesize nonlookup rule,"component bbox extraction, anchor offset, sparse copy/erase",medium-high: dynamic object selection may be expensive
289,crop_resize,crop_or_resize,,Spatial_and_Geometric,Tiling,4,True,24972,14.874489523818365,24972,3.7285808209654867,4.604049558319389,0.0,CROP_SHAPE_COMPILER,28.37335987520853,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
63,signature_lookup_current,sparse_edit_or_object_completion,,Color_and_Logical,Flood Fill | Gravity,5,False,30732,14.666940264012474,30732,3.9361300807713775,4.81159881812528,0.15821005986671288,LOCAL_PREDICATE_FILL_COMPILER,28.355970523843943,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
75,signature_lookup_current,sparse_edit_or_object_completion,,Spatial_and_Geometric,Object Detection | Tiling | Translation,4,False,28487,14.742796878157792,28487,3.86027346662606,4.735742203979962,0.09709855793433064,OBJECT_MOVE_COMPILER,28.309163586073463,profile examples and synthesize nonlookup rule,"component bbox extraction, anchor offset, sparse copy/erase",medium-high: dynamic object selection may be expensive
228,signature_lookup_current,sparse_edit_or_object_completion,,Object_Based,Color Mapping | Object Detection | Reflection | Sorting | Symmetry Completion,6,False,25086,14.86993479941538,25086,3.733135545368471,4.608604282722373,1.5776979341607262,SYMMETRY_LINE_COMPILER,28.267235122867525,"derive orbit/class selector, then lower with sparse D4/line masks","D4/line orbit masks, diagonal basis, small Gather/Where writeback",medium: orientation/class selection must be nonlookup
247,signature_lookup_current,crop_or_resize,,Object_Based,Object Detection | Sorting,4,True,22031,14.999794168587435,22031,3.6032761761964167,4.478744913550319,0.36205194766445636,CROP_SHAPE_COMPILER,28.164609928090794,"mine low-cost crop artifacts, then compile bounded bbox Slice/Gather variants",dynamic bbox Slice/Gather first; reject full-grid GatherND; prefer existing low-cost crop artifacts as templates,bbox/generalization risk: require all-arc pass and cost guard
392,point_to_line_pattern,same_shape_global_transform,,Pattern_Recognition,Color Mapping | Filling Regions | Gravity,6,False,30870,14.662459882503795,30870,3.9406104622800573,4.816079199633959,0.0,LOCAL_PREDICATE_FILL_COMPILER,28.145537723095952,"build changed-cell feature profile, then synthesize small predicate tree","bbox-local 3x3/5x5 predicates, color-role counts, sparse one-hot writeback",medium: predicate tree can overfit; require feature profile and all-arc pass
