task_id,feature,positive_top_values,negative_top_values,positive_unique,negative_unique,exact_positive_only_values,exact_negative_only_values,max_single_value_precision,max_single_value_recall,best_value
285,rel_color_c,"[[""1"", 16], [""0"", 11], [""2"", 10], [""3"", 8], [""-1"", 7], [""-2"", 4], [""7"", 3], [""-3"", 3]]","[[""-3"", 236], [""2"", 232], [""3"", 232], [""5"", 232], [""6"", 232], [""-2"", 229], [""4"", 229], [""7"", 229]]",20,40,[],"[""-7"", ""-6"", ""-13"", ""-5"", ""-12"", ""-11"", ""-10"", ""-9"", ""-8"", ""13"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26""]",0.06557377049180328,0.19753086419753085,1
285,rel_all_c,"[[""6"", 12], [""5"", 10], [""4"", 7], [""7"", 6], [""9"", 6], [""8"", 6], [""11"", 5], [""3"", 5]]","[[""-1"", 252], [""8"", 243], [""7"", 240], [""9"", 240], [""0"", 239], [""10"", 238], [""11"", 237], [""5"", 236]]",17,30,[],"[""-3"", ""-2"", ""-1"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26""]",0.04878048780487805,0.14814814814814814,6
285,c,"[[""9"", 10], [""12"", 10], [""11"", 10], [""6"", 9], [""8"", 8], [""7"", 7], [""5"", 5], [""18"", 4]]","[[""0"", 252], [""1"", 249], [""2"", 249], [""10"", 242], [""11"", 242], [""12"", 242], [""13"", 242], [""9"", 239]]",16,30,[],"[""0"", ""1"", ""2"", ""13"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29""]",0.04035874439461883,0.1111111111111111,6
285,on_color_bbox_border,"[[""0"", 54], [""1"", 27]]","[[""0"", 5338], [""1"", 663]]",2,2,[],[],0.0391304347826087,0.3333333333333333,1
285,shape,"[[""30x30"", 39], [""20x20"", 24], [""14x14"", 18]]","[[""30x30"", 4336], [""20x20"", 1140], [""14x14"", 525]]",3,3,[],[],0.03314917127071823,0.2222222222222222,14x14
285,inside_color_bbox,"[[""0"", 68], [""1"", 13]]","[[""0"", 5612], [""1"", 389]]",2,2,[],[],0.03233830845771144,0.16049382716049382,1
285,inside_all_bbox,"[[""0"", 42], [""1"", 39]]","[[""0"", 4674], [""1"", 1327]]",2,2,[],[],0.02855051244509517,0.48148148148148145,1
285,out_color,"[[""4"", 28], [""3"", 15], [""2"", 14], [""8"", 11], [""1"", 9], [""6"", 4]]","[[""4"", 1416], [""8"", 1252], [""3"", 1248], [""1"", 1047], [""2"", 861], [""6"", 177]]",6,6,[],[],0.022099447513812154,0.04938271604938271,6
285,on_all_bbox_border,"[[""0"", 63], [""1"", 18]]","[[""0"", 5116], [""1"", 885]]",2,2,[],[],0.019933554817275746,0.2222222222222222,1
286,ray_lr,"[[""-1:-1"", 29], [""0:-1"", 4], [""-1:-3"", 4], [""-3:-1"", 4], [""-1:-6"", 3], [""-2:-5"", 3], [""-3:-4"", 3], [""-4:-3"", 3]]","[[""-1:-1"", 99], [""-1:0"", 34], [""0:-1"", 18], [""-2:-2"", 14], [""-1:-3"", 13], [""-3:-1"", 13], [""0:-2"", 8], [""-2:0"", 8]]",31,52,"[""-1:6"", ""-3:4"", ""-5:2"", ""2:-2"", ""2:-5"", ""4:-3"", ""6:-1""]","[""-1:0"", ""-1:-2"", ""-2:-1"", ""-2:0"", ""-3:0"", ""-4:0"", ""-5:0"", ""-1:-8"", ""-2:-7"", ""-3:-6"", ""-4:-5"", ""-5:-4"", ""-6:-3"", ""-7:-2"", ""-8:-1"", ""-2:5"", ""-4:3"", ""-6:1"", ""1:-3"", ""3:-1""]",1.0,0.010869565217391304,-1:6
286,ray_ud,"[[""-1:-1"", 31], [""0:-1"", 11], [""-1:0"", 6], [""0:-2"", 5], [""0:-4"", 3], [""0:-3"", 3], [""-1:-3"", 3], [""-3:-1"", 3]]","[[""-1:-1"", 102], [""0:-1"", 27], [""0:0"", 22], [""-1:0"", 17], [""-2:0"", 15], [""0:-2"", 13], [""-1:-5"", 11], [""-2:-4"", 11]]",31,37,"[""-2:2"", ""-1:2"", ""2:0""]","[""0:0"", ""-1:-2"", ""-1:3"", ""-3:1"", ""1:-1"", ""0:-8"", ""0:-7"", ""-2:1"", ""1:0""]",1.0,0.010869565217391304,-2:2
286,rel_color_c,"[[""4"", 13], [""0"", 9], [""-6"", 7], [""-4"", 6], [""6"", 6], [""5"", 5], [""-1"", 4], [""-12"", 4]]","[[""2"", 27], [""-2"", 25], [""6"", 24], [""-4"", 21], [""-3"", 19], [""7"", 17], [""3"", 15], [""4"", 15]]",24,27,[],"[""-5"", ""-17"", ""9""]",0.6363636363636364,0.07608695652173914,-6
286,c,"[[""10"", 15], [""8"", 10], [""4"", 6], [""5"", 6], [""21"", 6], [""9"", 5], [""1"", 4], [""3"", 4]]","[[""6"", 29], [""12"", 26], [""2"", 25], [""8"", 24], [""23"", 22], [""10"", 21], [""1"", 20], [""13"", 19]]",22,24,[],"[""23"", ""22""]",0.5,0.043478260869565216,16
286,rel_all_c,"[[""10"", 15], [""8"", 10], [""4"", 6], [""5"", 6], [""21"", 6], [""9"", 5], [""1"", 4], [""3"", 4]]","[[""6"", 29], [""12"", 26], [""2"", 25], [""8"", 24], [""23"", 22], [""10"", 21], [""1"", 20], [""13"", 19]]",22,24,[],"[""23"", ""22""]",0.5,0.043478260869565216,16
286,ray_d2,"[[""-1:-1"", 54], [""0:-1"", 10], [""-1:0"", 8], [""-1:-2"", 6], [""-2:-1"", 6], [""0:0"", 2], [""0:-2"", 2], [""-2:0"", 2]]","[[""-1:-1"", 184], [""0:-1"", 56], [""-1:0"", 30], [""-1:-2"", 12], [""-2:-1"", 12], [""0:-2"", 10], [""0:0"", 6], [""-2:0"", 6]]",10,13,[],"[""-1:-3"", ""-2:-2"", ""-3:-1""]",0.5,0.010869565217391304,-3:0
286,r2,"[[""0"", 77], [""1"", 15]]","[[""0"", 294], [""1"", 20], [""2"", 11], [""3"", 5]]",2,4,[],"[""2"", ""3""]",0.42857142857142855,0.16304347826086957,1
286,r,"[[""1"", 12], [""0"", 11], [""3"", 11], [""7"", 11], [""9"", 11], [""5"", 9], [""6"", 6], [""2"", 5]]","[[""7"", 39], [""3"", 37], [""5"", 35], [""9"", 35], [""0"", 29], [""1"", 28], [""4"", 28], [""2"", 23]]",13,13,[],[],0.4166666666666667,0.05434782608695652,12
286,rel_all_r,"[[""1"", 12], [""0"", 11], [""3"", 11], [""7"", 11], [""9"", 11], [""5"", 9], [""6"", 6], [""2"", 5]]","[[""7"", 39], [""3"", 37], [""5"", 35], [""9"", 35], [""0"", 29], [""1"", 28], [""4"", 28], [""2"", 23]]",13,13,[],[],0.4166666666666667,0.05434782608695652,12
286,rel_color_r,"[[""-6"", 10], [""-4"", 10], [""-2"", 10], [""-3"", 9], [""0"", 9], [""1"", 8], [""-5"", 7], [""2"", 7]]","[[""3"", 33], [""-5"", 32], [""-6"", 29], [""-1"", 29], [""-4"", 28], [""-2"", 28], [""-3"", 27], [""0"", 26]]",14,14,[],[],0.3333333333333333,0.05434782608695652,-8
286,ray_d1,"[[""-1:-1"", 49], [""0:-1"", 13], [""-1:-2"", 7], [""-2:-1"", 7], [""-1:0"", 4], [""0:-2"", 3], [""0:0"", 3], [""-1:-3"", 2]]","[[""-1:-1"", 157], [""-1:0"", 46], [""0:-1"", 39], [""-1:-2"", 23], [""-2:-1"", 23], [""0:-2"", 11], [""-2:0"", 8], [""0:0"", 7]]",10,12,[],"[""0:-3"", ""-2:0""]",0.3333333333333333,0.021739130434782608,-1:-3
286,on_color_bbox_border,"[[""0"", 71], [""1"", 21]]","[[""0"", 282], [""1"", 48]]",2,2,[],[],0.30434782608695654,0.22826086956521738,1
286,out_color,"[[""2"", 30], [""3"", 27], [""4"", 18], [""1"", 17]]","[[""3"", 95], [""2"", 92], [""1"", 72], [""4"", 71]]",4,4,[],[],0.2459016393442623,0.32608695652173914,2
286,shape,"[[""11x24"", 57], [""13x14"", 35]]","[[""11x24"", 187], [""13x14"", 143]]",2,2,[],[],0.2336065573770492,0.6195652173913043,11x24
286,inside_all_bbox,"[[""1"", 92]]","[[""1"", 308], [""0"", 22]]",1,2,[],"[""0""]",0.23,1.0,1
286,adj4,"[[""0"", 92]]","[[""0"", 323], [""1"", 7]]",1,2,[],"[""1""]",0.2216867469879518,1.0,0
286,all8,"[[""0"", 92]]","[[""0"", 323], [""1"", 7]]",1,2,[],"[""1""]",0.2216867469879518,1.0,0
286,on_all_bbox_border,"[[""0"", 72], [""1"", 20]]","[[""0"", 254], [""1"", 76]]",2,2,[],[],0.22085889570552147,0.782608695652174,0
286,diag4,"[[""0"", 92]]","[[""0"", 330]]",1,1,[],[],0.21800947867298578,1.0,0
286,inside_color_bbox,"[[""0"", 92]]","[[""0"", 330]]",1,1,[],[],0.21800947867298578,1.0,0
