task_id,current_cost,shape_pairs,same_shape,avg_changed_ratio,max_changed_ratio,input_colors,output_colors,pass_rule_count,best_projected_gain
76,7643,"(13, 13)->(13, 13):3",True,0.047337278106508875,0.05917159763313609,0 1 2 3 4,0 1 2 3 4,0,0.0
363,7579,"(10, 10)->(10, 10):3",True,0.10666666666666667,0.16,0 2 5,0 2 5,0,0.0
51,7483,"(10, 15)->(10, 15):1;(12, 12)->(12, 12):1;(15, 12)->(15, 12):1",True,0.0500925925925926,0.06,0 1 2 3 8,0 1 2 3 8,0,0.0
302,7483,"(12, 12)->(12, 12):3",True,0.0949074074074074,0.09722222222222222,0 5,0 5 6 7 8,0,0.0
288,6886,"(3, 3)->(3, 3):1;(5, 5)->(5, 5):2;(7, 7)->(7, 7):1",True,0.13596371882086167,0.2222222222222222,0 1 2 3 4 6 8,0 1 2 3 4 6 8,0,0.0
27,6715,"(10, 10)->(10, 10):3",True,0.09333333333333334,0.12,0 1,0 1 2,0,0.0
119,6619,"(12, 12)->(12, 12):3",True,0.06481481481481481,0.06944444444444445,0 2 8,0 2 3 8,0,0.0
40,5947,"(10, 10)->(10, 10):3",True,0.04666666666666667,0.06,0 1 2 3 4 7 8 9,0 1 2 4 7 8 9,0,0.0
332,5899,"(3, 10)->(3, 10):1;(3, 12)->(3, 12):1;(3, 13)->(3, 13):1;(3, 14)->(3, 14):1",True,0.16987179487179488,0.1794871794871795,0 5,0 3 5,0,0.0
190,5851,"(10, 10)->(10, 10):3",True,0.04666666666666667,0.05,0 3 4 7,0 3 4 7,0,0.0
333,5787,"(10, 10)->(10, 10):3",True,0.06666666666666667,0.09,0 1 3 6 7 8,0 1 3 6 7 8,0,0.0
42,5783,"(10, 10)->(10, 10):3",True,0.04,0.06,0 3,0 3 8,0,0.0
168,5659,"(10, 10)->(10, 10):2",True,0.07,0.08,0 7 9,0 7 9,0,0.0
342,5627,"(10, 10)->(10, 10):3",True,0.08,0.08,0 1 2 3 4 5 6 7 8 9,0 1 2 3 4 5 6 7 9,0,0.0
314,5595,"(8, 8)->(8, 8):3",True,0.036458333333333336,0.046875,0 1 2 3 4 7,0 1 2 3 4 7,0,0.0
35,5339,"(10, 10)->(10, 10):3",True,0.04666666666666667,0.06,0 1 2 3 4 6 7 8 9,0 1 2 3 4 6 7 8 9,0,0.0
228,5179,"(10, 10)->(10, 10):3",True,0.08,0.08,0 1 2 3 4 5 6 7 8 9,0 1 2 3 4 5 6 7 8 9,0,0.0
353,5014,"(10, 10)->(10, 10):1;(11, 11)->(11, 11):1;(3, 3)->(3, 3):2;(5, 3)->(5, 3):1;(5, 5)->(5, 5):1;(7, 7)->(7, 7):1",True,0.10501757570403211,0.2222222222222222,0 3 4,0 3 4,0,0.0
371,4923,"(10, 10)->(10, 10):2",True,0.05,0.05,0 1,0 1 3,0,0.0
206,4795,"(10, 8)->(10, 8):1;(8, 7)->(8, 7):1;(9, 9)->(9, 9):1",True,0.08957231040564373,0.10714285714285714,0 1 2 3 5 6,0 1 2 3 6,0,0.0
378,4556,"(12, 12)->(12, 12):1;(6, 6)->(6, 6):1;(8, 8)->(8, 8):1;(9, 9)->(9, 9):1",True,0.043547453703703706,0.05555555555555555,0 2 3 4 5 6 8 9,0 2 3 4 5 6 8 9,0,0.0
293,4323,"(13, 13)->(13, 13):1;(7, 9)->(7, 9):1;(8, 6)->(8, 6):1;(8, 7)->(8, 7):1",True,0.0264848666290974,0.03550295857988166,0 1 2 3 6 7 8,0 1 2 3 6 7 8,0,0.0
126,4027,"(5, 5)->(5, 5):1;(5, 7)->(5, 7):1;(8, 8)->(8, 8):1",True,0.04279761904761905,0.05714285714285714,0 3 6 8,0 3 4 6 8,0,0.0
20,3931,"(10, 10)->(10, 10):3",True,0.03,0.03,0 1 2 3 4 8,0 1 2 3 4 8,0,0.0
143,3803,"(10, 10)->(10, 10):3",True,0.04,0.05,0 1 3 4 5 6 7 8 9,0 1 3 4 5 6 7 8,0,0.0
248,2938,"(10, 2)->(10, 2):1;(10, 3)->(10, 3):1;(10, 4)->(10, 4):1",True,0.325,0.45,0 1,0 1,0,0.0
262,2582,"(3, 3)->(3, 3):4",True,1.0,1.0,0 5,2 3 4,0,0.0
