task_id,rule_family,fit_status,validation_status,passed,failed,current_cost,expected_cost_upper_bound,projected_gain,priority,proof,lowering_plan,leakage_risk,private_risk
76,bbox_crop_color_map,skipped,not_run,0,0,7643,,,,no bbox crop fits train,,low: train-only fit,unknown
76,color_map,skipped,not_run,0,0,7643,,,,no nontrivial consistent color map,,low: train-only fit,unknown
76,constant_output,skipped,not_run,0,0,7643,,,,train outputs differ,,low: train-only fit,unknown
76,fixed_crop_color_map,skipped,not_run,0,0,7643,,,,no crop/color map fits train example,,low: train-only fit,unknown
76,fixed_sparse_edit,fit,fail:0_pass_1_fail,0,1,7643,3240,0.000000,0.000000,fixed_cells=24; validation=train0: mismatch,small coordinate ScatterND or constant mask Where after cost gate,"low: train-only fit, validation uses test/arc-gen sample",medium
76,global_transform_color_map,skipped,not_run,0,0,7643,,,,no transform+color map fits train,,low: train-only fit,unknown
77,bbox_crop_color_map,skipped,not_run,0,0,10491,,,,no bbox crop fits train,,low: train-only fit,unknown
77,color_map,skipped,not_run,0,0,10491,,,,no nontrivial consistent color map,,low: train-only fit,unknown
77,constant_output,skipped,not_run,0,0,10491,,,,train outputs differ,,low: train-only fit,unknown
77,fixed_crop_color_map,skipped,not_run,0,0,10491,,,,no crop/color map fits train example,,low: train-only fit,unknown
77,fixed_sparse_edit,fit,fail:0_pass_1_fail,0,1,10491,3900,0.000000,0.000000,fixed_cells=35; validation=train0: mismatch,small coordinate ScatterND or constant mask Where after cost gate,"low: train-only fit, validation uses test/arc-gen sample",medium
77,global_transform_color_map,skipped,not_run,0,0,10491,,,,no transform+color map fits train,,low: train-only fit,unknown
79,bbox_crop_color_map,skipped,not_run,0,0,12835,,,,no bbox crop fits train,,low: train-only fit,unknown
79,color_map,skipped,not_run,0,0,12835,,,,no nontrivial consistent color map,,low: train-only fit,unknown
79,constant_output,skipped,not_run,0,0,12835,,,,train outputs differ,,low: train-only fit,unknown
79,fixed_crop_color_map,skipped,not_run,0,0,12835,,,,no common crop/color map,,low: train-only fit,unknown
79,fixed_sparse_edit,skipped,not_run,0,0,12835,,,,shape mismatch,,low: train-only fit,unknown
79,global_transform_color_map,skipped,not_run,0,0,12835,,,,no transform+color map fits train,,low: train-only fit,unknown
82,bbox_crop_color_map,skipped,not_run,0,0,14420,,,,no bbox crop fits train,,low: train-only fit,unknown
82,color_map,skipped,not_run,0,0,14420,,,,no nontrivial consistent color map,,low: train-only fit,unknown
82,constant_output,skipped,not_run,0,0,14420,,,,train outputs differ,,low: train-only fit,unknown
82,fixed_crop_color_map,skipped,not_run,0,0,14420,,,,no crop/color map fits train example,,low: train-only fit,unknown
82,fixed_sparse_edit,skipped,not_run,0,0,14420,,,,edit conflict,,low: train-only fit,unknown
82,global_transform_color_map,skipped,not_run,0,0,14420,,,,no transform+color map fits train,,low: train-only fit,unknown
84,bbox_crop_color_map,skipped,not_run,0,0,17595,,,,no bbox crop fits train,,low: train-only fit,unknown
84,color_map,skipped,not_run,0,0,17595,,,,no nontrivial consistent color map,,low: train-only fit,unknown
84,constant_output,skipped,not_run,0,0,17595,,,,train outputs differ,,low: train-only fit,unknown
84,fixed_crop_color_map,skipped,not_run,0,0,17595,,,,no crop/color map fits train example,,low: train-only fit,unknown
84,fixed_sparse_edit,fit,fail:0_pass_1_fail,0,1,17595,4440,0.000000,0.000000,fixed_cells=44; validation=train0: mismatch,small coordinate ScatterND or constant mask Where after cost gate,"low: train-only fit, validation uses test/arc-gen sample",medium
84,global_transform_color_map,skipped,not_run,0,0,17595,,,,no transform+color map fits train,,low: train-only fit,unknown
85,bbox_crop_color_map,skipped,not_run,0,0,16926,,,,no bbox crop fits train,,low: train-only fit,unknown
85,color_map,skipped,not_run,0,0,16926,,,,no nontrivial consistent color map,,low: train-only fit,unknown
85,constant_output,skipped,not_run,0,0,16926,,,,train outputs differ,,low: train-only fit,unknown
85,fixed_crop_color_map,skipped,not_run,0,0,16926,,,,no crop/color map fits train example,,low: train-only fit,unknown
85,fixed_sparse_edit,fit,fail:0_pass_1_fail,0,1,16926,3540,0.000000,0.000000,fixed_cells=29; validation=train0: mismatch,small coordinate ScatterND or constant mask Where after cost gate,"low: train-only fit, validation uses test/arc-gen sample",medium
85,global_transform_color_map,skipped,not_run,0,0,16926,,,,no transform+color map fits train,,low: train-only fit,unknown
88,bbox_crop_color_map,skipped,not_run,0,0,30659,,,,no bbox crop fits train,,low: train-only fit,unknown
88,color_map,skipped,not_run,0,0,30659,,,,no nontrivial consistent color map,,low: train-only fit,unknown
88,constant_output,skipped,not_run,0,0,30659,,,,train outputs differ,,low: train-only fit,unknown
88,fixed_crop_color_map,skipped,not_run,0,0,30659,,,,no common crop/color map,,low: train-only fit,unknown
88,fixed_sparse_edit,skipped,not_run,0,0,30659,,,,shape mismatch,,low: train-only fit,unknown
88,global_transform_color_map,skipped,not_run,0,0,30659,,,,no transform+color map fits train,,low: train-only fit,unknown
89,bbox_crop_color_map,skipped,not_run,0,0,11703,,,,no bbox crop fits train,,low: train-only fit,unknown
89,color_map,skipped,not_run,0,0,11703,,,,no nontrivial consistent color map,,low: train-only fit,unknown
89,constant_output,skipped,not_run,0,0,11703,,,,train outputs differ,,low: train-only fit,unknown
89,fixed_crop_color_map,skipped,not_run,0,0,11703,,,,no crop/color map fits train example,,low: train-only fit,unknown
89,fixed_sparse_edit,fit,fail:0_pass_1_fail,0,1,11703,3720,0.000000,0.000000,fixed_cells=32; validation=train0: mismatch,small coordinate ScatterND or constant mask Where after cost gate,"low: train-only fit, validation uses test/arc-gen sample",medium
89,global_transform_color_map,skipped,not_run,0,0,11703,,,,no transform+color map fits train,,low: train-only fit,unknown
90,bbox_crop_color_map,skipped,not_run,0,0,8030,,,,no bbox crop fits train,,low: train-only fit,unknown
90,color_map,skipped,not_run,0,0,8030,,,,no nontrivial consistent color map,,low: train-only fit,unknown
90,constant_output,skipped,not_run,0,0,8030,,,,train outputs differ,,low: train-only fit,unknown
90,fixed_crop_color_map,skipped,not_run,0,0,8030,,,,no crop/color map fits train example,,low: train-only fit,unknown
90,fixed_sparse_edit,fit,fail:0_pass_1_fail,0,1,8030,3420,0.000000,0.000000,fixed_cells=27; validation=train0: mismatch,small coordinate ScatterND or constant mask Where after cost gate,"low: train-only fit, validation uses test/arc-gen sample",medium
90,global_transform_color_map,skipped,not_run,0,0,8030,,,,no transform+color map fits train,,low: train-only fit,unknown
91,bbox_crop_color_map,skipped,not_run,0,0,43107,,,,no bbox crop fits train,,low: train-only fit,unknown
91,color_map,skipped,not_run,0,0,43107,,,,no nontrivial consistent color map,,low: train-only fit,unknown
91,constant_output,skipped,not_run,0,0,43107,,,,train outputs differ,,low: train-only fit,unknown
91,fixed_crop_color_map,skipped,not_run,0,0,43107,,,,no common crop/color map,,low: train-only fit,unknown
91,fixed_sparse_edit,skipped,not_run,0,0,43107,,,,shape mismatch,,low: train-only fit,unknown
91,global_transform_color_map,skipped,not_run,0,0,43107,,,,no transform+color map fits train,,low: train-only fit,unknown
92,bbox_crop_color_map,skipped,not_run,0,0,24574,,,,no bbox crop fits train,,low: train-only fit,unknown
92,color_map,skipped,not_run,0,0,24574,,,,no nontrivial consistent color map,,low: train-only fit,unknown
92,constant_output,skipped,not_run,0,0,24574,,,,train outputs differ,,low: train-only fit,unknown
92,fixed_crop_color_map,skipped,not_run,0,0,24574,,,,no crop/color map fits train example,,low: train-only fit,unknown
92,fixed_sparse_edit,skipped,not_run,0,0,24574,,,,edit conflict,,low: train-only fit,unknown
92,global_transform_color_map,skipped,not_run,0,0,24574,,,,no transform+color map fits train,,low: train-only fit,unknown
93,bbox_crop_color_map,skipped,not_run,0,0,12539,,,,no bbox crop fits train,,low: train-only fit,unknown
93,color_map,skipped,not_run,0,0,12539,,,,no nontrivial consistent color map,,low: train-only fit,unknown
93,constant_output,skipped,not_run,0,0,12539,,,,train outputs differ,,low: train-only fit,unknown
93,fixed_crop_color_map,skipped,not_run,0,0,12539,,,,no crop/color map fits train example,,low: train-only fit,unknown
93,fixed_sparse_edit,skipped,not_run,0,0,12539,,,,edit conflict,,low: train-only fit,unknown
93,global_transform_color_map,skipped,not_run,0,0,12539,,,,no transform+color map fits train,,low: train-only fit,unknown
97,bbox_crop_color_map,skipped,not_run,0,0,8263,,,,no bbox crop fits train,,low: train-only fit,unknown
97,color_map,skipped,not_run,0,0,8263,,,,no nontrivial consistent color map,,low: train-only fit,unknown
97,constant_output,skipped,not_run,0,0,8263,,,,train outputs differ,,low: train-only fit,unknown
97,fixed_crop_color_map,skipped,not_run,0,0,8263,,,,no crop/color map fits train example,,low: train-only fit,unknown
97,fixed_sparse_edit,fit,fail:0_pass_1_fail,0,1,8263,4140,0.000000,0.000000,fixed_cells=39; validation=train0: mismatch,small coordinate ScatterND or constant mask Where after cost gate,"low: train-only fit, validation uses test/arc-gen sample",medium
97,global_transform_color_map,skipped,not_run,0,0,8263,,,,no transform+color map fits train,,low: train-only fit,unknown
101,bbox_crop_color_map,skipped,not_run,0,0,29435,,,,no bbox crop fits train,,low: train-only fit,unknown
101,color_map,skipped,not_run,0,0,29435,,,,no nontrivial consistent color map,,low: train-only fit,unknown
101,constant_output,skipped,not_run,0,0,29435,,,,train outputs differ,,low: train-only fit,unknown
101,fixed_crop_color_map,skipped,not_run,0,0,29435,,,,no crop/color map fits train example,,low: train-only fit,unknown
101,fixed_sparse_edit,fit,fail:0_pass_1_fail,0,1,29435,4500,0.000000,0.000000,fixed_cells=45; validation=train0: mismatch,small coordinate ScatterND or constant mask Where after cost gate,"low: train-only fit, validation uses test/arc-gen sample",medium
101,global_transform_color_map,skipped,not_run,0,0,29435,,,,no transform+color map fits train,,low: train-only fit,unknown
102,bbox_crop_color_map,skipped,not_run,0,0,10233,,,,no bbox crop fits train,,low: train-only fit,unknown
102,color_map,skipped,not_run,0,0,10233,,,,no nontrivial consistent color map,,low: train-only fit,unknown
102,constant_output,skipped,not_run,0,0,10233,,,,train outputs differ,,low: train-only fit,unknown
102,fixed_crop_color_map,skipped,not_run,0,0,10233,,,,no crop/color map fits train example,,low: train-only fit,unknown
102,fixed_sparse_edit,fit,fail:0_pass_1_fail,0,1,10233,3360,0.000000,0.000000,fixed_cells=26; validation=train0: mismatch,small coordinate ScatterND or constant mask Where after cost gate,"low: train-only fit, validation uses test/arc-gen sample",medium
102,global_transform_color_map,skipped,not_run,0,0,10233,,,,no transform+color map fits train,,low: train-only fit,unknown
109,bbox_crop_color_map,skipped,not_run,0,0,38755,,,,no bbox crop fits train,,low: train-only fit,unknown
109,color_map,skipped,not_run,0,0,38755,,,,no nontrivial consistent color map,,low: train-only fit,unknown
109,constant_output,skipped,not_run,0,0,38755,,,,train outputs differ,,low: train-only fit,unknown
109,fixed_crop_color_map,skipped,not_run,0,0,38755,,,,no crop/color map fits train example,,low: train-only fit,unknown
109,fixed_sparse_edit,skipped,not_run,0,0,38755,,,,shape mismatch,,low: train-only fit,unknown
109,global_transform_color_map,skipped,not_run,0,0,38755,,,,no transform+color map fits train,,low: train-only fit,unknown
110,bbox_crop_color_map,skipped,not_run,0,0,42363,,,,no bbox crop fits train,,low: train-only fit,unknown
110,color_map,skipped,not_run,0,0,42363,,,,no nontrivial consistent color map,,low: train-only fit,unknown
110,constant_output,skipped,not_run,0,0,42363,,,,train outputs differ,,low: train-only fit,unknown
110,fixed_crop_color_map,skipped,not_run,0,0,42363,,,,no crop/color map fits train example,,low: train-only fit,unknown
110,fixed_sparse_edit,skipped,not_run,0,0,42363,,,,edit conflict,,low: train-only fit,unknown
110,global_transform_color_map,skipped,not_run,0,0,42363,,,,no transform+color map fits train,,low: train-only fit,unknown
112,bbox_crop_color_map,skipped,not_run,0,0,15003,,,,no bbox crop fits train,,low: train-only fit,unknown
112,color_map,skipped,not_run,0,0,15003,,,,no nontrivial consistent color map,,low: train-only fit,unknown
112,constant_output,skipped,not_run,0,0,15003,,,,train outputs differ,,low: train-only fit,unknown
112,fixed_crop_color_map,skipped,not_run,0,0,15003,,,,no crop/color map fits train example,,low: train-only fit,unknown
112,fixed_sparse_edit,fit,fail:0_pass_1_fail,0,1,15003,4680,0.000000,0.000000,fixed_cells=48; validation=train0: mismatch,small coordinate ScatterND or constant mask Where after cost gate,"low: train-only fit, validation uses test/arc-gen sample",medium
112,global_transform_color_map,skipped,not_run,0,0,15003,,,,no transform+color map fits train,,low: train-only fit,unknown
117,bbox_crop_color_map,skipped,not_run,0,0,14075,,,,no bbox crop fits train,,low: train-only fit,unknown
117,color_map,skipped,not_run,0,0,14075,,,,no nontrivial consistent color map,,low: train-only fit,unknown
117,constant_output,skipped,not_run,0,0,14075,,,,train outputs differ,,low: train-only fit,unknown
117,fixed_crop_color_map,skipped,not_run,0,0,14075,,,,no crop/color map fits train example,,low: train-only fit,unknown
117,fixed_sparse_edit,skipped,not_run,0,0,14075,,,,edit conflict,,low: train-only fit,unknown
117,global_transform_color_map,skipped,not_run,0,0,14075,,,,no transform+color map fits train,,low: train-only fit,unknown
118,bbox_crop_color_map,skipped,not_run,0,0,10000,,,,no bbox crop fits train,,low: train-only fit,unknown
118,color_map,skipped,not_run,0,0,10000,,,,no nontrivial consistent color map,,low: train-only fit,unknown
118,constant_output,skipped,not_run,0,0,10000,,,,train outputs differ,,low: train-only fit,unknown
118,fixed_crop_color_map,skipped,not_run,0,0,10000,,,,no crop/color map fits train example,,low: train-only fit,unknown
118,fixed_sparse_edit,fit,fail:0_pass_1_fail,0,1,10000,3660,0.000000,0.000000,fixed_cells=31; validation=train0: mismatch,small coordinate ScatterND or constant mask Where after cost gate,"low: train-only fit, validation uses test/arc-gen sample",medium
118,global_transform_color_map,skipped,not_run,0,0,10000,,,,no transform+color map fits train,,low: train-only fit,unknown
119,bbox_crop_color_map,skipped,not_run,0,0,6619,,,,no bbox crop fits train,,low: train-only fit,unknown
119,color_map,skipped,not_run,0,0,6619,,,,no nontrivial consistent color map,,low: train-only fit,unknown
119,constant_output,skipped,not_run,0,0,6619,,,,train outputs differ,,low: train-only fit,unknown
119,fixed_crop_color_map,skipped,not_run,0,0,6619,,,,no crop/color map fits train example,,low: train-only fit,unknown
119,fixed_sparse_edit,fit,fail:0_pass_1_fail,0,1,6619,3360,0.000000,0.000000,fixed_cells=26; validation=train0: mismatch,small coordinate ScatterND or constant mask Where after cost gate,"low: train-only fit, validation uses test/arc-gen sample",medium
119,global_transform_color_map,skipped,not_run,0,0,6619,,,,no transform+color map fits train,,low: train-only fit,unknown
126,bbox_crop_color_map,skipped,not_run,0,0,4027,,,,no bbox crop fits train,,low: train-only fit,unknown
126,color_map,skipped,not_run,0,0,4027,,,,no nontrivial consistent color map,,low: train-only fit,unknown
126,constant_output,skipped,not_run,0,0,4027,,,,train outputs differ,,low: train-only fit,unknown
126,fixed_crop_color_map,skipped,not_run,0,0,4027,,,,no crop/color map fits train example,,low: train-only fit,unknown
126,fixed_sparse_edit,fit,fail:0_pass_1_fail,0,1,4027,2040,0.000000,0.000000,fixed_cells=4; validation=train0: mismatch,small coordinate ScatterND or constant mask Where after cost gate,"low: train-only fit, validation uses test/arc-gen sample",medium
126,global_transform_color_map,skipped,not_run,0,0,4027,,,,no transform+color map fits train,,low: train-only fit,unknown
128,bbox_crop_color_map,skipped,not_run,0,0,48731,,,,no bbox crop fits train,,low: train-only fit,unknown
128,color_map,skipped,not_run,0,0,48731,,,,no nontrivial consistent color map,,low: train-only fit,unknown
128,constant_output,skipped,not_run,0,0,48731,,,,train outputs differ,,low: train-only fit,unknown
128,fixed_crop_color_map,skipped,not_run,0,0,48731,,,,no crop/color map fits train example,,low: train-only fit,unknown
128,fixed_sparse_edit,skipped,not_run,0,0,48731,,,,edit conflict,,low: train-only fit,unknown
128,global_transform_color_map,skipped,not_run,0,0,48731,,,,no transform+color map fits train,,low: train-only fit,unknown
130,bbox_crop_color_map,skipped,not_run,0,0,12490,,,,no bbox crop fits train,,low: train-only fit,unknown
130,color_map,skipped,not_run,0,0,12490,,,,no nontrivial consistent color map,,low: train-only fit,unknown
130,constant_output,skipped,not_run,0,0,12490,,,,train outputs differ,,low: train-only fit,unknown
130,fixed_crop_color_map,skipped,not_run,0,0,12490,,,,no crop/color map fits train example,,low: train-only fit,unknown
130,fixed_sparse_edit,skipped,not_run,0,0,12490,,,,shape mismatch,,low: train-only fit,unknown
130,global_transform_color_map,skipped,not_run,0,0,12490,,,,no transform+color map fits train,,low: train-only fit,unknown
131,bbox_crop_color_map,skipped,not_run,0,0,11707,,,,no bbox crop fits train,,low: train-only fit,unknown
131,color_map,skipped,not_run,0,0,11707,,,,no nontrivial consistent color map,,low: train-only fit,unknown
131,constant_output,skipped,not_run,0,0,11707,,,,train outputs differ,,low: train-only fit,unknown
131,fixed_crop_color_map,skipped,not_run,0,0,11707,,,,no crop/color map fits train example,,low: train-only fit,unknown
131,fixed_sparse_edit,skipped,not_run,0,0,11707,,,,edit conflict,,low: train-only fit,unknown
131,global_transform_color_map,skipped,not_run,0,0,11707,,,,no transform+color map fits train,,low: train-only fit,unknown
133,bbox_crop_color_map,skipped,not_run,0,0,59322,,,,no bbox crop fits train,,low: train-only fit,unknown
133,color_map,skipped,not_run,0,0,59322,,,,no nontrivial consistent color map,,low: train-only fit,unknown
133,constant_output,skipped,not_run,0,0,59322,,,,train outputs differ,,low: train-only fit,unknown
133,fixed_crop_color_map,skipped,not_run,0,0,59322,,,,no crop/color map fits train example,,low: train-only fit,unknown
133,fixed_sparse_edit,skipped,not_run,0,0,59322,,,,edit conflict,,low: train-only fit,unknown
133,global_transform_color_map,skipped,not_run,0,0,59322,,,,no transform+color map fits train,,low: train-only fit,unknown
141,bbox_crop_color_map,skipped,not_run,0,0,14107,,,,no bbox crop fits train,,low: train-only fit,unknown
141,color_map,skipped,not_run,0,0,14107,,,,no nontrivial consistent color map,,low: train-only fit,unknown
141,constant_output,skipped,not_run,0,0,14107,,,,train outputs differ,,low: train-only fit,unknown
141,fixed_crop_color_map,skipped,not_run,0,0,14107,,,,no crop/color map fits train example,,low: train-only fit,unknown
141,fixed_sparse_edit,skipped,not_run,0,0,14107,,,,edit conflict,,low: train-only fit,unknown
141,global_transform_color_map,skipped,not_run,0,0,14107,,,,no transform+color map fits train,,low: train-only fit,unknown
143,bbox_crop_color_map,skipped,not_run,0,0,3803,,,,no bbox crop fits train,,low: train-only fit,unknown
143,color_map,skipped,not_run,0,0,3803,,,,no nontrivial consistent color map,,low: train-only fit,unknown
143,constant_output,skipped,not_run,0,0,3803,,,,train outputs differ,,low: train-only fit,unknown
143,fixed_crop_color_map,skipped,not_run,0,0,3803,,,,no final crop mapping,,low: train-only fit,unknown
143,fixed_sparse_edit,fit,fail:0_pass_1_fail,0,1,3803,2520,0.000000,0.000000,fixed_cells=12; validation=train0: mismatch,small coordinate ScatterND or constant mask Where after cost gate,"low: train-only fit, validation uses test/arc-gen sample",medium
143,global_transform_color_map,skipped,not_run,0,0,3803,,,,no transform+color map fits train,,low: train-only fit,unknown
154,bbox_crop_color_map,skipped,not_run,0,0,17371,,,,no bbox crop fits train,,low: train-only fit,unknown
154,color_map,skipped,not_run,0,0,17371,,,,no nontrivial consistent color map,,low: train-only fit,unknown
154,constant_output,skipped,not_run,0,0,17371,,,,train outputs differ,,low: train-only fit,unknown
154,fixed_crop_color_map,skipped,not_run,0,0,17371,,,,no crop/color map fits train example,,low: train-only fit,unknown
154,fixed_sparse_edit,fit,fail:0_pass_1_fail,0,1,17371,4320,0.000000,0.000000,fixed_cells=42; validation=train0: mismatch,small coordinate ScatterND or constant mask Where after cost gate,"low: train-only fit, validation uses test/arc-gen sample",medium
154,global_transform_color_map,skipped,not_run,0,0,17371,,,,no transform+color map fits train,,low: train-only fit,unknown
156,bbox_crop_color_map,skipped,not_run,0,0,9502,,,,no bbox crop fits train,,low: train-only fit,unknown
156,color_map,skipped,not_run,0,0,9502,,,,no nontrivial consistent color map,,low: train-only fit,unknown
156,constant_output,skipped,not_run,0,0,9502,,,,train outputs differ,,low: train-only fit,unknown
156,fixed_crop_color_map,skipped,not_run,0,0,9502,,,,no crop/color map fits train example,,low: train-only fit,unknown
156,fixed_sparse_edit,skipped,not_run,0,0,9502,,,,edit conflict,,low: train-only fit,unknown
156,global_transform_color_map,skipped,not_run,0,0,9502,,,,no transform+color map fits train,,low: train-only fit,unknown
157,bbox_crop_color_map,skipped,not_run,0,0,24780,,,,no bbox crop fits train,,low: train-only fit,unknown
157,color_map,skipped,not_run,0,0,24780,,,,no nontrivial consistent color map,,low: train-only fit,unknown
157,constant_output,skipped,not_run,0,0,24780,,,,train outputs differ,,low: train-only fit,unknown
157,fixed_crop_color_map,skipped,not_run,0,0,24780,,,,no crop/color map fits train example,,low: train-only fit,unknown
157,fixed_sparse_edit,fit,fail:0_pass_1_fail,0,1,24780,5340,0.000000,0.000000,fixed_cells=59; validation=train0: mismatch,small coordinate ScatterND or constant mask Where after cost gate,"low: train-only fit, validation uses test/arc-gen sample",medium
157,global_transform_color_map,skipped,not_run,0,0,24780,,,,no transform+color map fits train,,low: train-only fit,unknown
158,bbox_crop_color_map,skipped,not_run,0,0,24283,,,,no bbox crop fits train,,low: train-only fit,unknown
158,color_map,skipped,not_run,0,0,24283,,,,no nontrivial consistent color map,,low: train-only fit,unknown
158,constant_output,skipped,not_run,0,0,24283,,,,train outputs differ,,low: train-only fit,unknown
158,fixed_crop_color_map,skipped,not_run,0,0,24283,,,,no crop/color map fits train example,,low: train-only fit,unknown
158,fixed_sparse_edit,skipped,not_run,0,0,24283,,,,edit conflict,,low: train-only fit,unknown
158,global_transform_color_map,skipped,not_run,0,0,24283,,,,no transform+color map fits train,,low: train-only fit,unknown
159,bbox_crop_color_map,skipped,not_run,0,0,48739,,,,no bbox crop fits train,,low: train-only fit,unknown
159,color_map,skipped,not_run,0,0,48739,,,,no nontrivial consistent color map,,low: train-only fit,unknown
159,constant_output,skipped,not_run,0,0,48739,,,,train outputs differ,,low: train-only fit,unknown
159,fixed_crop_color_map,skipped,not_run,0,0,48739,,,,no crop/color map fits train example,,low: train-only fit,unknown
159,fixed_sparse_edit,skipped,not_run,0,0,48739,,,,shape mismatch,,low: train-only fit,unknown
159,global_transform_color_map,skipped,not_run,0,0,48739,,,,no transform+color map fits train,,low: train-only fit,unknown
161,bbox_crop_color_map,skipped,not_run,0,0,34907,,,,no bbox crop fits train,,low: train-only fit,unknown
161,color_map,skipped,not_run,0,0,34907,,,,no nontrivial consistent color map,,low: train-only fit,unknown
161,constant_output,skipped,not_run,0,0,34907,,,,train outputs differ,,low: train-only fit,unknown
161,fixed_crop_color_map,skipped,not_run,0,0,34907,,,,no crop/color map fits train example,,low: train-only fit,unknown
161,fixed_sparse_edit,skipped,not_run,0,0,34907,,,,edit conflict,,low: train-only fit,unknown
161,global_transform_color_map,skipped,not_run,0,0,34907,,,,no transform+color map fits train,,low: train-only fit,unknown
162,bbox_crop_color_map,skipped,not_run,0,0,12027,,,,no bbox crop fits train,,low: train-only fit,unknown
162,color_map,skipped,not_run,0,0,12027,,,,no nontrivial consistent color map,,low: train-only fit,unknown
162,constant_output,skipped,not_run,0,0,12027,,,,train outputs differ,,low: train-only fit,unknown
162,fixed_crop_color_map,skipped,not_run,0,0,12027,,,,no crop/color map fits train example,,low: train-only fit,unknown
162,fixed_sparse_edit,fit,fail:0_pass_1_fail,0,1,12027,3840,0.000000,0.000000,fixed_cells=34; validation=train0: mismatch,small coordinate ScatterND or constant mask Where after cost gate,"low: train-only fit, validation uses test/arc-gen sample",medium
162,global_transform_color_map,skipped,not_run,0,0,12027,,,,no transform+color map fits train,,low: train-only fit,unknown
163,bbox_crop_color_map,skipped,not_run,0,0,17092,,,,no bbox crop fits train,,low: train-only fit,unknown
163,color_map,skipped,not_run,0,0,17092,,,,no nontrivial consistent color map,,low: train-only fit,unknown
163,constant_output,skipped,not_run,0,0,17092,,,,train outputs differ,,low: train-only fit,unknown
163,fixed_crop_color_map,skipped,not_run,0,0,17092,,,,no crop/color map fits train example,,low: train-only fit,unknown
163,fixed_sparse_edit,skipped,not_run,0,0,17092,,,,edit conflict,,low: train-only fit,unknown
163,global_transform_color_map,skipped,not_run,0,0,17092,,,,no transform+color map fits train,,low: train-only fit,unknown
165,bbox_crop_color_map,skipped,not_run,0,0,27835,,,,no bbox crop fits train,,low: train-only fit,unknown
165,color_map,skipped,not_run,0,0,27835,,,,no nontrivial consistent color map,,low: train-only fit,unknown
165,constant_output,skipped,not_run,0,0,27835,,,,train outputs differ,,low: train-only fit,unknown
165,fixed_crop_color_map,skipped,not_run,0,0,27835,,,,no crop/color map fits train example,,low: train-only fit,unknown
165,fixed_sparse_edit,skipped,not_run,0,0,27835,,,,edit conflict,,low: train-only fit,unknown
165,global_transform_color_map,skipped,not_run,0,0,27835,,,,no transform+color map fits train,,low: train-only fit,unknown
166,bbox_crop_color_map,skipped,not_run,0,0,11867,,,,no bbox crop fits train,,low: train-only fit,unknown
166,color_map,skipped,not_run,0,0,11867,,,,no nontrivial consistent color map,,low: train-only fit,unknown
166,constant_output,skipped,not_run,0,0,11867,,,,train outputs differ,,low: train-only fit,unknown
166,fixed_crop_color_map,skipped,not_run,0,0,11867,,,,no crop/color map fits train example,,low: train-only fit,unknown
166,fixed_sparse_edit,fit,fail:0_pass_1_fail,0,1,11867,3360,0.000000,0.000000,fixed_cells=26; validation=train0: mismatch,small coordinate ScatterND or constant mask Where after cost gate,"low: train-only fit, validation uses test/arc-gen sample",medium
166,global_transform_color_map,skipped,not_run,0,0,11867,,,,no transform+color map fits train,,low: train-only fit,unknown
168,bbox_crop_color_map,skipped,not_run,0,0,5659,,,,no bbox crop fits train,,low: train-only fit,unknown
168,color_map,skipped,not_run,0,0,5659,,,,no nontrivial consistent color map,,low: train-only fit,unknown
168,constant_output,skipped,not_run,0,0,5659,,,,train outputs differ,,low: train-only fit,unknown
168,fixed_crop_color_map,skipped,not_run,0,0,5659,,,,no crop/color map fits train example,,low: train-only fit,unknown
168,fixed_sparse_edit,fit,fail:0_pass_1_fail,0,1,5659,2640,0.000000,0.000000,fixed_cells=14; validation=train0: mismatch,small coordinate ScatterND or constant mask Where after cost gate,"low: train-only fit, validation uses test/arc-gen sample",medium
168,global_transform_color_map,skipped,not_run,0,0,5659,,,,no transform+color map fits train,,low: train-only fit,unknown
169,bbox_crop_color_map,skipped,not_run,0,0,9787,,,,no bbox crop fits train,,low: train-only fit,unknown
169,color_map,skipped,not_run,0,0,9787,,,,no nontrivial consistent color map,,low: train-only fit,unknown
169,constant_output,skipped,not_run,0,0,9787,,,,train outputs differ,,low: train-only fit,unknown
169,fixed_crop_color_map,skipped,not_run,0,0,9787,,,,no crop/color map fits train example,,low: train-only fit,unknown
169,fixed_sparse_edit,skipped,not_run,0,0,9787,,,,edit conflict,,low: train-only fit,unknown
169,global_transform_color_map,skipped,not_run,0,0,9787,,,,no transform+color map fits train,,low: train-only fit,unknown
170,bbox_crop_color_map,skipped,not_run,0,0,13731,,,,no bbox crop fits train,,low: train-only fit,unknown
170,color_map,skipped,not_run,0,0,13731,,,,no nontrivial consistent color map,,low: train-only fit,unknown
170,constant_output,skipped,not_run,0,0,13731,,,,train outputs differ,,low: train-only fit,unknown
170,fixed_crop_color_map,skipped,not_run,0,0,13731,,,,no crop/color map fits train example,,low: train-only fit,unknown
170,fixed_sparse_edit,skipped,not_run,0,0,13731,,,,shape mismatch,,low: train-only fit,unknown
170,global_transform_color_map,skipped,not_run,0,0,13731,,,,no transform+color map fits train,,low: train-only fit,unknown
173,bbox_crop_color_map,skipped,not_run,0,0,8475,,,,no bbox crop fits train,,low: train-only fit,unknown
173,color_map,skipped,not_run,0,0,8475,,,,no nontrivial consistent color map,,low: train-only fit,unknown
