node_idx,op_type,output_idx,tensor,shape
619,Where,0,safe_name_661,1x1x1x1
620,Where,0,safe_name_662,1x1x1x1
621,And,0,safe_name_663,1x1x1x1
622,And,0,safe_name_664,1x1x1x1
623,And,0,safe_name_665,1x1x1x1
624,Or,0,safe_name_666,1x1x1x1
625,Or,0,safe_name_667,1x1x1x1
626,Tile,0,safe_name_668,1x1x30x30
627,Where,0,safe_name_669,1x1x30x1
628,Where,0,safe_name_670,1x1x1x30
629,Less,0,safe_name_671,1x1x30x1
630,Less,0,safe_name_672,1x1x1x30
631,And,0,safe_name_673,1x1x30x30
632,Tile,0,safe_name_674,1x1x30x1
633,Tile,0,safe_name_675,1x1x1x30
634,Sub,0,safe_name_676,1x1x30x1
635,Sub,0,safe_name_677,1x1x1x30
636,Clip,0,safe_name_678,1x1x30x1
637,Clip,0,safe_name_679,1x1x1x30
638,Reshape,0,safe_name_680,30
639,Reshape,0,safe_name_681,30
640,GreaterOrEqual,0,safe_name_682,1x1x30x1
641,LessOrEqual,0,safe_name_683,1x1x30x1
642,And,0,safe_name_684,1x1x30x1
643,GreaterOrEqual,0,safe_name_685,1x1x1x30
644,LessOrEqual,0,safe_name_686,1x1x1x30
645,And,0,safe_name_687,1x1x1x30
646,And,0,safe_name_688,1x1x30x30
647,Cast,0,safe_name_689,1x1x30x30
648,Gather,0,safe_name_690,1x1x30x30
649,Gather,0,safe_name_691,1x1x30x30
650,Where,0,safe_name_692,1x1x30x30
651,Greater,0,safe_name_693,1x1x30x30
652,And,0,safe_name_694,1x1x30x30
653,And,0,safe_name_695,1x1x30x30
654,Gather,0,safe_name_696,1x1x30x30
655,Gather,0,safe_name_697,1x1x30x30
656,Where,0,safe_name_698,1x1x30x30
657,Where,0,safe_name_699,1x1x30x30
658,Tile,0,safe_name_700,1x1x30x1
659,Tile,0,safe_name_701,1x1x1x30
660,Sub,0,safe_name_702,1x1x30x1
661,Sub,0,safe_name_703,1x1x1x30
662,Clip,0,safe_name_704,1x1x30x1
663,Clip,0,safe_name_705,1x1x1x30
664,Reshape,0,safe_name_706,30
665,Reshape,0,safe_name_707,30
666,GreaterOrEqual,0,safe_name_708,1x1x30x1
667,LessOrEqual,0,safe_name_709,1x1x30x1
668,And,0,safe_name_710,1x1x30x1
669,GreaterOrEqual,0,safe_name_711,1x1x1x30
670,LessOrEqual,0,safe_name_712,1x1x1x30
671,And,0,safe_name_713,1x1x1x30
672,And,0,safe_name_714,1x1x30x30
673,Cast,0,safe_name_715,1x1x30x30
674,Gather,0,safe_name_716,1x1x30x30
675,Gather,0,safe_name_717,1x1x30x30
676,Where,0,safe_name_718,1x1x30x30
677,Greater,0,safe_name_719,1x1x30x30
678,And,0,safe_name_720,1x1x30x30
679,And,0,safe_name_721,1x1x30x30
680,Gather,0,safe_name_722,1x1x30x30
681,Gather,0,safe_name_723,1x1x30x30
682,Where,0,safe_name_724,1x1x30x30
683,Where,0,safe_name_725,1x1x30x30
684,Tile,0,safe_name_726,1x1x30x1
685,Tile,0,safe_name_727,1x1x1x30
686,Sub,0,safe_name_728,1x1x30x1
687,Sub,0,safe_name_729,1x1x1x30
688,Clip,0,safe_name_730,1x1x30x1
689,Clip,0,safe_name_731,1x1x1x30
690,Reshape,0,safe_name_732,30
691,Reshape,0,safe_name_733,30
692,GreaterOrEqual,0,safe_name_734,1x1x30x1
693,LessOrEqual,0,safe_name_735,1x1x30x1
694,And,0,safe_name_736,1x1x30x1
695,GreaterOrEqual,0,safe_name_737,1x1x1x30
696,LessOrEqual,0,safe_name_738,1x1x1x30
697,And,0,safe_name_739,1x1x1x30
698,And,0,safe_name_740,1x1x30x30
699,Cast,0,safe_name_741,1x1x30x30
700,Gather,0,safe_name_742,1x1x30x30
701,Gather,0,safe_name_743,1x1x30x30
702,Where,0,safe_name_744,1x1x30x30
703,Greater,0,safe_name_745,1x1x30x30
704,And,0,safe_name_746,1x1x30x30
705,And,0,safe_name_747,1x1x30x30
706,Gather,0,safe_name_748,1x1x30x30
707,Gather,0,safe_name_749,1x1x30x30
708,Where,0,safe_name_750,1x1x30x30
709,Where,0,safe_name_751,1x1x30x30
710,Where,0,safe_name_752,1x1x30x30
711,Equal,0,safe_name_753,1x1x30x30
712,And,0,safe_name_754,1x1x30x30
713,Equal,0,safe_name_755,1x1x30x30
714,Equal,0,safe_name_756,1x1x30x30
715,Equal,0,safe_name_757,1x1x30x30
716,Equal,0,safe_name_758,1x1x30x30
717,Equal,0,safe_name_759,1x1x30x30
718,Equal,0,safe_name_760,1x1x30x30
719,Equal,0,safe_name_761,1x1x30x30
720,Equal,0,safe_name_762,1x1x30x30
721,Equal,0,safe_name_763,1x1x30x30
