template_id,count,patch_shape,patch_cells,marker_color_count,marker_signature,estimated_kernel_params,lowering_role
T172,1,3x4,12,2,"{""markers"": [[6, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2], [2, 3]]], [8, [[0, 0], [1, 0]]]], ""nz"": [[0, 0, 6], [0, 1, 6], [0, 2, 6], [0, 3, 8], [1, 0, 6], [1, 1, 6], [1, 2, 6], [1, 3, 8], [2, 0, 6], [2, 1, 6],",12,distractor_or_rare
T173,1,2x7,14,2,"{""markers"": [[2, [[0, 4], [0, 6], [1, 0]]], [6, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 5], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6]]]], ""nz"": [[0, 0, 6], [0, 1, 6], [0, 2, 6], [0, 3, 6], [0, 4, 2], [0, 5, 6], [0, 6, 2], [1, 0, 2], [1, 1",14,distractor_or_rare
T174,1,7x3,21,2,"{""markers"": [[3, [[0, 0], [4, 1]]], [4, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 1], [1, 2], [2, 1], [2, 2], [3, 0], [3, 1], [3, 2], [4, 0], [4, 1], [4, 2], [5, 0], [5, 1], [5, 2], [6, 0], [6, 2]]]], ""nz"": [[0, 0, 4], [0, 1, 4], [0, 2, 4], [1, ",21,distractor_or_rare
T175,1,6x2,12,2,"{""markers"": [[4, [[0, 0], [1, 0], [1, 1], [2, 0], [2, 1], [3, 0], [3, 1], [4, 0], [4, 1], [5, 0], [5, 1]]], [9, [[0, 0]]]], ""nz"": [[0, 0, 4], [0, 1, 9], [1, 0, 4], [1, 1, 4], [2, 0, 4], [2, 1, 4], [3, 0, 4], [3, 1, 4], [4, 0, 4], [4, 1, 4],",12,common_used_template
T176,1,4x5,20,2,"{""markers"": [[2, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [2, 0], [2, 2], [2, 3], [2, 4], [3, 0], [3, 1], [3, 2], [3, 3]]], [4, [[0, 0], [1, 3]]]], ""nz"": [[0, 0, 2], [0, 1, 2], [0, 2, 2], [0, 3, 2], [",20,common_used_template
T177,1,4x3,12,2,"{""markers"": [[2, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 1], [1, 2], [2, 0], [2, 2], [3, 0], [3, 1], [3, 2]]], [5, [[0, 0]]]], ""nz"": [[0, 0, 2], [0, 1, 2], [0, 2, 2], [1, 0, 2], [1, 1, 2], [1, 2, 2], [2, 0, 2], [2, 1, 5], [2, 2, 2], [3, 0, 2],",12,common_used_template
T178,1,2x6,12,2,"{""markers"": [[1, [[0, 0], [0, 3], [1, 3]]], [2, [[0, 1], [0, 2], [0, 4], [0, 5], [1, 0], [1, 1], [1, 2], [1, 4], [1, 5]]]], ""nz"": [[0, 0, 1], [0, 1, 2], [0, 2, 2], [0, 3, 1], [0, 4, 2], [0, 5, 2], [1, 0, 2], [1, 1, 2], [1, 2, 2], [1, 3, 1],",12,distractor_or_rare
T179,1,2x4,8,2,"{""markers"": [[1, [[0, 1], [0, 2], [0, 3], [1, 0], [1, 2], [1, 3]]], [7, [[0, 0], [1, 1]]]], ""nz"": [[0, 0, 7], [0, 1, 1], [0, 2, 1], [0, 3, 1], [1, 0, 1], [1, 1, 7], [1, 2, 1], [1, 3, 1]], ""shape"": [2, 4]}",8,distractor_or_rare
T180,1,7x5,35,2,"{""markers"": [[1, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [1, 0], [1, 1], [1, 3], [1, 4], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [3, 1], [3, 2], [3, 3], [3, 4], [4, 0], [4, 1], [4, 2], [4, 4], [5, 0], [5, 1], [5, 2], [5, 3], [5, 4], [6, 0]",35,distractor_or_rare
T181,1,3x2,6,2,"{""markers"": [[1, [[0, 0], [0, 1], [1, 0], [1, 1], [2, 0]]], [5, [[0, 0]]]], ""nz"": [[0, 0, 1], [0, 1, 1], [1, 0, 1], [1, 1, 1], [2, 0, 1], [2, 1, 5]], ""shape"": [3, 2]}",6,common_used_template
T182,1,4x6,24,2,"{""markers"": [[2, [[0, 0], [0, 1]]], [6, [[0, 0], [0, 3], [0, 4], [0, 5], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [3, 5]]]], ""nz"": [[0, 0, 6], [0",24,distractor_or_rare
T183,1,3x5,15,2,"{""markers"": [[6, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [2, 0], [2, 1], [2, 2], [2, 3]]], [8, [[0, 0]]]], ""nz"": [[0, 0, 6], [0, 1, 6], [0, 2, 6], [0, 3, 6], [0, 4, 6], [1, 0, 6], [1, 1, 6], [1, 2, 6",15,common_used_template
T184,1,6x7,42,2,"{""markers"": [[3, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [1, 0], [1, 1], [1, 2], [1, 3], [1, 5], [1, 6], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [3, 5], [3, 6], [4, 0]",42,distractor_or_rare
T185,1,5x2,10,2,"{""markers"": [[3, [[0, 0], [0, 1], [1, 0], [1, 1], [2, 0], [3, 0], [4, 0]]], [7, [[0, 0], [1, 0], [2, 0]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [1, 0, 3], [1, 1, 3], [2, 0, 3], [2, 1, 7], [3, 0, 3], [3, 1, 7], [4, 0, 3], [4, 1, 7]], ""shape"": [5, 2",10,distractor_or_rare
T186,1,4x7,28,2,"{""markers"": [[3, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [1, 0], [1, 1], [1, 3], [1, 4], [1, 5], [1, 6], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [3, 5], [3, 6]]], [8, ",28,common_used_template
T187,1,3x2,6,2,"{""markers"": [[1, [[0, 0], [1, 0]]], [4, [[0, 1], [1, 1], [2, 0], [2, 1]]]], ""nz"": [[0, 0, 1], [0, 1, 4], [1, 0, 1], [1, 1, 4], [2, 0, 4], [2, 1, 4]], ""shape"": [3, 2]}",6,common_used_template
T188,1,5x6,30,2,"{""markers"": [[4, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 0], [1, 1], [1, 4], [1, 5], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [3, 5], [4, 1], [4, 2], [4, 3], [4, 4], [4, 5]]], [9, ",30,common_used_template
T189,1,2x6,12,2,"{""markers"": [[4, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5]]], [8, [[0, 0]]]], ""nz"": [[0, 0, 4], [0, 1, 4], [0, 2, 4], [0, 3, 4], [0, 4, 4], [0, 5, 4], [1, 0, 8], [1, 1, 4], [1, 2, 4], [1, 3, 4],",12,common_used_template
T190,1,2x2,4,2,"{""markers"": [[3, [[0, 0], [1, 1]]], [8, [[0, 1], [1, 0]]]], ""nz"": [[0, 0, 3], [0, 1, 8], [1, 0, 8], [1, 1, 3]], ""shape"": [2, 2]}",4,distractor_or_rare
T191,1,2x7,14,2,"{""markers"": [[3, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [1, 0], [1, 1], [1, 3], [1, 6]]], [7, [[0, 0], [0, 2], [0, 3]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [0, 2, 3], [0, 3, 3], [0, 4, 3], [0, 5, 3], [0, 6, 3], [1, 0, 3], [1, 1",14,common_used_template
T192,1,2x3,6,2,"{""markers"": [[2, [[0, 0]]], [3, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 1]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [0, 2, 3], [1, 0, 3], [1, 1, 3], [1, 2, 2]], ""shape"": [2, 3]}",6,common_used_template
T193,1,2x6,12,2,"{""markers"": [[3, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 5], [1, 0], [1, 1], [1, 3], [1, 4], [1, 5]]], [9, [[0, 2], [1, 0]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [0, 2, 3], [0, 3, 3], [0, 4, 9], [0, 5, 3], [1, 0, 3], [1, 1, 3], [1, 2, 9], [1, 3, 3],",12,distractor_or_rare
T194,1,4x2,8,2,"{""markers"": [[3, [[0, 1], [1, 0], [1, 1], [2, 0], [2, 1], [3, 0], [3, 1]]], [8, [[0, 0]]]], ""nz"": [[0, 0, 8], [0, 1, 3], [1, 0, 3], [1, 1, 3], [2, 0, 3], [2, 1, 3], [3, 0, 3], [3, 1, 3]], ""shape"": [4, 2]}",8,common_used_template
T195,1,2x4,8,2,"{""markers"": [[3, [[0, 0], [0, 1], [0, 3], [1, 0], [1, 1], [1, 2]]], [8, [[0, 0], [1, 1]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [0, 2, 8], [0, 3, 3], [1, 0, 3], [1, 1, 3], [1, 2, 3], [1, 3, 8]], ""shape"": [2, 4]}",8,distractor_or_rare
T196,1,7x2,14,2,"{""markers"": [[1, [[0, 0], [0, 1], [3, 0]]], [3, [[0, 0], [0, 1], [1, 0], [1, 1], [3, 0], [3, 1], [4, 0], [4, 1], [5, 1], [6, 0], [6, 1]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [1, 0, 3], [1, 1, 3], [2, 0, 1], [2, 1, 1], [3, 0, 3], [3, 1, 3], [4, 0",14,common_used_template
T197,1,3x2,6,2,"{""markers"": [[3, [[0, 0], [0, 1], [1, 0], [2, 0], [2, 1]]], [9, [[0, 0]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [1, 0, 3], [1, 1, 9], [2, 0, 3], [2, 1, 3]], ""shape"": [3, 2]}",6,common_used_template
T198,1,4x5,20,2,"{""markers"": [[5, [[0, 0]]], [8, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4]]]], ""nz"": [[0, 0, 8], [0, 1, 8], [0, 2, 8], [0, 3, 8], [",20,common_used_template
T199,1,5x3,15,2,"{""markers"": [[3, [[0, 0]]], [4, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 1], [2, 0], [2, 1], [2, 2], [3, 0], [3, 1], [3, 2], [4, 0], [4, 1], [4, 2]]]], ""nz"": [[0, 0, 4], [0, 1, 4], [0, 2, 4], [1, 0, 4], [1, 1, 4], [1, 2, 3], [2, 0, 4], [2, 1, 4",15,common_used_template
T200,1,2x3,6,2,"{""markers"": [[4, [[0, 0], [0, 1], [1, 0], [1, 2]]], [9, [[0, 1], [1, 0]]]], ""nz"": [[0, 0, 4], [0, 1, 4], [0, 2, 9], [1, 0, 4], [1, 1, 9], [1, 2, 4]], ""shape"": [2, 3]}",6,common_used_template
T201,1,7x5,35,2,"{""markers"": [[1, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [3, 1], [3, 2], [3, 3], [3, 4], [4, 0], [4, 1], [4, 2], [4, 3], [4, 4], [5, 0], [5, 1], [5, 2], [5, 3]",35,common_used_template
T202,1,3x5,15,2,"{""markers"": [[1, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [1, 0], [1, 1], [1, 2], [1, 3], [2, 1], [2, 2], [2, 3], [2, 4]]], [2, [[0, 4], [1, 0]]]], ""nz"": [[0, 0, 1], [0, 1, 1], [0, 2, 1], [0, 3, 1], [0, 4, 1], [1, 0, 1], [1, 1, 1], [1, 2, 1",15,common_used_template
T203,1,4x5,20,2,"{""markers"": [[1, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [1, 0], [1, 2], [1, 4], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4]]], [3, [[0, 0], [0, 2]]]], ""nz"": [[0, 0, 1], [0, 1, 1], [0, 2, 1], [0, 3, 1], [",20,common_used_template
T204,1,4x4,16,2,"{""markers"": [[1, [[0, 0], [0, 1], [0, 2], [0, 3], [1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [3, 0], [3, 1], [3, 2], [3, 3]]], [7, [[0, 0]]]], ""nz"": [[0, 0, 1], [0, 1, 1], [0, 2, 1], [0, 3, 1], [1, 0, 1], [1, 1, 1], [1, 2, 1], ",16,common_used_template
T205,1,2x5,10,2,"{""markers"": [[1, [[0, 0], [0, 1], [0, 2], [0, 3], [1, 1], [1, 2], [1, 3]]], [8, [[0, 4], [1, 0], [1, 4]]]], ""nz"": [[0, 0, 1], [0, 1, 1], [0, 2, 1], [0, 3, 1], [0, 4, 8], [1, 0, 8], [1, 1, 1], [1, 2, 1], [1, 3, 1], [1, 4, 8]], ""shape"": [2, 5",10,distractor_or_rare
T206,1,2x3,6,2,"{""markers"": [[2, [[0, 0], [0, 2], [1, 1], [1, 2]]], [9, [[0, 1], [1, 0]]]], ""nz"": [[0, 0, 2], [0, 1, 9], [0, 2, 2], [1, 0, 9], [1, 1, 2], [1, 2, 2]], ""shape"": [2, 3]}",6,common_used_template
T207,1,3x2,6,2,"{""markers"": [[2, [[0, 0], [0, 1], [1, 1], [2, 0], [2, 1]]], [8, [[0, 0]]]], ""nz"": [[0, 0, 2], [0, 1, 2], [1, 0, 8], [1, 1, 2], [2, 0, 2], [2, 1, 2]], ""shape"": [3, 2]}",6,common_used_template
T208,1,2x7,14,2,"{""markers"": [[2, [[0, 0], [0, 1], [0, 3], [0, 5], [0, 6], [1, 0], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6]]], [9, [[0, 1], [0, 3], [1, 0]]]], ""nz"": [[0, 0, 2], [0, 1, 2], [0, 2, 9], [0, 3, 2], [0, 4, 9], [0, 5, 2], [0, 6, 2], [1, 0, 2], [1, 1",14,common_used_template
T209,1,2x3,6,2,"{""markers"": [[4, [[0, 0], [0, 2], [1, 0], [1, 1]]], [8, [[0, 0], [1, 1]]]], ""nz"": [[0, 0, 4], [0, 1, 8], [0, 2, 4], [1, 0, 4], [1, 1, 4], [1, 2, 8]], ""shape"": [2, 3]}",6,common_used_template
T210,1,4x3,12,2,"{""markers"": [[4, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2], [3, 1], [3, 2]]], [8, [[0, 0]]]], ""nz"": [[0, 0, 4], [0, 1, 4], [0, 2, 4], [1, 0, 4], [1, 1, 4], [1, 2, 4], [2, 0, 4], [2, 1, 4], [2, 2, 4], [3, 0, 8],",12,common_used_template
T211,1,2x4,8,2,"{""markers"": [[1, [[0, 0]]], [8, [[0, 1], [0, 2], [0, 3], [1, 0], [1, 1], [1, 2], [1, 3]]]], ""nz"": [[0, 0, 1], [0, 1, 8], [0, 2, 8], [0, 3, 8], [1, 0, 8], [1, 1, 8], [1, 2, 8], [1, 3, 8]], ""shape"": [2, 4]}",8,common_used_template
T212,1,5x4,20,2,"{""markers"": [[8, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3], [3, 0], [3, 1], [3, 2], [3, 3], [4, 1], [4, 2], [4, 3]]], [9, [[0, 3], [4, 0]]]], ""nz"": [[0, 0, 8], [0, 1, 8], [0, 2, 8], [0, 3, 9], [",20,distractor_or_rare
T213,1,3x7,21,2,"{""markers"": [[5, [[0, 0]]], [8, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 0], [2, 1], [2, 2], [2, 4], [2, 5], [2, 6]]]], ""nz"": [[0, 0, 8], [0, 1, 8], [0, 2, 8], [0, ",21,common_used_template
T214,1,2x6,12,2,"{""markers"": [[4, [[0, 3], [1, 0]]], [8, [[0, 0], [0, 1], [0, 2], [0, 4], [0, 5], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5]]]], ""nz"": [[0, 0, 8], [0, 1, 8], [0, 2, 8], [0, 3, 4], [0, 4, 8], [0, 5, 8], [1, 0, 4], [1, 1, 8], [1, 2, 8], [1, 3, 8],",12,distractor_or_rare
T215,1,6x5,30,2,"{""markers"": [[1, [[0, 0], [1, 0]]], [8, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [4, 0], [4, 1], [4, 2], [4, 4], [5, 0],",30,common_used_template
T216,1,2x2,4,2,"{""markers"": [[2, [[0, 0]]], [8, [[0, 1], [1, 0], [1, 1]]]], ""nz"": [[0, 0, 2], [0, 1, 8], [1, 0, 8], [1, 1, 8]], ""shape"": [2, 2]}",4,common_used_template
T217,1,2x6,12,2,"{""markers"": [[4, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 1], [1, 3], [1, 4], [1, 5]]], [9, [[0, 0], [0, 2]]]], ""nz"": [[0, 0, 4], [0, 1, 4], [0, 2, 4], [0, 3, 4], [0, 4, 4], [0, 5, 4], [1, 0, 9], [1, 1, 4], [1, 2, 9], [1, 3, 4],",12,common_used_template
T218,1,3x4,12,2,"{""markers"": [[4, [[0, 1], [0, 3], [1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2], [2, 3]]], [9, [[0, 0], [0, 2], [1, 3]]]], ""nz"": [[0, 0, 9], [0, 1, 4], [0, 2, 9], [0, 3, 4], [1, 0, 4], [1, 1, 4], [1, 2, 4], [1, 3, 9], [2, 0, 4], [2, 1, 4],",12,common_used_template
T219,1,4x7,28,2,"{""markers"": [[4, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 0], [2, 1], [2, 2], [2, 3], [2, 5], [2, 6], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [3, 5], [3, 6]]], [5, ",28,common_used_template
T220,1,5x6,30,2,"{""markers"": [[5, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [3, 0], [3, 1], [3, 3], [3, 4], [3, 5], [4, 0], [4, 1], [4, 2], [4, 3], [4, 4], [4, 5]",30,distractor_or_rare
T221,1,2x6,12,2,"{""markers"": [[1, [[0, 0]]], [5, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 0], [1, 1], [1, 3], [1, 4], [1, 5]]]], ""nz"": [[0, 0, 5], [0, 1, 5], [0, 2, 5], [0, 3, 5], [0, 4, 5], [0, 5, 5], [1, 0, 5], [1, 1, 5], [1, 2, 1], [1, 3, 5],",12,common_used_template
T222,1,6x2,12,2,"{""markers"": [[3, [[0, 0], [0, 1], [1, 0], [1, 1], [2, 0], [2, 1], [3, 1], [4, 0], [4, 1], [5, 0], [5, 1]]], [4, [[0, 0]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [1, 0, 3], [1, 1, 3], [2, 0, 3], [2, 1, 3], [3, 0, 4], [3, 1, 3], [4, 0, 3], [4, 1, 3],",12,common_used_template
T223,1,4x4,16,2,"{""markers"": [[3, [[0, 0], [0, 1], [0, 3], [1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3], [3, 0], [3, 2], [3, 3]]], [6, [[0, 1], [3, 0]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [0, 2, 6], [0, 3, 3], [1, 0, 3], [1, 1, 3], [1, 2, 3], ",16,common_used_template
T224,1,3x4,12,2,"{""markers"": [[3, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 1], [1, 2], [1, 3], [2, 1], [2, 3]]], [6, [[0, 3], [2, 0], [2, 2]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [0, 2, 3], [0, 3, 6], [1, 0, 3], [1, 1, 3], [1, 2, 3], [1, 3, 3], [2, 0, 6], [2, 1, 3],",12,common_used_template
T225,1,7x2,14,2,"{""markers"": [[3, [[0, 0], [2, 0]]], [8, [[0, 0], [0, 1], [1, 0], [1, 1], [2, 0], [2, 1], [3, 0], [4, 0], [4, 1], [5, 0], [6, 0], [6, 1]]]], ""nz"": [[0, 0, 8], [0, 1, 8], [1, 0, 8], [1, 1, 8], [2, 0, 8], [2, 1, 8], [3, 0, 8], [3, 1, 3], [4, 0",14,distractor_or_rare
T226,1,6x3,18,2,"{""markers"": [[1, [[0, 0], [1, 0], [2, 1]]], [8, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 1], [1, 2], [2, 1], [2, 2], [3, 1], [3, 2], [4, 0], [4, 2], [5, 0], [5, 1], [5, 2]]]], ""nz"": [[0, 0, 8], [0, 1, 8], [0, 2, 8], [1, 0, 8], [1, 1, 8], [1, 2,",18,common_used_template
T227,1,3x3,9,2,"{""markers"": [[4, [[0, 0]]], [8, [[0, 0], [0, 2], [1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2]]]], ""nz"": [[0, 0, 8], [0, 1, 4], [0, 2, 8], [1, 0, 8], [1, 1, 8], [1, 2, 8], [2, 0, 8], [2, 1, 8], [2, 2, 8]], ""shape"": [3, 3]}",9,common_used_template
T228,1,2x2,4,2,"{""markers"": [[2, [[0, 0], [0, 1], [1, 0]]], [6, [[0, 0]]]], ""nz"": [[0, 0, 2], [0, 1, 2], [1, 0, 2], [1, 1, 6]], ""shape"": [2, 2]}",4,common_used_template
T229,1,4x6,24,2,"{""markers"": [[2, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [2, 0], [2, 1], [2, 2], [2, 5], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [3, 5]]], [4, [[0, 0], [0, 1]]]], ""nz"": [[0, 0, 2], [0",24,distractor_or_rare
T230,1,4x5,20,2,"{""markers"": [[6, [[0, 0], [0, 1], [0, 2], [0, 4], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4]]], [9, [[0, 0]]]], ""nz"": [[0, 0, 6], [0, 1, 6], [0, 2, 6], [0, 3, 9], [",20,common_used_template
T231,1,7x5,35,2,"{""markers"": [[6, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [4, 0], [4, 1], [4, 3], [4, 4], [5, 0], [5, 1], [5, 2], [5, 3]",35,distractor_or_rare
T232,1,2x4,8,2,"{""markers"": [[6, [[0, 1], [0, 2], [1, 0], [1, 2], [1, 3]]], [9, [[0, 0], [0, 3], [1, 1]]]], ""nz"": [[0, 0, 9], [0, 1, 6], [0, 2, 6], [0, 3, 9], [1, 0, 6], [1, 1, 9], [1, 2, 6], [1, 3, 6]], ""shape"": [2, 4]}",8,common_used_template
T233,1,6x6,36,2,"{""markers"": [[6, [[0, 1], [2, 0]]], [8, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [3, 0], [3, 1], [3, 2], [3, 3], [3, 5], [4, 0], [4, 1],",36,distractor_or_rare
T234,1,2x2,4,2,"{""markers"": [[1, [[0, 0]]], [8, [[0, 1], [1, 0], [1, 1]]]], ""nz"": [[0, 0, 1], [0, 1, 8], [1, 0, 8], [1, 1, 8]], ""shape"": [2, 2]}",4,common_used_template
T235,1,2x7,14,2,"{""markers"": [[3, [[0, 0]]], [7, [[0, 0], [0, 1], [0, 3], [0, 4], [0, 5], [0, 6], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6]]]], ""nz"": [[0, 0, 7], [0, 1, 7], [0, 2, 3], [0, 3, 7], [0, 4, 7], [0, 5, 7], [0, 6, 7], [1, 0, 7], [1, 1",14,common_used_template
T236,1,2x6,12,2,"{""markers"": [[6, [[0, 0], [1, 3]]], [7, [[0, 0], [0, 2], [0, 3], [0, 4], [0, 5], [1, 0], [1, 1], [1, 2], [1, 3], [1, 5]]]], ""nz"": [[0, 0, 7], [0, 1, 6], [0, 2, 7], [0, 3, 7], [0, 4, 7], [0, 5, 7], [1, 0, 7], [1, 1, 7], [1, 2, 7], [1, 3, 7],",12,common_used_template
T237,1,2x3,6,2,"{""markers"": [[2, [[0, 1], [1, 0]]], [6, [[0, 0], [0, 2], [1, 1], [1, 2]]]], ""nz"": [[0, 0, 6], [0, 1, 2], [0, 2, 6], [1, 0, 2], [1, 1, 6], [1, 2, 6]], ""shape"": [2, 3]}",6,common_used_template
T238,1,2x6,12,2,"{""markers"": [[5, [[0, 0]]], [6, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5]]]], ""nz"": [[0, 0, 6], [0, 1, 6], [0, 2, 6], [0, 3, 6], [0, 4, 6], [0, 5, 6], [1, 0, 5], [1, 1, 6], [1, 2, 6], [1, 3, 6],",12,common_used_template
T239,1,3x5,15,2,"{""markers"": [[2, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [1, 2], [1, 3], [1, 4], [2, 0], [2, 1], [2, 3], [2, 4]]], [6, [[0, 0], [0, 1], [1, 2]]]], ""nz"": [[0, 0, 2], [0, 1, 2], [0, 2, 2], [0, 3, 2], [0, 4, 2], [1, 0, 6], [1, 1, 6], [1, 2, 2",15,distractor_or_rare
T240,1,7x2,14,2,"{""markers"": [[2, [[0, 0], [0, 1], [1, 0], [1, 1], [2, 0], [2, 1], [3, 0], [3, 1], [4, 0], [5, 1], [6, 0], [6, 1]]], [3, [[0, 1], [1, 0]]]], ""nz"": [[0, 0, 2], [0, 1, 2], [1, 0, 2], [1, 1, 2], [2, 0, 2], [2, 1, 2], [3, 0, 2], [3, 1, 2], [4, 0",14,common_used_template
T241,1,2x3,6,2,"{""markers"": [[2, [[0, 0], [0, 2], [1, 0], [1, 1], [1, 2]]], [9, [[0, 0]]]], ""nz"": [[0, 0, 2], [0, 1, 9], [0, 2, 2], [1, 0, 2], [1, 1, 2], [1, 2, 2]], ""shape"": [2, 3]}",6,common_used_template
T242,1,2x4,8,2,"{""markers"": [[3, [[0, 0], [0, 2], [1, 0], [1, 1], [1, 2], [1, 3]]], [4, [[0, 0], [0, 2]]]], ""nz"": [[0, 0, 3], [0, 1, 4], [0, 2, 3], [0, 3, 4], [1, 0, 3], [1, 1, 3], [1, 2, 3], [1, 3, 3]], ""shape"": [2, 4]}",8,common_used_template
