task_id,route,source,status,cost,local_points,file_bytes,node_count,initializer_count,initializer_params,op_counts,first_ops,compiler_lesson
316,crop_or_resize,massimilianoghiotto_6254,baseline,3903,16.730499232819383,4720,46,19,155,"{""And"": 9, ""Cast"": 2, ""Concat"": 1, ""Conv"": 2, ""Equal"": 10, ""Greater"": 1, ""Pad"": 1, ""ReduceSum"": 9, ""Reshape"": 1, ""Slice"": 1, ""Where"": 9}",Conv Slice Greater Cast Conv Equal And Where,not low-cost exemplar
305,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,3952,16.71802294113224,2005,6,4,284,"{""Equal"": 1, ""Mod"": 1, ""Mul"": 1, ""Pad"": 1, ""ReduceMax"": 2}",ReduceMax Mul ReduceMax Mod Equal Pad,not low-cost exemplar
123,crop_or_resize,afr1ste_5689_artifact,baseline,4104,16.680282613149394,9143,17,13,949,"{""Cast"": 4, ""Concat"": 1, ""Gather"": 3, ""Greater"": 1, ""Max"": 1, ""ReduceSum"": 2, ""Slice"": 3, ""Squeeze"": 1, ""Where"": 1}",Slice Cast ReduceSum Slice Cast ReduceSum Max Greater,not low-cost exemplar
296,crop_or_resize,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,improved,4107,16.67955188604344,2941,10,11,345,"{""Cast"": 1, ""Concat"": 1, ""Greater"": 1, ""MatMul"": 1, ""Pad"": 1, ""ReduceSum"": 1, ""Reshape"": 2, ""Slice"": 1, ""Sub"": 1}",Slice Reshape MatMul Greater Reshape Cast ReduceSum Sub,not low-cost exemplar
115,crop_or_resize,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,improved,4119,16.67663430556392,4703,34,20,77,"{""And"": 1, ""ArgMax"": 2, ""Cast"": 5, ""Concat"": 1, ""Equal"": 3, ""Gather"": 1, ""Greater"": 2, ""Max"": 2, ""Not"": 1, ""Pad"": 1, ""ReduceMax"": 2, ""ReduceSum"": 2, ""Reshape"": 3, ""ScatterElements"": 1, ""Slice"": 3, ""TopK"": 1, ""Where"": 3}",Slice ReduceMax ReduceSum Cast Slice ReduceMax ReduceSum Cast,not low-cost exemplar
291,crop_or_resize,massimilianoghiotto_6254,baseline,4327,16.627370259775116,6567,22,9,931,"{""Add"": 2, ""ArgMax"": 5, ""Cast"": 1, ""Equal"": 1, ""Greater"": 1, ""Mul"": 1, ""ReduceMax"": 2, ""ReduceSum"": 1, ""Reshape"": 2, ""Sub"": 3, ""Sum"": 1, ""Where"": 2}",ReduceSum ReduceMax ReduceMax ArgMax ArgMax ArgMax ArgMax Sub,not low-cost exemplar
323,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,4533,16.58086074905915,2810,10,6,646,"{""And"": 1, ""Cast"": 2, ""Concat"": 1, ""Conv"": 1, ""Greater"": 1, ""Not"": 1, ""Or"": 1, ""Pad"": 1, ""Slice"": 1}",Slice Cast Cast Conv Greater Or Not And,not low-cost exemplar
160,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,4586,16.56923653658215,2830,19,11,66,"{""And"": 2, ""Cast"": 3, ""Concat"": 2, ""Conv"": 1, ""ConvTranspose"": 2, ""Greater"": 3, ""Not"": 2, ""Or"": 1, ""Pad"": 1, ""Slice"": 2}",Slice Slice Concat Cast Cast Conv Greater Cast,not low-cost exemplar
394,crop_or_resize,afr1ste_5689_artifact,baseline,4753,16.53346872338599,6206,80,14,35,"{""Add"": 10, ""ArgMax"": 2, ""Cast"": 16, ""Clip"": 3, ""Concat"": 3, ""Expand"": 1, ""Gather"": 2, ""Greater"": 3, ""Less"": 3, ""Mod"": 7, ""Mul"": 5, ""Pad"": 1, ""ReduceMax"": 2, ""ReduceSum"": 3, ""Reshape"": 4, ""Sign"": 1, ""Slice"": 2, ""Sub"": 4, ""Unsqueeze"": 8}",Slice Cast Slice Cast ReduceMax Reshape ArgMax ReduceSum,not low-cost exemplar
136,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,4837,16.515950027177016,3640,25,10,137,"{""And"": 3, ""Cast"": 6, ""Concat"": 1, ""Conv"": 4, ""Greater"": 4, ""Not"": 1, ""Or"": 3, ""Pad"": 1, ""Slice"": 2}",Slice Slice Cast Cast Cast Cast Conv Greater,not low-cost exemplar
99,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,4910,16.500970779211436,19883,1,2,4910,"{""Conv"": 1}",Conv,not low-cost exemplar
356,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,5002,16.482406888562437,2903,21,10,122,"{""And"": 2, ""Concat"": 1, ""CumSum"": 2, ""Greater"": 5, ""Not"": 1, ""Or"": 2, ""Pad"": 1, ""ReduceSum"": 2, ""Slice"": 1, ""Sub"": 4}",Slice CumSum Sub Greater ReduceSum Sub Greater And,not low-cost exemplar
10,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,5016,16.479611917687244,5285,60,26,77,"{""Cast"": 19, ""Concat"": 1, ""Greater"": 17, ""Mul"": 5, ""Pad"": 1, ""ReduceSum"": 1, ""Slice"": 6, ""Sub"": 5, ""Sum"": 5}",Slice Cast ReduceSum Slice Slice Slice Slice Greater,not low-cost exemplar
320,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,5190,16.445511023840066,2910,19,11,141,"{""And"": 3, ""Cast"": 1, ""Concat"": 1, ""CumSum"": 2, ""Gather"": 2, ""Greater"": 2, ""GreaterOrEqual"": 1, ""Not"": 2, ""Or"": 1, ""Pad"": 1, ""Slice"": 2, ""Sub"": 1}",Slice Greater Slice Greater Or Cast CumSum Sub,not low-cost exemplar
353,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,5411,16.403810802357263,4421,31,13,225,"{""And"": 1, ""Cast"": 3, ""Concat"": 1, ""Equal"": 2, ""Mul"": 4, ""Pad"": 1, ""ReduceSum"": 8, ""Sign"": 2, ""Slice"": 3, ""Sub"": 2, ""Sum"": 2, ""Xor"": 2}",Slice Slice Slice Cast Cast Cast ReduceSum ReduceSum,not low-cost exemplar
321,crop_or_resize,massimilianoghiotto_6254,baseline,5511,16.385498626116764,2453,22,11,135,"{""Cast"": 3, ""Conv"": 6, ""Mul"": 5, ""Pad"": 1, ""Slice"": 3, ""Sub"": 3, ""Sum"": 1}",Slice Cast Slice Cast Slice Cast Conv Conv,not low-cost exemplar
226,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,5559,16.37682648504653,3827,39,15,151,"{""Cast"": 8, ""Concat"": 1, ""CumSum"": 2, ""Equal"": 8, ""Greater"": 1, ""Mul"": 3, ""Pad"": 1, ""ReduceSum"": 6, ""Slice"": 2, ""Sub"": 1, ""Sum"": 1, ""Where"": 5}",Slice Cast Slice Cast ReduceSum Equal Cast ReduceSum,not low-cost exemplar
60,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,5581,16.372876749211567,2524,20,18,181,"{""Cast"": 4, ""Mul"": 7, ""Pad"": 1, ""Slice"": 4, ""Sub"": 3, ""Sum"": 1}",Slice Cast Slice Cast Slice Cast Slice Cast,not low-cost exemplar
48,crop_or_resize,massimilianoghiotto_6254,baseline,5609,16.367872270491663,4683,52,15,66,"{""ArgMax"": 1, ""Cast"": 4, ""Conv"": 12, ""Gather"": 1, ""Greater"": 13, ""Mul"": 1, ""OneHot"": 1, ""Pad"": 1, ""ReduceSum"": 1, ""Reshape"": 2, ""Slice"": 2, ""Sum"": 1, ""Where"": 12}",Slice Cast Slice Cast Sum Reshape Cast ArgMax,not low-cost exemplar
273,sparse_edit_or_object_completion,afr1ste_5689_artifact,baseline,5937,16.311040765729324,2252,21,13,37,"{""And"": 4, ""CumSum"": 6, ""Equal"": 1, ""Greater"": 4, ""LessOrEqual"": 1, ""Mul"": 1, ""Pad"": 1, ""Slice"": 1, ""Sum"": 1, ""Where"": 1}",Slice CumSum CumSum CumSum CumSum CumSum CumSum Greater,not low-cost exemplar
336,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,6036,16.294503180112258,6633,54,12,136,"{""And"": 10, ""Cast"": 5, ""Concat"": 1, ""CumSum"": 4, ""Equal"": 8, ""Gather"": 4, ""Greater"": 7, ""Not"": 2, ""Or"": 5, ""Pad"": 1, ""ReduceMax"": 6, ""Slice"": 1}",Slice Greater Cast ReduceMax ReduceMax Greater Greater And,not low-cost exemplar
292,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,6305,16.250901751600978,1137,7,9,65,"{""Cast"": 1, ""Conv"": 2, ""Mul"": 1, ""Pad"": 1, ""Slice"": 1, ""Sum"": 1}",Slice Cast Conv Mul Conv Sum Pad,not low-cost exemplar
388,crop_or_resize,massimilianoghiotto_6254,baseline,6468,16.225377779303003,8467,52,32,186,"{""Add"": 3, ""And"": 1, ""Cast"": 3, ""Conv"": 1, ""Equal"": 6, ""Greater"": 1, ""GreaterOrEqual"": 2, ""Pad"": 19, ""ReduceMax"": 1, ""ReduceSum"": 1, ""Slice"": 1, ""Where"": 13}",Slice Conv Cast Equal GreaterOrEqual Cast ReduceMax Greater,not low-cost exemplar
121,crop_or_resize,massimilianoghiotto_6254,baseline,6530,16.215837777729526,3528,24,17,46,"{""Add"": 4, ""ArgMax"": 3, ""Concat"": 1, ""Gather"": 5, ""Mul"": 1, ""OneHot"": 1, ""Pad"": 1, ""ReduceSum"": 3, ""Slice"": 3, ""Sub"": 1, ""Unsqueeze"": 1}",Slice ReduceSum ReduceSum ArgMax ArgMax Add Add Gather,not low-cost exemplar
100,crop_or_resize,massimilianoghiotto_6254,baseline,6536,16.21491936346016,3692,28,14,43,"{""Add"": 3, ""ArgMax"": 5, ""Cast"": 3, ""Expand"": 1, ""Greater"": 3, ""Mul"": 2, ""OneHot"": 1, ""Pad"": 1, ""ReduceSum"": 3, ""Slice"": 1, ""Sub"": 2, ""Unsqueeze"": 1, ""Where"": 2}",Slice ReduceSum Greater Cast ReduceSum Greater Cast ArgMax,not low-cost exemplar
248,sparse_edit_or_object_completion,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,improved,6572,16.20942652084284,2278,24,12,40,"{""Abs"": 1, ""And"": 4, ""Concat"": 1, ""Div"": 1, ""Floor"": 1, ""Greater"": 2, ""Less"": 1, ""Mul"": 2, ""Not"": 1, ""Pad"": 1, ""ReduceMax"": 1, ""ReduceSum"": 2, ""Slice"": 1, ""Sub"": 5}",ReduceSum Slice Greater ReduceMax ReduceSum Sub Mul Div,not low-cost exemplar
357,sparse_edit_or_object_completion,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,improved,6572,16.20942652084284,2278,24,12,40,"{""Abs"": 1, ""And"": 4, ""Concat"": 1, ""Div"": 1, ""Floor"": 1, ""Greater"": 2, ""Less"": 1, ""Mul"": 2, ""Not"": 1, ""Pad"": 1, ""ReduceMax"": 1, ""ReduceSum"": 2, ""Slice"": 1, ""Sub"": 5}",ReduceSum Slice Greater ReduceMax ReduceSum Sub Mul Div,not low-cost exemplar
352,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,6626,16.20124341714016,1698,11,7,26,"{""And"": 1, ""Cast"": 3, ""Concat"": 1, ""MaxPool"": 1, ""Pad"": 1, ""Slice"": 3, ""Xor"": 1}",Slice Slice Slice MaxPool Cast Cast And Xor,not low-cost exemplar
259,crop_or_resize,massimilianoghiotto_6254,baseline,6843,16.169018489047502,3995,30,15,50,"{""Add"": 2, ""And"": 1, ""ArgMax"": 4, ""Cast"": 2, ""Concat"": 1, ""Gather"": 3, ""Greater"": 2, ""LessOrEqual"": 2, ""Pad"": 1, ""ReduceSum"": 2, ""Slice"": 2, ""Sub"": 2, ""Unsqueeze"": 2, ""Where"": 4}",Slice ReduceSum ReduceSum Greater Greater Cast Cast ArgMax,not low-cost exemplar
105,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,7055,16.138508135713085,8010,63,18,68,"{""And"": 17, ""Cast"": 11, ""Concat"": 1, ""Greater"": 2, ""MaxPool"": 4, ""Not"": 8, ""Or"": 5, ""Pad"": 5, ""ReduceMax"": 2, ""ReduceSum"": 2, ""Slice"": 6}",Slice Slice Cast Cast Cast ReduceMax ReduceMax Cast,not low-cost exemplar
43,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,7119,16.129477454896126,2092,9,14,139,"{""Cast"": 1, ""Greater"": 1, ""Mul"": 2, ""Pad"": 1, ""Slice"": 3, ""Where"": 1}",Slice Slice Slice Mul Mul Greater Cast Where,not low-cost exemplar
348,sparse_edit_or_object_completion,afr1ste_5689_artifact,baseline,7207,16.11719194507556,2711,28,12,139,"{""Abs"": 1, ""And"": 4, ""Concat"": 1, ""Div"": 1, ""Floor"": 1, ""Greater"": 1, ""GreaterOrEqual"": 1, ""Less"": 1, ""Mul"": 3, ""Not"": 2, ""Or"": 1, ""Pad"": 1, ""ReduceMax"": 3, ""ReduceSum"": 2, ""Slice"": 2, ""Sub"": 3}",Slice ReduceSum Greater Slice ReduceMax Mul ReduceSum ReduceMax,not low-cost exemplar
7,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,7271,16.108350887349943,1591,13,13,31,"{""ArgMax"": 1, ""Concat"": 1, ""OneHot"": 1, ""Pad"": 1, ""ReduceMax"": 1, ""Reshape"": 4, ""Slice"": 2, ""Tile"": 1, ""Unsqueeze"": 1}",Slice ArgMax Reshape Concat Reshape ReduceMax Tile Reshape,not low-cost exemplar
45,sparse_edit_or_object_completion,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,improved,7425,16.0873920363291,1490,14,9,25,"{""And"": 1, ""Cast"": 6, ""Pad"": 1, ""ReduceMax"": 1, ""Slice"": 4, ""Where"": 1}",Slice Slice Slice Cast Cast And Slice Cast,not low-cost exemplar
180,crop_or_resize,afr1ste_5689_artifact,baseline,7450,16.084030688626395,2610,6,5,922,"{""Cast"": 1, ""Conv"": 1, ""Mul"": 1, ""Pad"": 1, ""ReduceMax"": 1, ""Slice"": 1}",Slice Cast Conv ReduceMax Mul Pad,not low-cost exemplar
327,crop_or_resize,massimilianoghiotto_6254,baseline,7548,16.07096209351156,1920,18,9,32,"{""Cast"": 1, ""Mul"": 3, ""Pad"": 7, ""ReduceMax"": 1, ""Slice"": 3, ""Sum"": 3}",Slice Cast Mul Pad Pad Pad Pad Slice,not low-cost exemplar
369,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,7729,16.04726523289313,3324,26,11,529,"{""Cast"": 2, ""Concat"": 1, ""Conv"": 2, ""Min"": 2, ""Mul"": 6, ""Pad"": 1, ""Relu"": 3, ""Slice"": 2, ""Sub"": 6, ""Sum"": 1}",Slice Cast Slice Cast Conv Mul Sub Sub,not low-cost exemplar
39,crop_or_resize,massimilianoghiotto_6254,baseline,7772,16.04171718950267,2013,14,9,28,"{""Add"": 2, ""ArgMax"": 2, ""Cast"": 2, ""Gather"": 2, ""Greater"": 2, ""Pad"": 1, ""ReduceSum"": 2, ""Slice"": 1}",Slice ReduceSum ReduceSum Greater Greater Cast Cast ArgMax,not low-cost exemplar
302,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,7796,16.03863393937255,5138,43,4,20,"{""And"": 10, ""Cast"": 13, ""Concat"": 1, ""MaxPool"": 8, ""Not"": 7, ""Or"": 2, ""Pad"": 1, ""Slice"": 1}",Slice Cast Cast Not MaxPool MaxPool MaxPool MaxPool,not low-cost exemplar
40,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,7868,16.02944082049105,5036,36,20,62,"{""And"": 2, ""ArgMax"": 1, ""Cast"": 1, ""Equal"": 2, ""Less"": 4, ""Pad"": 1, ""ReduceMax"": 4, ""ReduceMin"": 4, ""Slice"": 8, ""Sub"": 4, ""Where"": 5}",Slice ArgMax Cast Slice Slice Slice Slice ReduceMax,not low-cost exemplar
372,crop_or_resize,massimilianoghiotto_6254,baseline,7880,16.027916817148075,1009,9,7,12,"{""Cast"": 2, ""Constant"": 1, ""Greater"": 1, ""Pad"": 1, ""Slice"": 3, ""Where"": 1}",Slice Cast Slice Cast Slice Constant Greater Where,not low-cost exemplar
176,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,7920,16.022853515191528,1206,7,9,120,"{""Cast"": 1, ""Conv"": 1, ""Mul"": 2, ""Pad"": 1, ""Slice"": 1, ""Sum"": 1}",Slice Cast Conv Mul Mul Sum Pad,not low-cost exemplar
254,sparse_edit_or_object_completion,afr1ste_5689_artifact,baseline,7956,16.018318360026136,5035,49,27,158,"{""Cast"": 10, ""Concat"": 1, ""Min"": 3, ""Mul"": 6, ""Pad"": 1, ""ReduceMax"": 1, ""ReduceMin"": 1, ""ReduceSum"": 1, ""Relu"": 3, ""Slice"": 10, ""Sub"": 7, ""Sum"": 5}",Slice Cast ReduceSum ReduceMax Sub Relu Min Sub,not low-cost exemplar
263,crop_or_resize,afr1ste_5689_artifact,baseline,8054,16.006075858588602,12625,158,27,52,"{""And"": 5, ""Cast"": 34, ""Greater"": 6, ""Less"": 15, ""Mul"": 20, ""Pad"": 1, ""ReduceSum"": 19, ""Slice"": 19, ""Sub"": 19, ""Sum"": 6, ""Where"": 14}",Slice Cast ReduceSum Greater Slice Cast Slice Cast,not low-cost exemplar
200,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,8306,15.975266575809302,4721,38,17,54,"{""Add"": 1, ""And"": 7, ""ArgMax"": 1, ""Cast"": 1, ""Div"": 3, ""Equal"": 1, ""Floor"": 2, ""Less"": 9, ""Mul"": 3, ""Or"": 1, ""Pad"": 1, ""ReduceMax"": 1, ""ReduceSum"": 1, ""Slice"": 1, ""Sub"": 3, ""Where"": 2}",Slice ArgMax Cast ReduceMax Mul ReduceSum Div Sub,not low-cost exemplar
42,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,8518,15.950063149516842,8469,52,23,728,"{""And"": 2, ""Cast"": 8, ""Concat"": 1, ""Conv"": 6, ""ConvTranspose"": 6, ""Greater"": 12, ""Not"": 2, ""Or"": 6, ""Pad"": 8, ""Slice"": 1}",Slice Cast Cast Pad Conv Greater Cast Pad,not low-cost exemplar
274,crop_or_resize,massimilianoghiotto_6254,baseline,8581,15.942694264192879,3724,16,11,389,"{""ArgMax"": 2, ""Cast"": 2, ""Gather"": 1, ""Greater"": 2, ""Pad"": 1, ""ReduceSum"": 2, ""Slice"": 2, ""Squeeze"": 2, ""Sub"": 2}",Slice ReduceSum Squeeze Greater Cast ArgMax Slice ReduceSum,not low-cost exemplar
314,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,8594,15.941180435665059,25464,282,83,178,"{""Cast"": 64, ""Concat"": 9, ""Mul"": 76, ""Pad"": 1, ""ReduceSum"": 24, ""Slice"": 64, ""Sub"": 24, ""Sum"": 20}",Slice Cast Slice Cast Slice Cast Slice Cast,not low-cost exemplar
269,crop_or_resize,massimilianoghiotto_6254,baseline,8602,15.940249986656319,3084,31,18,96,"{""And"": 1, ""Cast"": 2, ""Div"": 2, ""Equal"": 1, ""Floor"": 2, ""Less"": 6, ""Mul"": 2, ""ReduceSum"": 2, ""Slice"": 8, ""Where"": 5}",Slice Cast Mul ReduceSum Slice Cast ReduceSum Div,not low-cost exemplar
28,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,8990,15.896131872534333,2106,13,11,314,"{""Add"": 1, ""Cast"": 2, ""Concat"": 1, ""Mul"": 2, ""Pad"": 1, ""ReduceMax"": 2, ""Slice"": 4}",Slice Cast ReduceMax Slice Slice Cast ReduceMax Slice,not low-cost exemplar
332,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,8990,15.896131872534333,4759,29,17,164,"{""And"": 2, ""Cast"": 5, ""Conv"": 1, ""Equal"": 1, ""Greater"": 3, ""Less"": 2, ""Mod"": 1, ""OneHot"": 1, ""Pad"": 1, ""ReduceMax"": 2, ""ReduceSum"": 3, ""Slice"": 1, ""Squeeze"": 1, ""Sub"": 2, ""Where"": 3}",Slice ReduceSum Greater Cast ReduceMax ReduceMax ReduceSum ReduceSum,not low-cost exemplar
249,crop_or_resize,afr1ste_5689_artifact,baseline,8999,15.895131260966052,2770,19,14,323,"{""Cast"": 3, ""Concat"": 3, ""Greater"": 2, ""Pad"": 1, ""ReduceMax"": 1, ""ReduceSum"": 2, ""Slice"": 5, ""Where"": 2}",Slice Cast Slice Cast Slice Cast Concat Concat,not low-cost exemplar
24,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,9080,15.88617052840466,3824,27,11,260,"{""And"": 5, ""Cast"": 7, ""Concat"": 1, ""Not"": 2, ""Or"": 4, ""Pad"": 1, ""ReduceMax"": 3, ""Slice"": 4}",Slice Slice Slice Slice ReduceMax ReduceMax ReduceMax Cast,not low-cost exemplar
3,crop_or_resize,afr1ste_5689_artifact,baseline,9102,15.883750551423413,3638,44,10,10,"{""Cast"": 7, ""Concat"": 4, ""Less"": 2, ""Mul"": 10, ""Not"": 2, ""Pad"": 1, ""ReduceSum"": 2, ""Slice"": 7, ""Sub"": 5, ""Sum"": 3, ""Where"": 1}",Slice Slice Slice Cast Slice Cast Slice Cast,not low-cost exemplar
297,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,9172,15.876089356022204,2534,24,18,96,"{""And"": 2, ""Cast"": 2, ""Div"": 1, ""Equal"": 2, ""Floor"": 1, ""Greater"": 1, ""Mul"": 2, ""Pad"": 1, ""ReduceSum"": 3, ""Slice"": 3, ""Sub"": 1, ""Sum"": 1, ""Where"": 4}",Slice Cast Mul ReduceSum Greater Slice Cast ReduceSum,not low-cost exemplar
346,crop_or_resize,massimilianoghiotto_6254,baseline,9178,15.875435405045222,1903,13,12,109,"{""Add"": 2, ""ArgMax"": 1, ""Conv"": 1, ""Greater"": 1, ""OneHot"": 1, ""Pad"": 1, ""ReduceMax"": 1, ""ReduceSum"": 1, ""Slice"": 1, ""Sub"": 1, ""Unsqueeze"": 1, ""Where"": 1}",Slice Conv ReduceMax ReduceSum Greater Where Add Sub,not low-cost exemplar
50,sparse_edit_or_object_completion,afr1ste_5689_artifact,baseline,9475,15.843587970049374,2319,21,9,250,"{""And"": 3, ""Cast"": 8, ""Concat"": 1, ""CumSum"": 4, ""Or"": 1, ""Pad"": 1, ""Slice"": 2, ""Xor"": 1}",Slice Cast Slice Cast CumSum CumSum CumSum CumSum,not low-cost exemplar
315,crop_or_resize,massimilianoghiotto_6254,baseline,9557,15.83497085073382,1423,15,4,17,"{""And"": 1, ""Cast"": 3, ""Concat"": 1, ""Greater"": 1, ""Not"": 1, ""Pad"": 1, ""ReduceMax"": 1, ""Reshape"": 3, ""Slice"": 3}",Slice Cast Slice Slice Reshape Reshape And Reshape,not low-cost exemplar
212,sparse_edit_or_object_completion,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,improved,9870,15.802744867572473,4759,53,16,138,"{""And"": 2, ""Cast"": 13, ""Concat"": 1, ""CumSum"": 3, ""Equal"": 3, ""Greater"": 5, ""MaxPool"": 2, ""Mul"": 2, ""Not"": 1, ""Pad"": 1, ""ReduceSum"": 4, ""Slice"": 3, ""Sub"": 3, ""Sum"": 5, ""Where"": 5}",Slice Cast Slice Cast Slice Cast ReduceSum Equal,not low-cost exemplar
312,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,9979,15.791761836115688,1327,8,9,19,"{""Cast"": 3, ""Pad"": 1, ""Slice"": 3, ""Where"": 1}",Slice Slice Cast Slice Cast Cast Where Pad,not low-cost exemplar
391,crop_or_resize,massimilianoghiotto_6254,baseline,10021,15.787561829941671,3435,26,12,29,"{""Add"": 3, ""ArgMax"": 4, ""Concat"": 1, ""Mul"": 3, ""OneHot"": 6, ""Pad"": 1, ""ReduceSum"": 1, ""Slice"": 1, ""Sub"": 3, ""Unsqueeze"": 3}",Slice ReduceSum ArgMax OneHot Mul Sub ArgMax Add,not low-cost exemplar
329,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,10260,15.76399188127524,1936,21,10,46,"{""Cast"": 1, ""Div"": 1, ""Floor"": 1, ""Min"": 1, ""Mul"": 3, ""Neg"": 1, ""Pad"": 1, ""ReduceMax"": 1, ""ReduceSum"": 2, ""Relu"": 2, ""Slice"": 1, ""Sub"": 4, ""Sum"": 2}",Slice Cast ReduceSum ReduceMax ReduceSum Sub Div Floor,not low-cost exemplar
94,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,10453,15.745355702467293,3609,25,12,113,"{""And"": 2, ""Cast"": 6, ""Concat"": 2, ""Conv"": 1, ""ConvTranspose"": 1, ""Greater"": 2, ""Not"": 2, ""Or"": 2, ""Pad"": 1, ""ReduceMax"": 2, ""Slice"": 2, ""Tile"": 2}",Slice Slice Concat Cast Cast Conv Greater Cast,not low-cost exemplar
188,crop_or_resize,afr1ste_5689_artifact,baseline,10664,15.725371138141455,3972,46,15,48,"{""Abs"": 2, ""Cast"": 7, ""Div"": 2, ""Greater"": 2, ""Less"": 4, ""Mul"": 2, ""Pad"": 1, ""ReduceMax"": 3, ""ReduceSum"": 4, ""Slice"": 5, ""Sub"": 4, ""Sum"": 4, ""Where"": 6}",Slice Cast ReduceMax ReduceMax ReduceMax ReduceSum ReduceSum Div,not low-cost exemplar
225,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,11078,15.68728356140695,6961,40,24,650,"{""Cast"": 9, ""Concat"": 1, ""Conv"": 4, ""Mul"": 10, ""Pad"": 5, ""ReduceSum"": 2, ""Slice"": 6, ""Sub"": 1, ""Sum"": 2}",Slice Slice Cast Cast ReduceSum Cast Pad Slice,not low-cost exemplar
360,crop_or_resize,afr1ste_5689_artifact,baseline,11146,15.681164031870518,1579,13,13,26,"{""Add"": 1, ""Cast"": 3, ""Mul"": 2, ""Pad"": 1, ""ReduceMax"": 1, ""Slice"": 4, ""Sub"": 1}",Slice Cast Slice Slice Cast Slice Cast ReduceMax,not low-cost exemplar
190,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,11204,15.675973863620001,9783,63,40,178,"{""And"": 4, ""Conv"": 2, ""Equal"": 2, ""Greater"": 1, ""Mul"": 1, ""Or"": 16, ""Pad"": 18, ""ReduceMax"": 1, ""Slice"": 17, ""Where"": 1}",Slice Conv Greater ReduceMax Mul Conv Equal Pad,not low-cost exemplar
153,crop_or_resize,kojimar_5800_minimal_blend,baseline,11212,15.675260087715321,5740,18,12,2788,"{""Abs"": 1, ""ArgMax"": 1, ""Cast"": 4, ""Conv"": 1, ""Equal"": 1, ""Flatten"": 1, ""Gather"": 1, ""Less"": 1, ""MatMul"": 1, ""Pad"": 1, ""Reshape"": 2, ""Slice"": 1, ""Sub"": 1, ""Unsqueeze"": 1}",Slice Conv Flatten MatMul Cast Unsqueeze Equal Reshape,not low-cost exemplar
78,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,11496,15.65024557224114,2275,25,11,36,"{""Cast"": 3, ""Concat"": 1, ""Mul"": 1, ""Pad"": 1, ""ReduceSum"": 2, ""Relu"": 5, ""Slice"": 3, ""Sub"": 8, ""Sum"": 1}",Slice Cast Slice Cast ReduceSum ReduceSum Sum Sub,not low-cost exemplar
124,crop_or_resize,massimilianoghiotto_6254,baseline,11673,15.634966238347337,4882,52,16,353,"{""Cast"": 2, ""Concat"": 1, ""Conv"": 1, ""Gather"": 6, ""Less"": 6, ""Max"": 1, ""Mul"": 6, ""OneHot"": 1, ""Pad"": 1, ""ReduceSum"": 6, ""Reshape"": 1, ""Slice"": 7, ""Squeeze"": 1, ""Sub"": 6, ""Where"": 6}",Slice Cast Conv Reshape Concat Gather Slice Sub,not low-cost exemplar
