task_id,cost,route,source,node_count,initializer_count,initializer_params,op_sequence,op_counts,output_shapes,value_shape_count,max_intermediate_rank,archetype,compiler_family,compiler_lesson,initializer_detail,sha256
257,1077,crop_or_resize,massimilianoghiotto_6254,20,11,53,Slice Cast Slice Cast Slice Cast Slice Cast Sub Sub Sub Mul Mul Mul Mul Mul Sub Mul Concat Pad,"{""Cast"": 4, ""Concat"": 1, ""Mul"": 6, ""Pad"": 1, ""Slice"": 4, ""Sub"": 4}",1x10x30x30,20,4,computed_slice_pad,object_anchor_crop,Small arithmetic around Slice/Pad is viable for object-anchor crop.,safe_name_0:4:int64:4;safe_name_1:4:int64:4;safe_name_2:4:int64:4;safe_name_3:4:int64:4;safe_name_4:4:int64:4;safe_name_5:4:int64:4;safe_name_6:4:int64:4;safe_name_7:4:int64:4;safe_name_8:4:int64:4;safe_name_9:1x1x1x1:float16:1;safe_name_10:1x1x4x4:float16:16,79822acd7ec3df4ecd7d99fb66bee1d3984b4de324c7da144a068168f46e3a7e
106,1164,crop_or_resize,massimilianoghiotto_6254,13,16,125,Slice ArgMax Cast Reshape Concat Slice Equal Reshape Where GatherElements Reshape Equal Pad,"{""ArgMax"": 1, ""Cast"": 1, ""Concat"": 1, ""Equal"": 2, ""GatherElements"": 1, ""Pad"": 1, ""Reshape"": 3, ""Slice"": 2, ""Where"": 1}",1x10x30x30,13,4,misc_under_2000,unknown_near_low_cost,Potentially useful but not first compiler archetype.,safe_name_0:4:int64:4;safe_name_1:4:int64:4;safe_name_2:4:int64:4;safe_name_3:4:int64:4;safe_name_4:3:int64:3;safe_name_5:1x1x1:uint8:1;safe_name_6:4:int64:4;safe_name_7:4:int64:4;safe_name_8:1x1x1x1:uint8:1;safe_name_9:1:int64:1;safe_name_10:1x1x36:int32:36;safe_name_11:1x1x36:int32:36;safe_name_12:4:int64:4;safe_name_13:1x10x1x1:uint8:10;safe_name_14:8:int64:8;safe_name_15:1:bool:1,2eb2a0ecf0c7db918446c029cbb0344749c72c5f82802396de6b1a1f42d6948b
181,1194,sparse_edit_or_object_completion,massimilianoghiotto_6254,21,21,86,Slice Greater Slice Greater Slice Slice Greater Greater Slice Gather Pad Pad And And Or Or Where Where Concat Equal Pad,"{""And"": 2, ""Concat"": 1, ""Equal"": 1, ""Gather"": 1, ""Greater"": 4, ""Or"": 2, ""Pad"": 3, ""Slice"": 5, ""Where"": 2}",1x10x30x30,21,4,misc_under_2000,unknown_near_low_cost,Potentially useful but not first compiler archetype.,safe_name_0:4:int64:4;safe_name_1:4:int64:4;safe_name_2:4:int64:4;safe_name_3:4:int64:4;safe_name_4:4:int64:4;safe_name_5:4:int64:4;safe_name_6:4:int64:4;safe_name_7:4:int64:4;safe_name_8:4:int64:4;safe_name_9:4:int64:4;safe_name_10:3:int64:3;safe_name_11:4:int64:4;safe_name_12:8:int64:8;safe_name_13:8:int64:8;safe_name_14:8:int64:8;safe_name_15:scalar:float32:1;safe_name_16:scalar:uint8:1;safe_name_17:scalar:uint8:1;safe_name_18:scalar:uint8:1;safe_name_19:scalar:bool:1,15fc0f7b83c5ccd9d93b8b801f0a80f4026e1219c6eb8c8d3469fdb65b61f15a
267,1207,sparse_edit_or_object_completion,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,11,13,47,Slice Cast Sub Mul Slice Cast Mul ReduceSum Mul Equal Pad,"{""Cast"": 2, ""Equal"": 1, ""Mul"": 3, ""Pad"": 1, ""ReduceSum"": 1, ""Slice"": 2, ""Sub"": 1}",1x10x30x30,11,4,computed_slice_pad,object_anchor_crop,Small arithmetic around Slice/Pad is viable for object-anchor crop.,safe_name_0:3:int64:3;safe_name_1:3:int64:3;safe_name_2:3:int64:3;safe_name_3:3:int64:3;safe_name_4:2:int64:2;safe_name_5:2:int64:2;safe_name_6:2:int64:2;safe_name_7:2:int64:2;safe_name_8:1:int64:1;safe_name_9:8:int64:8;safe_name_10:scalar:float16:1;safe_name_11:1x1x7x1:float16:7;safe_name_12:1x10x1x1:float16:10,979826aa10cc3784cec3e941c862aa9fc93c5516ea6461e990d756747d5a8748
52,1228,sparse_edit_or_object_completion,massimilianoghiotto_6254,11,12,43,Slice Cast ReduceSum ReduceMax Equal Where Sub Mul Mul Sum Pad,"{""Cast"": 1, ""Equal"": 1, ""Mul"": 2, ""Pad"": 1, ""ReduceMax"": 1, ""ReduceSum"": 1, ""Slice"": 1, ""Sub"": 1, ""Sum"": 1, ""Where"": 1}",1x10x30x30,11,4,computed_slice_pad,object_anchor_crop,Small arithmetic around Slice/Pad is viable for object-anchor crop.,safe_name_0:2:int64:2;safe_name_1:2:int64:2;safe_name_2:2:int64:2;safe_name_3:2:int64:2;safe_name_4:1:int64:1;safe_name_5:scalar:float16:1;safe_name_6:1x1x1x3:float16:3;safe_name_7:1x10x1x1:float16:10;safe_name_8:1x10x1x1:float16:10;safe_name_9:scalar:float16:1;safe_name_10:8:int64:8;safe_name_11:scalar:float16:1,eaa6935a705434432f5c824b054299d8bb74920300df6a073ce1008f5dcc3b7c
114,1250,crop_or_resize,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,26,21,159,Slice ArgMax Cast Reshape Concat Slice Equal Not Cast ReduceMax Reshape Cast Slice Equal Not Cast ReduceMax Reshape Cast Where Where Where GatherElements Reshape Equal Pad,"{""ArgMax"": 1, ""Cast"": 5, ""Concat"": 1, ""Equal"": 3, ""GatherElements"": 1, ""Not"": 2, ""Pad"": 1, ""ReduceMax"": 2, ""Reshape"": 4, ""Slice"": 3, ""Where"": 3}",1x10x30x30,26,4,misc_under_2000,unknown_near_low_cost,Potentially useful but not first compiler archetype.,safe_name_0:4:int64:4;safe_name_1:4:int64:4;safe_name_2:4:int64:4;safe_name_3:4:int64:4;safe_name_4:3:int64:3;safe_name_5:1x1x1:uint8:1;safe_name_6:1x1x1:uint8:1;safe_name_7:4:int64:4;safe_name_8:4:int64:4;safe_name_9:scalar:uint8:1;safe_name_10:1:int64:1;safe_name_11:4:int64:4;safe_name_12:scalar:uint8:1;safe_name_13:1x1x25:int32:25;safe_name_14:1x1x25:int32:25;safe_name_15:1x1x25:int32:25;safe_name_16:1x1x25:int32:25;safe_name_17:4:int64:4;safe_name_18:1x10x1x1:uint8:10;safe_name_19:8:int64:8,327ab0b934ca18722f49590b2ba321b90a2d898dfd220768246f47c6e100c562
72,1309,crop_or_resize,massimilianoghiotto_6254,11,8,49,Slice Cast Slice Cast Sub Sub Sub Abs Sub Concat Pad,"{""Abs"": 1, ""Cast"": 2, ""Concat"": 1, ""Pad"": 1, ""Slice"": 2, ""Sub"": 4}",1x10x30x30,11,4,computed_slice_pad,object_anchor_crop,Small arithmetic around Slice/Pad is viable for object-anchor crop.,safe_name_0:1x1x1x1:float16:1;safe_name_1:1x1x6x5:float16:30;safe_name_2:3:int64:3;safe_name_3:3:int64:3;safe_name_4:3:int64:3;safe_name_5:3:int64:3;safe_name_6:3:int64:3;safe_name_7:3:int64:3,46e5bc1b0d0b2bb9f86f8ccee655f01afe21ef05ba040d8bb9cce1482dd059d0
235,1338,crop_or_resize,massimilianoghiotto_6254,35,19,114,Slice Reshape Cast Mul Sub MatMul ArgMax Gather OneHot Unsqueeze Expand Slice Reshape Cast Mul Sub MatMul ArgMax Gather OneHot Unsqueeze Expand Slice Reshape Cast Mul Sub MatMul ArgMax Gather OneHot Unsqueeze Expand Concat Pad,"{""ArgMax"": 3, ""Cast"": 3, ""Concat"": 1, ""Expand"": 3, ""Gather"": 3, ""MatMul"": 3, ""Mul"": 3, ""OneHot"": 3, ""Pad"": 1, ""Reshape"": 3, ""Slice"": 3, ""Sub"": 3, ""Unsqueeze"": 3}",1x10x30x30,35,4,computed_slice_pad,object_anchor_crop,Small arithmetic around Slice/Pad is viable for object-anchor crop.,safe_name_0:16x4:float16:64;safe_name_1:4:int64:4;safe_name_2:scalar:int64:1;safe_name_3:2:float16:2;safe_name_4:2:int64:2;safe_name_5:scalar:float16:1;safe_name_6:scalar:float16:1;safe_name_7:2:int64:2;safe_name_8:4:int64:4;safe_name_9:8:int64:8;safe_name_10:scalar:float16:1;safe_name_11:3:int64:3;safe_name_12:3:int64:3;safe_name_13:3:int64:3;safe_name_14:3:int64:3;safe_name_15:3:int64:3;safe_name_16:3:int64:3;safe_name_17:3:int64:3;safe_name_18:3:int64:3,bc464c1e594934945bcfcfadff0e127d2dcaa7487619f7d7464c6b3f57965b7f
229,1409,sparse_edit_or_object_completion,massimilianoghiotto_6254,14,12,45,Slice Cast ReduceSum Reshape ArgMax Equal Reshape Where ReduceSum Sub Where Mul Sum Pad,"{""ArgMax"": 1, ""Cast"": 1, ""Equal"": 1, ""Mul"": 1, ""Pad"": 1, ""ReduceSum"": 2, ""Reshape"": 2, ""Slice"": 1, ""Sub"": 1, ""Sum"": 1, ""Where"": 2}",1x10x30x30,14,4,computed_slice_pad,object_anchor_crop,Small arithmetic around Slice/Pad is viable for object-anchor crop.,safe_name_0:2:int64:2;safe_name_1:2:int64:2;safe_name_2:2:int64:2;safe_name_3:2:int64:2;safe_name_4:2:int64:2;safe_name_5:1:int64:1;safe_name_6:10:int64:10;safe_name_7:4:int64:4;safe_name_8:scalar:float16:1;safe_name_9:1x10x1x1:float16:10;safe_name_10:8:int64:8;safe_name_11:scalar:float16:1,c34baaba922521df5185e96202db52651a103bdb4416d85340b2e44422376bff
347,1607,crop_or_resize,massimilianoghiotto_6254,13,2,20,Slice Cast ReduceMax Slice Cast ReduceMax Constant Max Sub Mul Mul Sum Pad,"{""Cast"": 2, ""Constant"": 1, ""Max"": 1, ""Mul"": 2, ""Pad"": 1, ""ReduceMax"": 2, ""Slice"": 2, ""Sub"": 1, ""Sum"": 1}",1x10x30x30,13,4,computed_slice_pad,object_anchor_crop,Small arithmetic around Slice/Pad is viable for object-anchor crop.,safe_name_0:1x10x1x1:float16:10;safe_name_1:1x10x1x1:float16:10,e1cdada5373cfa897c8263ad36ddfd44196a761724ab14bca94448e26d9d6ebf
6,1631,crop_or_resize,afr1ste_5689_artifact,12,10,47,Slice Cast ReduceMax Slice Cast ReduceMax Mul Sub Mul Mul Sum Pad,"{""Cast"": 2, ""Mul"": 3, ""Pad"": 1, ""ReduceMax"": 2, ""Slice"": 2, ""Sub"": 1, ""Sum"": 1}",1x10x30x30,12,4,computed_slice_pad,object_anchor_crop,Small arithmetic around Slice/Pad is viable for object-anchor crop.,safe_name_0:scalar:float16:1;safe_name_1:1x10x1x1:float16:10;safe_name_2:1x10x1x1:float16:10;safe_name_3:8:int64:8;safe_name_4:3:int64:3;safe_name_5:3:int64:3;safe_name_6:3:int64:3;safe_name_7:3:int64:3;safe_name_8:3:int64:3;safe_name_9:3:int64:3,d2cea9184c472bcc677d35dc6f1d8d5f9c27efc824b35adcb8fd3243f7c2395d
395,1667,crop_or_resize,afr1ste_5689_artifact,14,10,47,Slice Cast ReduceMax Slice Cast ReduceMax Sub Sub Mul Sub Mul Mul Sum Pad,"{""Cast"": 2, ""Mul"": 3, ""Pad"": 1, ""ReduceMax"": 2, ""Slice"": 2, ""Sub"": 3, ""Sum"": 1}",1x10x30x30,14,4,computed_slice_pad,object_anchor_crop,Small arithmetic around Slice/Pad is viable for object-anchor crop.,safe_name_0:scalar:float16:1;safe_name_1:1x10x1x1:float16:10;safe_name_2:1x10x1x1:float16:10;safe_name_3:8:int64:8;safe_name_4:3:int64:3;safe_name_5:3:int64:3;safe_name_6:3:int64:3;safe_name_7:3:int64:3;safe_name_8:3:int64:3;safe_name_9:3:int64:3,63f9deb6e306fec18018e2a7debeebdc0ac9aed15be5a09c3d6da4f724bc5994
299,1790,sparse_edit_or_object_completion,massimilianoghiotto_6254,21,8,62,Slice Cast Slice Cast ReduceMax ReduceMax Cast Cast And Not And And Or Or Not Cast Cast Cast Cast Concat Pad,"{""And"": 3, ""Cast"": 8, ""Concat"": 1, ""Not"": 2, ""Or"": 2, ""Pad"": 1, ""ReduceMax"": 2, ""Slice"": 2}",1x10x30x30,21,4,misc_under_2000,unknown_near_low_cost,Potentially useful but not first compiler archetype.,safe_name_0:3:int64:3;safe_name_1:3:int64:3;safe_name_2:3:int64:3;safe_name_3:3:int64:3;safe_name_4:3:int64:3;safe_name_5:3:int64:3;safe_name_6:8:int64:8;safe_name_7:1x1x6x6:float16:36,6c4f12c81a4d5b689aa14d3968265a7b2b459f93ee196414f753361277d489ca
83,1800,crop_or_resize,massimilianoghiotto_6254,1,1,1800,GridSample,"{""GridSample"": 1}",1x10x30x30,1,4,one_node_gridsample,resize_transform,GridSample is compact but verify official allow/static behavior before reuse.,safe_name_0:1x30x30x2:float32:1800,0e51c90a17c888d894ae9a0632a22ad6d06b14cdf2b5ab371ab23ae7a1a869e6
108,1800,crop_or_resize,massimilianoghiotto_6254,1,1,1800,GridSample,"{""GridSample"": 1}",1x10x30x30,1,4,one_node_gridsample,resize_transform,GridSample is compact but verify official allow/static behavior before reuse.,safe_name_0:1x30x30x2:float32:1800,fea74aa712146fbdeb34558b202d8e07d15de4841b2268dacc09226231085505
142,1800,crop_or_resize,massimilianoghiotto_6254,1,1,1800,GridSample,"{""GridSample"": 1}",1x10x30x30,1,4,one_node_gridsample,resize_transform,GridSample is compact but verify official allow/static behavior before reuse.,safe_name_0:1x30x30x2:float32:1800,7ec306cbe9c96f4c2f2173cbd117ea5f5a75f7f5dc554256184466ca6003fee7
152,1800,crop_or_resize,massimilianoghiotto_6254,1,1,1800,GridSample,"{""GridSample"": 1}",1x10x30x30,1,4,one_node_gridsample,resize_transform,GridSample is compact but verify official allow/static behavior before reuse.,safe_name_0:1x30x30x2:float32:1800,7ec306cbe9c96f4c2f2173cbd117ea5f5a75f7f5dc554256184466ca6003fee7
194,1800,crop_or_resize,massimilianoghiotto_6254,1,1,1800,GridSample,"{""GridSample"": 1}",1x10x30x30,1,4,one_node_gridsample,resize_transform,GridSample is compact but verify official allow/static behavior before reuse.,safe_name_0:1x30x30x2:float32:1800,59531ad8e7d6f06d12de8865f59b6376213a4a705332979d6bbb9dec19d2bc1d
211,1800,crop_or_resize,massimilianoghiotto_6254,1,1,1800,GridSample,"{""GridSample"": 1}",1x10x30x30,1,4,one_node_gridsample,resize_transform,GridSample is compact but verify official allow/static behavior before reuse.,safe_name_0:1x30x30x2:float32:1800,f8319a020475b718d3106b0d713feab8fad352bb27e2764538d652f25ebae026
214,1800,sparse_edit_or_object_completion,massimilianoghiotto_6254,1,1,1800,GridSample,"{""GridSample"": 1}",1x10x30x30,1,4,one_node_gridsample,resize_transform,GridSample is compact but verify official allow/static behavior before reuse.,safe_name_0:1x30x30x2:float32:1800,bd6a8095899555ad3b94fa0fd1e6f2fe4d96ebff08ef720551a5b238e38d5984
223,1800,crop_or_resize,massimilianoghiotto_6254,1,1,1800,GridSample,"{""GridSample"": 1}",1x10x30x30,1,4,one_node_gridsample,resize_transform,GridSample is compact but verify official allow/static behavior before reuse.,safe_name_0:1x30x30x2:float32:1800,55c8390e7cd616590c964d235b012266596b6ebcac3c0b458e6e36a532582245
307,1800,crop_or_resize,massimilianoghiotto_6254,1,1,1800,GridSample,"{""GridSample"": 1}",1x10x30x30,1,4,one_node_gridsample,resize_transform,GridSample is compact but verify official allow/static behavior before reuse.,safe_name_0:1x30x30x2:float32:1800,65d076b149deb10e553e0d9e21d31590b0a86e6fc4fe1f12191d782c8c58f1a4
399,1839,crop_or_resize,massimilianoghiotto_6254,8,4,909,ReduceSum Sub Abs ReduceSum Neg ArgMax Gather Pad,"{""Abs"": 1, ""ArgMax"": 1, ""Gather"": 1, ""Neg"": 1, ""Pad"": 1, ""ReduceSum"": 2, ""Sub"": 1}",1x10x30x30,8,4,misc_under_2000,unknown_near_low_cost,Potentially useful but not first compiler archetype.,safe_name_0:9x10:float32:90;safe_name_1:9x10x3x3:uint8:810;safe_name_2:8:int64:8;safe_name_3:scalar:uint8:1,6661db5aca584be6fcdff29e45f55243a4d9191507d80e5918c4b19126f4635b
207,1875,crop_or_resize,massimilianoghiotto_6254,25,15,35,Slice Cast Slice Cast Slice Cast Slice Cast Sum Greater Where ReduceSum Where ReduceSum Where ReduceSum Where ReduceSum Concat Neg Reshape ArgMax Concat Gather Pad,"{""ArgMax"": 1, ""Cast"": 4, ""Concat"": 2, ""Gather"": 1, ""Greater"": 1, ""Neg"": 1, ""Pad"": 1, ""ReduceSum"": 4, ""Reshape"": 1, ""Slice"": 4, ""Sum"": 1, ""Where"": 4}",1x10x30x30,25,4,misc_under_2000,unknown_near_low_cost,Potentially useful but not first compiler archetype.,safe_name_0:2:int64:2;safe_name_1:2:int64:2;safe_name_2:2:int64:2;safe_name_3:2:int64:2;safe_name_4:2:int64:2;safe_name_5:2:int64:2;safe_name_6:2:int64:2;safe_name_7:2:int64:2;safe_name_8:2:int64:2;safe_name_9:2:int64:2;safe_name_10:scalar:float16:1;safe_name_11:3:int64:3;safe_name_12:2:int64:2;safe_name_13:8:int64:8;safe_name_14:scalar:float16:1,5942f5135e2f22449f36d508a9d941cbc57af134e68281fa5fecdf8ad09c6986
389,1898,sparse_edit_or_object_completion,massimilianoghiotto_6254,13,9,42,ReduceMax Mul ArgMax Reshape OneHot Reshape Reshape Mul Reshape Mul Sum Reshape Conv,"{""ArgMax"": 1, ""Conv"": 1, ""Mul"": 3, ""OneHot"": 1, ""ReduceMax"": 1, ""Reshape"": 5, ""Sum"": 1}",1x10x30x30,13,4,misc_under_2000,unknown_near_low_cost,Potentially useful but not first compiler archetype.,safe_name_0:1x10x1x1:float32:10;safe_name_1:1:int64:1;safe_name_2:2:float32:2;safe_name_3:1:int64:1;safe_name_4:2:int64:2;safe_name_5:2:int64:2;safe_name_6:4:int64:4;safe_name_7:10x1:float32:10;safe_name_8:1x10:float32:10,2c7e807d82e946a1a8e88b795dbf6a8d17ce03ad2ccd44dfd12fdf6e564f870d
