idx,split,r,c,in_color,out_color,is_zero,dr,dc,h,w,row_from_bottom,col_from_right,row_parity,col_parity,rank,u,d,l,rr,ud_pair,lr_pair,nbr4
65,arc-gen,6,3,4,0,1,3,0,6,8,2,7,1,0,1,4,4,0,4,4:4,0:4,4:4:0:4
65,arc-gen,6,4,4,3,0,3,1,6,8,2,6,1,1,1,4,4,4,4,4:4,4:4,4:4:4:4
65,arc-gen,6,5,4,3,0,3,2,6,8,2,5,1,0,1,4,4,4,4,4:4,4:4,4:4:4:4
65,arc-gen,6,6,4,3,0,3,3,6,8,2,4,1,1,1,4,4,4,3,4:4,4:3,4:4:4:3
65,arc-gen,7,3,4,3,0,4,0,6,8,1,7,0,0,1,4,3,0,4,4:3,0:4,4:3:0:4
65,arc-gen,7,4,4,3,0,4,1,6,8,1,6,0,1,1,4,3,4,4,4:3,4:4,4:3:4:4
65,arc-gen,7,5,4,3,0,4,2,6,8,1,5,0,0,1,4,0,4,4,4:0,4:4,4:0:4:4
65,arc-gen,7,6,4,3,0,4,3,6,8,1,4,0,1,1,4,0,4,3,4:0,4:3,4:0:4:3
66,arc-gen,7,9,1,9,0,2,5,5,9,2,3,0,1,1,9,1,9,1,9:1,9:1,9:1:9:1
66,arc-gen,7,10,1,9,0,2,6,5,9,2,2,0,0,1,9,1,1,1,9:1,1:1,9:1:1:1
66,arc-gen,7,11,1,9,0,2,7,5,9,2,1,0,1,1,9,1,1,1,9:1,1:1,9:1:1:1
66,arc-gen,7,12,1,0,1,2,8,5,9,2,0,0,0,1,0,1,1,0,0:1,1:0,0:1:1:0
66,arc-gen,8,9,1,9,0,3,5,5,9,1,3,1,1,1,1,1,0,1,1:1,0:1,1:1:0:1
66,arc-gen,8,10,1,9,0,3,6,5,9,1,2,1,0,1,1,1,1,1,1:1,1:1,1:1:1:1
66,arc-gen,8,11,1,9,0,3,7,5,9,1,1,1,1,1,1,1,1,1,1:1,1:1,1:1:1:1
66,arc-gen,8,12,1,0,1,3,8,5,9,1,0,1,0,1,1,1,1,0,1:1,1:0,1:1:1:0
66,arc-gen,9,9,1,9,0,4,5,5,9,0,3,0,1,1,1,0,0,1,1:0,0:1,1:0:0:1
66,arc-gen,9,10,1,0,1,4,6,5,9,0,2,0,0,1,1,0,1,1,1:0,1:1,1:0:1:1
66,arc-gen,9,11,1,0,1,4,7,5,9,0,1,0,1,1,1,0,1,1,1:0,1:1,1:0:1:1
66,arc-gen,9,12,1,0,1,4,8,5,9,0,0,0,0,1,1,0,1,0,1:0,1:0,1:0:1:0
67,arc-gen,5,4,3,0,1,1,0,7,9,5,8,1,0,1,0,3,0,3,0:3,0:3,0:3:0:3
67,arc-gen,5,5,3,0,1,1,1,7,9,5,7,1,1,1,0,3,3,3,0:3,3:3,0:3:3:3
67,arc-gen,5,6,3,7,0,1,2,7,9,5,6,1,0,1,7,3,3,3,7:3,3:3,7:3:3:3
67,arc-gen,5,7,3,7,0,1,3,7,9,5,5,1,1,1,7,3,3,7,7:3,3:7,7:3:3:7
67,arc-gen,6,4,3,0,1,2,0,7,9,4,8,0,0,1,3,3,0,3,3:3,0:3,3:3:0:3
67,arc-gen,6,5,3,0,1,2,1,7,9,4,7,0,1,1,3,3,3,3,3:3,3:3,3:3:3:3
67,arc-gen,6,6,3,0,1,2,2,7,9,4,6,0,0,1,3,3,3,3,3:3,3:3,3:3:3:3
67,arc-gen,6,7,3,0,1,2,3,7,9,4,5,0,1,1,3,3,3,7,3:3,3:7,3:3:3:7
67,arc-gen,7,4,3,0,1,3,0,7,9,3,8,1,0,1,3,3,0,3,3:3,0:3,3:3:0:3
67,arc-gen,7,5,3,0,1,3,1,7,9,3,7,1,1,1,3,3,3,3,3:3,3:3,3:3:3:3
67,arc-gen,7,6,3,0,1,3,2,7,9,3,6,1,0,1,3,3,3,3,3:3,3:3,3:3:3:3
67,arc-gen,7,7,3,0,1,3,3,7,9,3,5,1,1,1,3,3,3,0,3:3,3:0,3:3:3:0
67,arc-gen,8,4,3,0,1,4,0,7,9,2,8,0,0,1,3,0,0,3,3:0,0:3,3:0:0:3
67,arc-gen,8,5,3,0,1,4,1,7,9,2,7,0,1,1,3,0,3,3,3:0,3:3,3:0:3:3
67,arc-gen,8,6,3,0,1,4,2,7,9,2,6,0,0,1,3,0,3,3,3:0,3:3,3:0:3:3
67,arc-gen,8,7,3,7,0,4,3,7,9,2,5,0,1,1,3,0,3,7,3:0,3:7,3:0:3:7
68,arc-gen,4,6,2,5,0,2,4,8,8,5,3,0,0,1,5,2,5,2,5:2,5:2,5:2:5:2
68,arc-gen,4,7,2,5,0,2,5,8,8,5,2,0,1,1,5,2,2,2,5:2,2:2,5:2:2:2
68,arc-gen,4,8,2,5,0,2,6,8,8,5,1,0,0,1,5,2,2,2,5:2,2:2,5:2:2:2
68,arc-gen,4,9,2,0,1,2,7,8,8,5,0,0,1,1,0,2,2,0,0:2,2:0,0:2:2:0
68,arc-gen,5,6,2,5,0,3,4,8,8,4,3,1,0,1,2,2,5,2,2:2,5:2,2:2:5:2
68,arc-gen,5,7,2,5,0,3,5,8,8,4,2,1,1,1,2,2,2,2,2:2,2:2,2:2:2:2
68,arc-gen,5,8,2,5,0,3,6,8,8,4,1,1,0,1,2,2,2,2,2:2,2:2,2:2:2:2
68,arc-gen,5,9,2,5,0,3,7,8,8,4,0,1,1,1,2,2,2,0,2:2,2:0,2:2:2:0
68,arc-gen,6,6,2,0,1,4,4,8,8,3,3,0,0,1,2,2,0,2,2:2,0:2,2:2:0:2
68,arc-gen,6,7,2,5,0,4,5,8,8,3,2,0,1,1,2,2,2,2,2:2,2:2,2:2:2:2
68,arc-gen,6,8,2,5,0,4,6,8,8,3,1,0,0,1,2,2,2,2,2:2,2:2,2:2:2:2
68,arc-gen,6,9,2,5,0,4,7,8,8,3,0,0,1,1,2,2,2,0,2:2,2:0,2:2:2:0
68,arc-gen,7,6,2,5,0,5,4,8,8,2,3,1,0,1,2,0,5,2,2:0,5:2,2:0:5:2
68,arc-gen,7,7,2,5,0,5,5,8,8,2,2,1,1,1,2,5,2,2,2:5,2:2,2:5:2:2
68,arc-gen,7,8,2,0,1,5,6,8,8,2,1,1,0,1,2,0,2,2,2:0,2:2,2:0:2:2
68,arc-gen,7,9,2,5,0,5,7,8,8,2,0,1,1,1,2,0,2,0,2:0,2:0,2:0:2:0
69,arc-gen,4,0,4,0,1,2,0,7,9,4,8,0,0,1,0,4,-1,4,0:4,-1:4,0:4:-1:4
69,arc-gen,4,1,4,0,1,2,1,7,9,4,7,0,1,1,0,4,4,4,0:4,4:4,0:4:4:4
69,arc-gen,4,2,4,6,0,2,2,7,9,4,6,0,0,1,6,4,4,4,6:4,4:4,6:4:4:4
69,arc-gen,4,3,4,6,0,2,3,7,9,4,5,0,1,1,6,4,4,6,6:4,4:6,6:4:4:6
69,arc-gen,5,0,4,0,1,3,0,7,9,3,8,1,0,1,4,4,-1,4,4:4,-1:4,4:4:-1:4
69,arc-gen,5,1,4,0,1,3,1,7,9,3,7,1,1,1,4,4,4,4,4:4,4:4,4:4:4:4
69,arc-gen,5,2,4,6,0,3,2,7,9,3,6,1,0,1,4,4,4,4,4:4,4:4,4:4:4:4
69,arc-gen,5,3,4,6,0,3,3,7,9,3,5,1,1,1,4,4,4,6,4:4,4:6,4:4:4:6
69,arc-gen,6,0,4,0,1,4,0,7,9,2,8,0,0,1,4,4,-1,4,4:4,-1:4,4:4:-1:4
69,arc-gen,6,1,4,0,1,4,1,7,9,2,7,0,1,1,4,4,4,4,4:4,4:4,4:4:4:4
69,arc-gen,6,2,4,6,0,4,2,7,9,2,6,0,0,1,4,4,4,4,4:4,4:4,4:4:4:4
69,arc-gen,6,3,4,6,0,4,3,7,9,2,5,0,1,1,4,4,4,6,4:4,4:6,4:4:4:6
69,arc-gen,7,0,4,0,1,5,0,7,9,1,8,1,0,1,4,4,-1,4,4:4,-1:4,4:4:-1:4
69,arc-gen,7,1,4,0,1,5,1,7,9,1,7,1,1,1,4,4,4,4,4:4,4:4,4:4:4:4
69,arc-gen,7,2,4,6,0,5,2,7,9,1,6,1,0,1,4,4,4,4,4:4,4:4,4:4:4:4
69,arc-gen,7,3,4,0,1,5,3,7,9,1,5,1,1,1,4,4,4,0,4:4,4:0,4:4:4:0
69,arc-gen,8,0,4,0,1,6,0,7,9,0,8,0,0,1,4,0,-1,4,4:0,-1:4,4:0:-1:4
69,arc-gen,8,1,4,0,1,6,1,7,9,0,7,0,1,1,4,0,4,4,4:0,4:4,4:0:4:4
69,arc-gen,8,2,4,0,1,6,2,7,9,0,6,0,0,1,4,0,4,4,4:0,4:4,4:0:4:4
69,arc-gen,8,3,4,0,1,6,3,7,9,0,5,0,1,1,4,0,4,0,4:0,4:0,4:0:4:0
70,arc-gen,5,8,8,5,0,1,4,6,8,4,3,1,0,0,5,8,5,8,5:8,5:8,5:8:5:8
70,arc-gen,5,9,8,0,1,1,5,6,8,4,2,1,1,0,0,8,8,8,0:8,8:8,0:8:8:8
70,arc-gen,5,10,8,0,1,1,6,6,8,4,1,1,0,0,0,8,8,8,0:8,8:8,0:8:8:8
70,arc-gen,5,11,8,0,1,1,7,6,8,4,0,1,1,0,0,8,8,0,0:8,8:0,0:8:8:0
70,arc-gen,6,8,8,5,0,2,4,6,8,3,3,0,0,0,8,8,5,8,8:8,5:8,8:8:5:8
70,arc-gen,6,9,8,5,0,2,5,6,8,3,2,0,1,0,8,8,8,8,8:8,8:8,8:8:8:8
70,arc-gen,6,10,8,0,1,2,6,6,8,3,1,0,0,0,8,8,8,8,8:8,8:8,8:8:8:8
70,arc-gen,6,11,8,0,1,2,7,6,8,3,0,0,1,0,8,8,8,0,8:8,8:0,8:8:8:0
70,arc-gen,7,8,8,5,0,3,4,6,8,2,3,1,0,0,8,8,0,8,8:8,0:8,8:8:0:8
70,arc-gen,7,9,8,5,0,3,5,6,8,2,2,1,1,0,8,8,8,8,8:8,8:8,8:8:8:8
70,arc-gen,7,10,8,0,1,3,6,6,8,2,1,1,0,0,8,8,8,8,8:8,8:8,8:8:8:8
70,arc-gen,7,11,8,0,1,3,7,6,8,2,0,1,1,0,8,8,8,0,8:8,8:0,8:8:8:0
70,arc-gen,8,8,8,0,1,4,4,6,8,1,3,0,0,0,8,8,0,8,8:8,0:8,8:8:0:8
70,arc-gen,8,9,8,0,1,4,5,6,8,1,2,0,1,0,8,8,8,8,8:8,8:8,8:8:8:8
70,arc-gen,8,10,8,0,1,4,6,6,8,1,1,0,0,0,8,8,8,8,8:8,8:8,8:8:8:8
70,arc-gen,8,11,8,0,1,4,7,6,8,1,0,0,1,0,8,8,8,0,8:8,8:0,8:8:8:0
70,arc-gen,9,8,8,0,1,5,4,6,8,0,3,1,0,0,8,0,0,8,8:0,0:8,8:0:0:8
70,arc-gen,9,9,8,0,1,5,5,6,8,0,2,1,1,0,8,0,8,8,8:0,8:8,8:0:8:8
70,arc-gen,9,10,8,0,1,5,6,6,8,0,1,1,0,0,8,0,8,8,8:0,8:8,8:0:8:8
70,arc-gen,9,11,8,0,1,5,7,6,8,0,0,1,1,0,8,0,8,0,8:0,8:0,8:0:8:0
71,arc-gen,6,4,5,0,1,1,0,8,8,6,7,1,0,1,0,5,0,5,0:5,0:5,0:5:0:5
71,arc-gen,6,5,5,0,1,1,1,8,8,6,6,1,1,1,0,5,5,5,0:5,5:5,0:5:5:5
71,arc-gen,6,6,5,0,1,1,2,8,8,6,5,1,0,1,0,5,5,5,0:5,5:5,0:5:5:5
71,arc-gen,6,7,5,0,1,1,3,8,8,6,4,1,1,1,9,5,5,9,9:5,5:9,9:5:5:9
71,arc-gen,7,4,5,0,1,2,0,8,8,5,7,0,0,1,5,5,0,5,5:5,0:5,5:5:0:5
71,arc-gen,7,5,5,0,1,2,1,8,8,5,6,0,1,1,5,5,5,5,5:5,5:5,5:5:5:5
71,arc-gen,7,6,5,0,1,2,2,8,8,5,5,0,0,1,5,5,5,5,5:5,5:5,5:5:5:5
71,arc-gen,7,7,5,0,1,2,3,8,8,5,4,0,1,1,5,5,5,9,5:5,5:9,5:5:5:9
71,arc-gen,8,4,5,0,1,3,0,8,8,4,7,1,0,1,5,5,0,5,5:5,0:5,5:5:0:5
71,arc-gen,8,5,5,0,1,3,1,8,8,4,6,1,1,1,5,5,5,5,5:5,5:5,5:5:5:5
71,arc-gen,8,6,5,9,0,3,2,8,8,4,5,1,0,1,5,5,5,5,5:5,5:5,5:5:5:5
71,arc-gen,8,7,5,9,0,3,3,8,8,4,4,1,1,1,5,5,5,9,5:5,5:9,5:5:5:9
71,arc-gen,9,4,5,0,1,4,0,8,8,3,7,0,0,1,5,0,0,5,5:0,0:5,5:0:0:5
71,arc-gen,9,5,5,9,0,4,1,8,8,3,6,0,1,1,5,9,5,5,5:9,5:5,5:9:5:5
71,arc-gen,9,6,5,9,0,4,2,8,8,3,5,0,0,1,5,9,5,5,5:9,5:5,5:9:5:5
71,arc-gen,9,7,5,9,0,4,3,8,8,3,4,0,1,1,5,9,5,0,5:9,5:0,5:9:5:0
72,arc-gen,3,4,4,0,1,1,0,6,8,4,7,1,0,0,0,4,0,4,0:4,0:4,0:4:0:4
72,arc-gen,3,5,4,7,0,1,1,6,8,4,6,1,1,0,0,4,4,4,0:4,4:4,0:4:4:4
72,arc-gen,3,6,4,7,0,1,2,6,8,4,5,1,0,0,7,4,4,4,7:4,4:4,7:4:4:4
72,arc-gen,3,7,4,7,0,1,3,6,8,4,4,1,1,0,7,4,4,0,7:4,4:0,7:4:4:0
72,arc-gen,4,4,4,0,1,2,0,6,8,3,7,0,0,0,4,4,0,4,4:4,0:4,4:4:0:4
72,arc-gen,4,5,4,7,0,2,1,6,8,3,6,0,1,0,4,4,4,4,4:4,4:4,4:4:4:4
72,arc-gen,4,6,4,0,1,2,2,6,8,3,5,0,0,0,4,4,4,4,4:4,4:4,4:4:4:4
72,arc-gen,4,7,4,7,0,2,3,6,8,3,4,0,1,0,4,4,4,0,4:4,4:0,4:4:4:0
72,arc-gen,5,4,4,0,1,3,0,6,8,2,7,1,0,0,4,4,0,4,4:4,0:4,4:4:0:4
72,arc-gen,5,5,4,0,1,3,1,6,8,2,6,1,1,0,4,4,4,4,4:4,4:4,4:4:4:4
72,arc-gen,5,6,4,0,1,3,2,6,8,2,5,1,0,0,4,4,4,4,4:4,4:4,4:4:4:4
72,arc-gen,5,7,4,0,1,3,3,6,8,2,4,1,1,0,4,4,4,0,4:4,4:0,4:4:4:0
72,arc-gen,6,4,4,0,1,4,0,6,8,1,7,0,0,0,4,4,0,4,4:4,0:4,4:4:0:4
72,arc-gen,6,5,4,0,1,4,1,6,8,1,6,0,1,0,4,4,4,4,4:4,4:4,4:4:4:4
72,arc-gen,6,6,4,0,1,4,2,6,8,1,5,0,0,0,4,4,4,4,4:4,4:4,4:4:4:4
72,arc-gen,6,7,4,0,1,4,3,6,8,1,4,0,1,0,4,4,4,0,4:4,4:0,4:4:4:0
72,arc-gen,7,4,4,0,1,5,0,6,8,0,7,1,0,0,4,0,0,4,4:0,0:4,4:0:0:4
72,arc-gen,7,5,4,0,1,5,1,6,8,0,6,1,1,0,4,0,4,4,4:0,4:4,4:0:4:4
72,arc-gen,7,6,4,0,1,5,2,6,8,0,5,1,0,0,4,0,4,4,4:0,4:4,4:0:4:4
72,arc-gen,7,7,4,0,1,5,3,6,8,0,4,1,1,0,4,0,4,0,4:0,4:0,4:0:4:0
73,arc-gen,7,1,3,0,1,2,0,6,8,3,7,0,0,1,0,3,0,3,0:3,0:3,0:3:0:3
73,arc-gen,7,2,3,0,1,2,1,6,8,3,6,0,1,1,0,3,3,3,0:3,3:3,0:3:3:3
73,arc-gen,7,3,3,0,1,2,2,6,8,3,5,0,0,1,0,3,3,3,0:3,3:3,0:3:3:3
73,arc-gen,7,4,3,0,1,2,3,6,8,3,4,0,1,1,6,3,3,6,6:3,3:6,6:3:3:6
73,arc-gen,8,1,3,0,1,3,0,6,8,2,7,1,0,1,3,3,0,3,3:3,0:3,3:3:0:3
73,arc-gen,8,2,3,0,1,3,1,6,8,2,6,1,1,1,3,3,3,3,3:3,3:3,3:3:3:3
73,arc-gen,8,3,3,0,1,3,2,6,8,2,5,1,0,1,3,3,3,3,3:3,3:3,3:3:3:3
73,arc-gen,8,4,3,0,1,3,3,6,8,2,4,1,1,1,3,3,3,0,3:3,3:0,3:3:3:0
73,arc-gen,9,1,3,0,1,4,0,6,8,1,7,0,0,1,3,0,0,3,3:0,0:3,3:0:0:3
73,arc-gen,9,2,3,0,1,4,1,6,8,1,6,0,1,1,3,0,3,3,3:0,3:3,3:0:3:3
73,arc-gen,9,3,3,0,1,4,2,6,8,1,5,0,0,1,3,0,3,3,3:0,3:3,3:0:3:3
73,arc-gen,9,4,3,0,1,4,3,6,8,1,4,0,1,1,3,0,3,0,3:0,3:0,3:0:3:0
74,arc-gen,7,10,4,0,1,2,5,6,9,3,3,0,1,1,5,4,5,4,5:4,5:4,5:4:5:4
74,arc-gen,7,11,4,5,0,2,6,6,9,3,2,0,0,1,5,4,4,4,5:4,4:4,5:4:4:4
74,arc-gen,7,12,4,0,1,2,7,6,9,3,1,0,1,1,0,4,4,4,0:4,4:4,0:4:4:4
74,arc-gen,7,13,4,0,1,2,8,6,9,3,0,0,0,1,0,4,4,0,0:4,4:0,0:4:4:0
74,arc-gen,8,10,4,0,1,3,5,6,9,2,3,1,1,1,4,4,0,4,4:4,0:4,4:4:0:4
74,arc-gen,8,11,4,0,1,3,6,6,9,2,2,1,0,1,4,4,4,4,4:4,4:4,4:4:4:4
74,arc-gen,8,12,4,0,1,3,7,6,9,2,1,1,1,1,4,4,4,4,4:4,4:4,4:4:4:4
74,arc-gen,8,13,4,0,1,3,8,6,9,2,0,1,0,1,4,4,4,0,4:4,4:0,4:4:4:0
74,arc-gen,9,10,4,0,1,4,5,6,9,1,3,0,1,1,4,0,5,4,4:0,5:4,4:0:5:4
74,arc-gen,9,11,4,0,1,4,6,6,9,1,2,0,0,1,4,0,4,4,4:0,4:4,4:0:4:4
74,arc-gen,9,12,4,0,1,4,7,6,9,1,1,0,1,1,4,0,4,4,4:0,4:4,4:0:4:4
74,arc-gen,9,13,4,0,1,4,8,6,9,1,0,0,0,1,4,0,4,0,4:0,4:0,4:0:4:0
75,arc-gen,6,2,4,0,1,1,0,6,9,4,8,1,0,1,0,4,0,4,0:4,0:4,0:4:0:4
75,arc-gen,6,3,4,3,0,1,1,6,9,4,7,1,1,1,3,4,4,4,3:4,4:4,3:4:4:4
75,arc-gen,6,4,4,3,0,1,2,6,9,4,6,1,0,1,3,4,4,4,3:4,4:4,3:4:4:4
75,arc-gen,6,5,4,3,0,1,3,6,9,4,5,1,1,1,3,4,4,3,3:4,4:3,3:4:4:3
75,arc-gen,7,2,4,0,1,2,0,6,9,3,8,0,0,1,4,4,0,4,4:4,0:4,4:4:0:4
75,arc-gen,7,3,4,0,1,2,1,6,9,3,7,0,1,1,4,4,4,4,4:4,4:4,4:4:4:4
75,arc-gen,7,4,4,3,0,2,2,6,9,3,6,0,0,1,4,4,4,4,4:4,4:4,4:4:4:4
75,arc-gen,7,5,4,3,0,2,3,6,9,3,5,0,1,1,4,4,4,3,4:4,4:3,4:4:4:3
75,arc-gen,8,2,4,0,1,3,0,6,9,2,8,1,0,1,4,4,0,4,4:4,0:4,4:4:0:4
75,arc-gen,8,3,4,3,0,3,1,6,9,2,7,1,1,1,4,4,4,4,4:4,4:4,4:4:4:4
75,arc-gen,8,4,4,3,0,3,2,6,9,2,6,1,0,1,4,4,4,4,4:4,4:4,4:4:4:4
75,arc-gen,8,5,4,3,0,3,3,6,9,2,5,1,1,1,4,4,4,0,4:4,4:0,4:4:4:0
75,arc-gen,9,2,4,0,1,4,0,6,9,1,8,0,0,1,4,0,0,4,4:0,0:4,4:0:0:4
75,arc-gen,9,3,4,3,0,4,1,6,9,1,7,0,1,1,4,3,4,4,4:3,4:4,4:3:4:4
75,arc-gen,9,4,4,3,0,4,2,6,9,1,6,0,0,1,4,0,4,4,4:0,4:4,4:0:4:4
75,arc-gen,9,5,4,3,0,4,3,6,9,1,5,0,1,1,4,3,4,3,4:3,4:3,4:3:4:3
76,arc-gen,7,10,6,2,0,2,5,7,9,4,3,0,1,1,2,6,2,6,2:6,2:6,2:6:2:6
76,arc-gen,7,11,6,2,0,2,6,7,9,4,2,0,0,1,2,6,6,6,2:6,6:6,2:6:6:6
76,arc-gen,7,12,6,2,0,2,7,7,9,4,1,0,1,1,0,6,6,6,0:6,6:6,0:6:6:6
76,arc-gen,7,13,6,0,1,2,8,7,9,4,0,0,0,1,0,6,6,0,0:6,6:0,0:6:6:0
76,arc-gen,8,10,6,2,0,3,5,7,9,3,3,1,1,1,6,6,2,6,6:6,2:6,6:6:2:6
76,arc-gen,8,11,6,0,1,3,6,7,9,3,2,1,0,1,6,6,6,6,6:6,6:6,6:6:6:6
76,arc-gen,8,12,6,2,0,3,7,7,9,3,1,1,1,1,6,6,6,6,6:6,6:6,6:6:6:6
76,arc-gen,8,13,6,0,1,3,8,7,9,3,0,1,0,1,6,6,6,0,6:6,6:0,6:6:6:0
76,arc-gen,9,10,6,2,0,4,5,7,9,2,3,0,1,1,6,6,2,6,6:6,2:6,6:6:2:6
76,arc-gen,9,11,6,0,1,4,6,7,9,2,2,0,0,1,6,6,6,6,6:6,6:6,6:6:6:6
76,arc-gen,9,12,6,0,1,4,7,7,9,2,1,0,1,1,6,6,6,6,6:6,6:6,6:6:6:6
76,arc-gen,9,13,6,0,1,4,8,7,9,2,0,0,0,1,6,6,6,0,6:6,6:0,6:6:6:0
76,arc-gen,10,10,6,0,1,5,5,7,9,1,3,1,1,1,6,6,2,6,6:6,2:6,6:6:2:6
76,arc-gen,10,11,6,0,1,5,6,7,9,1,2,1,0,1,6,6,6,6,6:6,6:6,6:6:6:6
76,arc-gen,10,12,6,0,1,5,7,7,9,1,1,1,1,1,6,6,6,6,6:6,6:6,6:6:6:6
76,arc-gen,10,13,6,0,1,5,8,7,9,1,0,1,0,1,6,6,6,0,6:6,6:0,6:6:6:0
76,arc-gen,11,10,6,0,1,6,5,7,9,0,3,0,1,1,6,0,0,6,6:0,0:6,6:0:0:6
76,arc-gen,11,11,6,0,1,6,6,7,9,0,2,0,0,1,6,0,6,6,6:0,6:6,6:0:6:6
76,arc-gen,11,12,6,0,1,6,7,7,9,0,1,0,1,1,6,0,6,6,6:0,6:6,6:0:6:6
76,arc-gen,11,13,6,0,1,6,8,7,9,0,0,0,0,1,6,0,6,0,6:0,6:0,6:0:6:0
77,arc-gen,6,5,9,4,0,1,0,5,8,3,7,1,0,1,4,9,0,9,4:9,0:9,4:9:0:9
77,arc-gen,6,6,9,4,0,1,1,5,8,3,6,1,1,1,4,9,9,9,4:9,9:9,4:9:9:9
77,arc-gen,6,7,9,4,0,1,2,5,8,3,5,1,0,1,4,9,9,9,4:9,9:9,4:9:9:9
77,arc-gen,6,8,9,4,0,1,3,5,8,3,4,1,1,1,4,9,9,4,4:9,9:4,4:9:9:4
77,arc-gen,7,5,9,4,0,2,0,5,8,2,7,0,0,1,9,9,0,9,9:9,0:9,9:9:0:9
77,arc-gen,7,6,9,4,0,2,1,5,8,2,6,0,1,1,9,9,9,9,9:9,9:9,9:9:9:9
77,arc-gen,7,7,9,4,0,2,2,5,8,2,5,0,0,1,9,9,9,9,9:9,9:9,9:9:9:9
77,arc-gen,7,8,9,4,0,2,3,5,8,2,4,0,1,1,9,9,9,4,9:9,9:4,9:9:9:4
77,arc-gen,8,5,9,4,0,3,0,5,8,1,7,1,0,1,9,9,0,9,9:9,0:9,9:9:0:9
77,arc-gen,8,6,9,4,0,3,1,5,8,1,6,1,1,1,9,9,9,9,9:9,9:9,9:9:9:9
77,arc-gen,8,7,9,4,0,3,2,5,8,1,5,1,0,1,9,9,9,9,9:9,9:9,9:9:9:9
77,arc-gen,8,8,9,0,1,3,3,5,8,1,4,1,1,1,9,9,9,0,9:9,9:0,9:9:9:0
77,arc-gen,9,5,9,0,1,4,0,5,8,0,7,0,0,1,9,0,0,9,9:0,0:9,9:0:0:9
77,arc-gen,9,6,9,4,0,4,1,5,8,0,6,0,1,1,9,0,9,9,9:0,9:9,9:0:9:9
77,arc-gen,9,7,9,4,0,4,2,5,8,0,5,0,0,1,9,0,9,9,9:0,9:9,9:0:9:9
77,arc-gen,9,8,9,0,1,4,3,5,8,0,4,0,1,1,9,0,9,0,9:0,9:0,9:0:9:0
78,arc-gen,4,5,9,0,1,1,0,4,8,2,7,1,0,1,8,9,0,9,8:9,0:9,8:9:0:9
78,arc-gen,4,6,9,8,0,1,1,4,8,2,6,1,1,1,8,9,9,9,8:9,9:9,8:9:9:9
78,arc-gen,4,7,9,8,0,1,2,4,8,2,5,1,0,1,8,9,9,9,8:9,9:9,8:9:9:9
78,arc-gen,4,8,9,8,0,1,3,4,8,2,4,1,1,1,8,9,9,8,8:9,9:8,8:9:9:8
78,arc-gen,5,5,9,8,0,2,0,4,8,1,7,0,0,1,9,9,0,9,9:9,0:9,9:9:0:9
78,arc-gen,5,6,9,8,0,2,1,4,8,1,6,0,1,1,9,9,9,9,9:9,9:9,9:9:9:9
78,arc-gen,5,7,9,0,1,2,2,4,8,1,5,0,0,1,9,9,9,9,9:9,9:9,9:9:9:9
78,arc-gen,5,8,9,8,0,2,3,4,8,1,4,0,1,1,9,9,9,8,9:9,9:8,9:9:9:8
78,arc-gen,6,5,9,0,1,3,0,4,8,0,7,1,0,1,9,0,0,9,9:0,0:9,9:0:0:9
78,arc-gen,6,6,9,0,1,3,1,4,8,0,6,1,1,1,9,0,9,9,9:0,9:9,9:0:9:9
78,arc-gen,6,7,9,0,1,3,2,4,8,0,5,1,0,1,9,0,9,9,9:0,9:9,9:0:9:9
78,arc-gen,6,8,9,0,1,3,3,4,8,0,4,1,1,1,9,0,9,0,9:0,9:0,9:0:9:0
79,arc-gen,4,9,6,9,0,2,4,6,8,3,3,0,0,1,9,6,9,6,9:6,9:6,9:6:9:6
79,arc-gen,4,10,6,9,0,2,5,6,8,3,2,0,1,1,9,6,6,6,9:6,6:6,9:6:6:6
79,arc-gen,4,11,6,9,0,2,6,6,8,3,1,0,0,1,9,6,6,6,9:6,6:6,9:6:6:6
79,arc-gen,4,12,6,9,0,2,7,6,8,3,0,0,1,1,9,6,6,0,9:6,6:0,9:6:6:0
79,arc-gen,5,9,6,0,1,3,4,6,8,2,3,1,0,1,6,6,0,6,6:6,0:6,6:6:0:6
79,arc-gen,5,10,6,0,1,3,5,6,8,2,2,1,1,1,6,6,6,6,6:6,6:6,6:6:6:6
79,arc-gen,5,11,6,9,0,3,6,6,8,2,1,1,0,1,6,6,6,6,6:6,6:6,6:6:6:6
79,arc-gen,5,12,6,0,1,3,7,6,8,2,0,1,1,1,6,6,6,0,6:6,6:0,6:6:6:0
79,arc-gen,6,9,6,0,1,4,4,6,8,1,3,0,0,1,6,6,0,6,6:6,0:6,6:6:0:6
79,arc-gen,6,10,6,0,1,4,5,6,8,1,2,0,1,1,6,6,6,6,6:6,6:6,6:6:6:6
79,arc-gen,6,11,6,0,1,4,6,6,8,1,1,0,0,1,6,6,6,6,6:6,6:6,6:6:6:6
79,arc-gen,6,12,6,0,1,4,7,6,8,1,0,0,1,1,6,6,6,0,6:6,6:0,6:6:6:0
79,arc-gen,7,9,6,0,1,5,4,6,8,0,3,1,0,1,6,0,0,6,6:0,0:6,6:0:0:6
79,arc-gen,7,10,6,0,1,5,5,6,8,0,2,1,1,1,6,0,6,6,6:0,6:6,6:0:6:6
79,arc-gen,7,11,6,0,1,5,6,6,8,0,1,1,0,1,6,0,6,6,6:0,6:6,6:0:6:6
