task_id,route,baseline_cost,node_index,node_name,op_type,input_count,output_count,profile_hits,is_target_op
275,crop_or_resize,83879,177,safe_name_203,Gather,2,1,1,True
275,crop_or_resize,83879,178,safe_name_204,Sum,2,1,1,False
275,crop_or_resize,83879,179,safe_name_205,Reshape,2,1,1,False
275,crop_or_resize,83879,180,safe_name_206,Mul,2,1,1,False
275,crop_or_resize,83879,181,safe_name_207,MatMul,2,1,1,True
275,crop_or_resize,83879,182,safe_name_208,Reshape,2,1,1,False
275,crop_or_resize,83879,183,safe_name_209,Transpose,1,1,1,False
275,crop_or_resize,83879,184,safe_name_210,Reshape,2,1,1,False
275,crop_or_resize,83879,185,safe_name_211,Gather,2,1,1,True
275,crop_or_resize,83879,186,safe_name_212,Gather,2,1,1,True
275,crop_or_resize,83879,187,safe_name_213,Sum,2,1,1,False
275,crop_or_resize,83879,188,safe_name_214,Gather,2,1,1,True
275,crop_or_resize,83879,189,safe_name_215,Gather,2,1,1,True
275,crop_or_resize,83879,190,safe_name_216,ReduceSum,1,1,1,False
275,crop_or_resize,83879,191,safe_name_217,ReduceSum,1,1,1,False
275,crop_or_resize,83879,192,safe_name_218,Sub,2,1,1,False
275,crop_or_resize,83879,193,safe_name_219,Mul,2,1,1,False
275,crop_or_resize,83879,194,safe_name_220,Less,2,1,1,False
275,crop_or_resize,83879,195,safe_name_221,Greater,2,1,1,False
275,crop_or_resize,83879,196,safe_name_222,And,2,1,1,False
275,crop_or_resize,83879,197,safe_name_223,And,2,1,1,False
275,crop_or_resize,83879,198,safe_name_224,Cast,1,1,0,False
275,crop_or_resize,83879,199,safe_name_225,Reshape,2,1,1,False
275,crop_or_resize,83879,200,safe_name_226,Gather,2,1,1,True
275,crop_or_resize,83879,201,safe_name_227,Gather,2,1,1,True
275,crop_or_resize,83879,202,safe_name_228,Sum,2,1,1,False
275,crop_or_resize,83879,203,safe_name_229,Reshape,2,1,1,False
275,crop_or_resize,83879,204,safe_name_230,Mul,2,1,1,False
275,crop_or_resize,83879,205,safe_name_231,MatMul,2,1,1,True
275,crop_or_resize,83879,206,safe_name_232,Reshape,2,1,1,False
275,crop_or_resize,83879,207,safe_name_233,Transpose,1,1,1,False
275,crop_or_resize,83879,208,safe_name_234,Reshape,2,1,1,False
275,crop_or_resize,83879,209,safe_name_235,Gather,2,1,1,True
275,crop_or_resize,83879,210,safe_name_236,Gather,2,1,1,True
275,crop_or_resize,83879,211,safe_name_237,Sum,2,1,1,False
275,crop_or_resize,83879,212,safe_name_238,Reshape,2,1,1,False
275,crop_or_resize,83879,213,safe_name_239,Mul,2,1,1,False
275,crop_or_resize,83879,214,safe_name_240,MatMul,2,1,1,True
275,crop_or_resize,83879,215,safe_name_241,Reshape,2,1,1,False
275,crop_or_resize,83879,216,safe_name_242,Transpose,1,1,1,False
275,crop_or_resize,83879,217,safe_name_243,Reshape,2,1,1,False
275,crop_or_resize,83879,218,safe_name_244,Gather,2,1,1,True
275,crop_or_resize,83879,219,safe_name_245,Gather,2,1,1,True
275,crop_or_resize,83879,220,safe_name_246,Sum,2,1,1,False
275,crop_or_resize,83879,221,safe_name_247,Reshape,2,1,1,False
275,crop_or_resize,83879,222,safe_name_248,Mul,2,1,1,False
275,crop_or_resize,83879,223,safe_name_249,MatMul,2,1,1,True
275,crop_or_resize,83879,224,safe_name_250,Reshape,2,1,1,False
275,crop_or_resize,83879,225,safe_name_251,Transpose,1,1,1,False
275,crop_or_resize,83879,226,safe_name_252,Reshape,2,1,1,False
275,crop_or_resize,83879,227,safe_name_253,Gather,2,1,1,True
275,crop_or_resize,83879,228,safe_name_254,Gather,2,1,1,True
275,crop_or_resize,83879,229,safe_name_255,Sum,2,1,1,False
275,crop_or_resize,83879,230,safe_name_256,Reshape,2,1,1,False
275,crop_or_resize,83879,231,safe_name_257,Mul,2,1,1,False
275,crop_or_resize,83879,232,safe_name_258,MatMul,2,1,1,True
275,crop_or_resize,83879,233,safe_name_259,Reshape,2,1,1,False
275,crop_or_resize,83879,234,safe_name_260,Transpose,1,1,1,False
275,crop_or_resize,83879,235,safe_name_261,Reshape,2,1,1,False
275,crop_or_resize,83879,236,safe_name_262,Sum,2,1,1,False
275,crop_or_resize,83879,237,safe_name_263,Mul,2,1,1,False
275,crop_or_resize,83879,238,safe_name_264,Sum,2,1,1,False
275,crop_or_resize,83879,239,safe_name_265,Mul,2,1,1,False
275,crop_or_resize,83879,240,safe_name_266,Sum,2,1,1,False
275,crop_or_resize,83879,241,safe_name_267,Sum,4,1,1,False
275,crop_or_resize,83879,242,safe_name_268,Pad,1,1,1,False
275,crop_or_resize,83879,243,safe_name_269,Sum,4,1,1,False
275,crop_or_resize,83879,244,safe_name_270,Pad,1,1,1,False
275,crop_or_resize,83879,245,safe_name_271,Sum,4,1,1,False
275,crop_or_resize,83879,246,safe_name_272,Pad,1,1,1,False
275,crop_or_resize,83879,247,safe_name_273,Sum,4,1,1,False
275,crop_or_resize,83879,248,safe_name_274,Pad,1,1,1,False
275,crop_or_resize,83879,249,safe_name_275,Sum,16,1,1,False
275,crop_or_resize,83879,250,safe_name_276,Pad,1,1,1,False
275,crop_or_resize,83879,251,safe_name_277,Sub,2,1,1,False
275,crop_or_resize,83879,252,output,Concat,10,1,1,False
313,sparse_edit_or_object_completion,83572,0,safe_name_12,Cast,1,1,1,False
313,sparse_edit_or_object_completion,83572,1,safe_name_13,Conv,2,1,1,True
313,sparse_edit_or_object_completion,83572,2,safe_name_14,Squeeze,1,1,1,False
313,sparse_edit_or_object_completion,83572,3,safe_name_15,Greater,2,1,1,False
313,sparse_edit_or_object_completion,83572,4,safe_name_16,Cast,1,1,1,False
313,sparse_edit_or_object_completion,83572,5,safe_name_17,ReduceMax,1,1,1,False
313,sparse_edit_or_object_completion,83572,6,safe_name_18,ReduceMax,1,1,1,False
313,sparse_edit_or_object_completion,83572,7,safe_name_19,Reshape,2,1,1,False
313,sparse_edit_or_object_completion,83572,8,safe_name_20,Cast,1,1,1,False
313,sparse_edit_or_object_completion,83572,9,safe_name_21,Cast,1,1,1,False
313,sparse_edit_or_object_completion,83572,10,safe_name_22,Sub,2,1,1,False
313,sparse_edit_or_object_completion,83572,11,safe_name_23,Sub,2,1,1,False
313,sparse_edit_or_object_completion,83572,12,safe_name_24,Mul,2,1,1,False
313,sparse_edit_or_object_completion,83572,13,safe_name_25,Mul,2,1,1,False
313,sparse_edit_or_object_completion,83572,14,safe_name_26,Add,2,1,1,False
313,sparse_edit_or_object_completion,83572,15,safe_name_27,Add,2,1,1,False
313,sparse_edit_or_object_completion,83572,16,safe_name_28,ReduceMin,1,1,1,False
313,sparse_edit_or_object_completion,83572,17,safe_name_29,ReduceMin,1,1,1,False
313,sparse_edit_or_object_completion,83572,18,safe_name_30,Mul,2,1,1,False
313,sparse_edit_or_object_completion,83572,19,safe_name_31,Mul,2,1,1,False
313,sparse_edit_or_object_completion,83572,20,safe_name_32,ReduceMax,1,1,1,False
313,sparse_edit_or_object_completion,83572,21,safe_name_33,ReduceMax,1,1,1,False
313,sparse_edit_or_object_completion,83572,22,safe_name_34,Sub,2,1,1,False
313,sparse_edit_or_object_completion,83572,23,safe_name_35,Sub,2,1,1,False
313,sparse_edit_or_object_completion,83572,24,safe_name_36,Add,2,1,1,False
313,sparse_edit_or_object_completion,83572,25,safe_name_37,Add,2,1,1,False
313,sparse_edit_or_object_completion,83572,26,safe_name_38,Greater,2,1,1,False
313,sparse_edit_or_object_completion,83572,27,safe_name_39,Where,3,1,1,True
313,sparse_edit_or_object_completion,83572,28,safe_name_40,Add,2,1,1,False
313,sparse_edit_or_object_completion,83572,29,safe_name_41,Gather,2,1,1,True
313,sparse_edit_or_object_completion,83572,30,safe_name_42,Less,2,1,1,False
313,sparse_edit_or_object_completion,83572,31,safe_name_43,Less,2,1,1,False
313,sparse_edit_or_object_completion,83572,32,safe_name_44,And,2,1,1,False
313,sparse_edit_or_object_completion,83572,33,output,Where,3,1,1,True
158,sparse_edit_or_object_completion,81918,0,safe_name_7,Reshape,2,1,1,False
158,sparse_edit_or_object_completion,81918,1,safe_name_8,Gather,2,1,1,True
158,sparse_edit_or_object_completion,81918,2,safe_name_9,Sub,2,1,1,False
158,sparse_edit_or_object_completion,81918,3,safe_name_10,Mul,2,1,1,False
158,sparse_edit_or_object_completion,81918,4,safe_name_11,ReduceSum,1,1,1,False
158,sparse_edit_or_object_completion,81918,5,safe_name_12,Less,2,1,1,False
158,sparse_edit_or_object_completion,81918,6,safe_name_13,Cast,1,1,1,False
158,sparse_edit_or_object_completion,81918,7,safe_name_14,Unsqueeze,1,1,1,False
158,sparse_edit_or_object_completion,81918,8,safe_name_15,MatMul,2,1,1,True
158,sparse_edit_or_object_completion,81918,9,safe_name_16,Cast,1,1,1,False
158,sparse_edit_or_object_completion,81918,10,safe_name_17,MatMul,2,1,1,True
158,sparse_edit_or_object_completion,81918,11,safe_name_18,ScatterElements,3,1,1,True
158,sparse_edit_or_object_completion,81918,12,output,Reshape,2,1,1,False
234,sparse_edit_or_object_completion,81703,0,safe_name_14,Cast,1,1,1,False
234,sparse_edit_or_object_completion,81703,1,safe_name_15,Slice,4,1,1,True
234,sparse_edit_or_object_completion,81703,2,safe_name_16,ReduceSum,2,1,1,False
234,sparse_edit_or_object_completion,81703,3,safe_name_17,ReduceSum,2,1,1,False
234,sparse_edit_or_object_completion,81703,4,safe_name_18,ReduceSum,2,1,1,False
234,sparse_edit_or_object_completion,81703,5,safe_name_19,Greater,2,1,1,False
234,sparse_edit_or_object_completion,81703,6,safe_name_20,Greater,2,1,1,False
234,sparse_edit_or_object_completion,81703,7,safe_name_21,Greater,2,1,1,False
234,sparse_edit_or_object_completion,81703,8,safe_name_22,Greater,2,1,1,False
234,sparse_edit_or_object_completion,81703,9,safe_name_23,Cast,1,1,0,False
234,sparse_edit_or_object_completion,81703,10,safe_name_24,Cast,1,1,0,False
234,sparse_edit_or_object_completion,81703,11,safe_name_25,ReduceSum,2,1,1,False
234,sparse_edit_or_object_completion,81703,12,safe_name_26,ReduceSum,2,1,1,False
234,sparse_edit_or_object_completion,81703,13,safe_name_27,Greater,2,1,1,False
234,sparse_edit_or_object_completion,81703,14,safe_name_28,Where,3,1,1,True
234,sparse_edit_or_object_completion,81703,15,safe_name_29,Where,3,1,1,True
234,sparse_edit_or_object_completion,81703,16,safe_name_30,Where,3,1,1,True
234,sparse_edit_or_object_completion,81703,17,safe_name_31,Where,3,1,1,True
234,sparse_edit_or_object_completion,81703,18,safe_name_32,Where,3,1,1,True
234,sparse_edit_or_object_completion,81703,19,safe_name_33,Where,3,1,1,True
234,sparse_edit_or_object_completion,81703,20,safe_name_34,Where,3,1,1,True
234,sparse_edit_or_object_completion,81703,21,safe_name_35,Where,3,1,1,True
234,sparse_edit_or_object_completion,81703,22,safe_name_36,ReduceMin,1,1,1,False
234,sparse_edit_or_object_completion,81703,23,safe_name_37,ReduceMax,1,1,1,False
234,sparse_edit_or_object_completion,81703,24,safe_name_38,ReduceMin,1,1,1,False
234,sparse_edit_or_object_completion,81703,25,safe_name_39,ReduceMax,1,1,1,False
234,sparse_edit_or_object_completion,81703,26,safe_name_40,ReduceMin,1,1,1,False
234,sparse_edit_or_object_completion,81703,27,safe_name_41,ReduceMax,1,1,1,False
234,sparse_edit_or_object_completion,81703,28,safe_name_42,ReduceMin,1,1,1,False
234,sparse_edit_or_object_completion,81703,29,safe_name_43,ReduceMax,1,1,1,False
234,sparse_edit_or_object_completion,81703,30,safe_name_44,Less,2,1,1,False
234,sparse_edit_or_object_completion,81703,31,safe_name_45,Greater,2,1,1,False
234,sparse_edit_or_object_completion,81703,32,safe_name_46,Less,2,1,1,False
234,sparse_edit_or_object_completion,81703,33,safe_name_47,Greater,2,1,1,False
234,sparse_edit_or_object_completion,81703,34,safe_name_48,Sub,2,1,1,False
234,sparse_edit_or_object_completion,81703,35,safe_name_49,Add,2,1,1,False
234,sparse_edit_or_object_completion,81703,36,safe_name_50,Where,3,1,1,True
234,sparse_edit_or_object_completion,81703,37,safe_name_51,Where,3,1,1,True
234,sparse_edit_or_object_completion,81703,38,safe_name_52,Add,2,1,1,False
234,sparse_edit_or_object_completion,81703,39,safe_name_53,Sub,2,1,1,False
234,sparse_edit_or_object_completion,81703,40,safe_name_54,Sub,2,1,1,False
234,sparse_edit_or_object_completion,81703,41,safe_name_55,Add,2,1,1,False
234,sparse_edit_or_object_completion,81703,42,safe_name_56,Where,3,1,1,True
234,sparse_edit_or_object_completion,81703,43,safe_name_57,Where,3,1,1,True
234,sparse_edit_or_object_completion,81703,44,safe_name_58,Add,2,1,1,False
234,sparse_edit_or_object_completion,81703,45,safe_name_59,Sub,2,1,1,False
234,sparse_edit_or_object_completion,81703,46,safe_name_60,GreaterOrEqual,2,1,0,False
234,sparse_edit_or_object_completion,81703,47,safe_name_61,LessOrEqual,2,1,0,False
234,sparse_edit_or_object_completion,81703,48,safe_name_62,And,2,1,1,False
234,sparse_edit_or_object_completion,81703,49,safe_name_63,GreaterOrEqual,2,1,0,False
234,sparse_edit_or_object_completion,81703,50,safe_name_64,LessOrEqual,2,1,0,False
234,sparse_edit_or_object_completion,81703,51,safe_name_65,And,2,1,1,False
234,sparse_edit_or_object_completion,81703,52,safe_name_66,And,2,1,1,False
234,sparse_edit_or_object_completion,81703,53,safe_name_67,And,2,1,1,False
234,sparse_edit_or_object_completion,81703,54,safe_name_68,Cast,1,1,1,False
234,sparse_edit_or_object_completion,81703,55,safe_name_69,ReduceSum,2,1,1,False
234,sparse_edit_or_object_completion,81703,56,safe_name_70,Sub,2,1,1,False
234,sparse_edit_or_object_completion,81703,57,output,Concat,2,1,1,False
19,crop_or_resize,81346,0,safe_name_13,Cast,1,1,1,False
19,crop_or_resize,81346,1,safe_name_14,ReduceSum,2,1,1,False
19,crop_or_resize,81346,2,safe_name_15,ReduceMax,1,1,1,False
19,crop_or_resize,81346,3,safe_name_16,ReduceMax,1,1,1,False
19,crop_or_resize,81346,4,safe_name_17,ReduceSum,2,1,1,False
19,crop_or_resize,81346,5,safe_name_18,ReduceSum,2,1,1,False
19,crop_or_resize,81346,6,safe_name_19,Cast,1,1,1,False
19,crop_or_resize,81346,7,safe_name_20,Cast,1,1,1,False
19,crop_or_resize,81346,8,safe_name_21,Mod,2,1,1,False
19,crop_or_resize,81346,9,safe_name_22,Mod,2,1,1,False
19,crop_or_resize,81346,10,safe_name_23,Add,2,1,1,False
19,crop_or_resize,81346,11,safe_name_24,Add,2,1,1,False
19,crop_or_resize,81346,12,safe_name_25,Less,2,1,1,False
19,crop_or_resize,81346,13,safe_name_26,Less,2,1,1,False
19,crop_or_resize,81346,14,safe_name_27,Where,3,1,1,True
19,crop_or_resize,81346,15,safe_name_28,Where,3,1,1,True
19,crop_or_resize,81346,16,safe_name_29,Gather,2,1,1,True
19,crop_or_resize,81346,17,safe_name_30,Gather,2,1,1,True
19,crop_or_resize,81346,18,safe_name_31,Slice,4,1,1,True
19,crop_or_resize,81346,19,safe_name_32,ReduceSum,2,1,1,False
19,crop_or_resize,81346,20,safe_name_33,Sub,2,1,1,False
19,crop_or_resize,81346,21,safe_name_34,Conv,2,1,1,True
19,crop_or_resize,81346,22,safe_name_35,Greater,2,1,1,False
19,crop_or_resize,81346,23,safe_name_36,Greater,2,1,1,False
19,crop_or_resize,81346,24,safe_name_37,And,2,1,1,False
19,crop_or_resize,81346,25,safe_name_38,Cast,1,1,0,False
19,crop_or_resize,81346,26,safe_name_39,Sub,2,1,1,False
19,crop_or_resize,81346,27,safe_name_40,Slice,4,1,1,True
19,crop_or_resize,81346,28,safe_name_41,Add,2,1,1,False
19,crop_or_resize,81346,29,safe_name_42,Concat,2,1,1,False
19,crop_or_resize,81346,30,safe_name_43,Squeeze,2,1,1,False
19,crop_or_resize,81346,31,output,ScatterND,3,1,1,True
9,sparse_edit_or_object_completion,81241,0,safe_name_6,Cast,1,1,1,False
9,sparse_edit_or_object_completion,81241,1,safe_name_7,GatherND,2,1,1,False
9,sparse_edit_or_object_completion,81241,2,safe_name_8,Reshape,2,1,1,False
9,sparse_edit_or_object_completion,81241,3,safe_name_9,MatMul,2,1,1,True
9,sparse_edit_or_object_completion,81241,4,safe_name_10,MatMul,2,1,1,True
9,sparse_edit_or_object_completion,81241,5,safe_name_11,Greater,2,1,1,False
9,sparse_edit_or_object_completion,81241,6,safe_name_12,Greater,2,1,1,False
9,sparse_edit_or_object_completion,81241,7,safe_name_13,And,2,1,1,False
9,sparse_edit_or_object_completion,81241,8,safe_name_14,Transpose,1,1,1,False
9,sparse_edit_or_object_completion,81241,9,safe_name_15,MatMul,2,1,1,True
9,sparse_edit_or_object_completion,81241,10,safe_name_16,MatMul,2,1,1,True
9,sparse_edit_or_object_completion,81241,11,safe_name_17,Greater,2,1,1,False
9,sparse_edit_or_object_completion,81241,12,safe_name_18,Greater,2,1,1,False
9,sparse_edit_or_object_completion,81241,13,safe_name_19,And,2,1,1,False
9,sparse_edit_or_object_completion,81241,14,safe_name_20,Transpose,1,1,1,False
9,sparse_edit_or_object_completion,81241,15,safe_name_21,Or,2,1,1,False
9,sparse_edit_or_object_completion,81241,16,safe_name_22,Cast,1,1,0,False
9,sparse_edit_or_object_completion,81241,17,safe_name_23,ConvTranspose,2,1,1,False
9,sparse_edit_or_object_completion,81241,18,safe_name_24,ReduceMax,1,1,1,False
9,sparse_edit_or_object_completion,81241,19,safe_name_25,Neg,1,1,1,False
9,sparse_edit_or_object_completion,81241,20,safe_name_26,Concat,2,1,1,False
9,sparse_edit_or_object_completion,81241,21,output,Sum,2,1,1,False
285,sparse_edit_or_object_completion,81220,0,safe_name_7,Reshape,2,1,1,False
285,sparse_edit_or_object_completion,81220,1,safe_name_8,Gather,2,1,1,True
285,sparse_edit_or_object_completion,81220,2,safe_name_9,Sub,2,1,1,False
285,sparse_edit_or_object_completion,81220,3,safe_name_10,Mul,2,1,1,False
285,sparse_edit_or_object_completion,81220,4,safe_name_11,ReduceSum,1,1,1,False
285,sparse_edit_or_object_completion,81220,5,safe_name_12,Less,2,1,1,False
285,sparse_edit_or_object_completion,81220,6,safe_name_13,Cast,1,1,1,False
285,sparse_edit_or_object_completion,81220,7,safe_name_14,Unsqueeze,1,1,1,False
285,sparse_edit_or_object_completion,81220,8,safe_name_15,MatMul,2,1,1,True
285,sparse_edit_or_object_completion,81220,9,safe_name_16,Cast,1,1,1,False
285,sparse_edit_or_object_completion,81220,10,safe_name_17,MatMul,2,1,1,True
285,sparse_edit_or_object_completion,81220,11,safe_name_18,ScatterElements,3,1,1,True
285,sparse_edit_or_object_completion,81220,12,output,Reshape,2,1,1,False
303,sparse_edit_or_object_completion,80710,0,safe_name_4,Conv,2,1,1,True
303,sparse_edit_or_object_completion,80710,1,safe_name_5,ReduceMax,1,1,1,False
303,sparse_edit_or_object_completion,80710,2,safe_name_6,Conv,3,1,1,True
303,sparse_edit_or_object_completion,80710,3,safe_name_7,ReduceMax,1,1,1,False
303,sparse_edit_or_object_completion,80710,4,safe_name_8,Conv,2,1,1,True
303,sparse_edit_or_object_completion,80710,5,safe_name_9,Sum,3,1,1,False
303,sparse_edit_or_object_completion,80710,6,safe_name_10,ReduceMax,1,1,1,False
303,sparse_edit_or_object_completion,80710,7,output,Mul,2,1,1,False
383,sparse_edit_or_object_completion,80650,0,safe_name_7,Reshape,2,1,1,False
383,sparse_edit_or_object_completion,80650,1,safe_name_8,Gather,2,1,1,True
383,sparse_edit_or_object_completion,80650,2,safe_name_9,Sub,2,1,1,False
383,sparse_edit_or_object_completion,80650,3,safe_name_10,Mul,2,1,1,False
383,sparse_edit_or_object_completion,80650,4,safe_name_11,ReduceSum,1,1,1,False
383,sparse_edit_or_object_completion,80650,5,safe_name_12,Less,2,1,1,False
383,sparse_edit_or_object_completion,80650,6,safe_name_13,Cast,1,1,1,False
383,sparse_edit_or_object_completion,80650,7,safe_name_14,Unsqueeze,1,1,1,False
383,sparse_edit_or_object_completion,80650,8,safe_name_15,MatMul,2,1,1,True
383,sparse_edit_or_object_completion,80650,9,safe_name_16,Cast,1,1,1,False
383,sparse_edit_or_object_completion,80650,10,safe_name_17,MatMul,2,1,1,True
383,sparse_edit_or_object_completion,80650,11,safe_name_18,ScatterElements,3,1,1,True
383,sparse_edit_or_object_completion,80650,12,output,Reshape,2,1,1,False
34,sparse_edit_or_object_completion,80368,0,safe_name_7,Reshape,2,1,1,False
34,sparse_edit_or_object_completion,80368,1,safe_name_8,Gather,2,1,1,True
34,sparse_edit_or_object_completion,80368,2,safe_name_9,Sub,2,1,1,False
34,sparse_edit_or_object_completion,80368,3,safe_name_10,Mul,2,1,1,False
34,sparse_edit_or_object_completion,80368,4,safe_name_11,ReduceSum,1,1,1,False
34,sparse_edit_or_object_completion,80368,5,safe_name_12,Less,2,1,1,False
34,sparse_edit_or_object_completion,80368,6,safe_name_13,Cast,1,1,1,False
34,sparse_edit_or_object_completion,80368,7,safe_name_14,Unsqueeze,1,1,1,False
34,sparse_edit_or_object_completion,80368,8,safe_name_15,MatMul,2,1,1,True
34,sparse_edit_or_object_completion,80368,9,safe_name_16,Cast,1,1,1,False
34,sparse_edit_or_object_completion,80368,10,safe_name_17,MatMul,2,1,1,True
34,sparse_edit_or_object_completion,80368,11,safe_name_18,ScatterElements,3,1,1,True
34,sparse_edit_or_object_completion,80368,12,output,Reshape,2,1,1,False
202,sparse_edit_or_object_completion,80176,0,safe_name_7,Reshape,2,1,1,False
202,sparse_edit_or_object_completion,80176,1,safe_name_8,Gather,2,1,1,True
202,sparse_edit_or_object_completion,80176,2,safe_name_9,Sub,2,1,1,False
202,sparse_edit_or_object_completion,80176,3,safe_name_10,Mul,2,1,1,False
202,sparse_edit_or_object_completion,80176,4,safe_name_11,ReduceSum,1,1,1,False
202,sparse_edit_or_object_completion,80176,5,safe_name_12,Less,2,1,1,False
202,sparse_edit_or_object_completion,80176,6,safe_name_13,Cast,1,1,1,False
202,sparse_edit_or_object_completion,80176,7,safe_name_14,Unsqueeze,1,1,1,False
202,sparse_edit_or_object_completion,80176,8,safe_name_15,MatMul,2,1,1,True
202,sparse_edit_or_object_completion,80176,9,safe_name_16,Cast,1,1,1,False
202,sparse_edit_or_object_completion,80176,10,safe_name_17,MatMul,2,1,1,True
202,sparse_edit_or_object_completion,80176,11,safe_name_18,ScatterElements,3,1,1,True
202,sparse_edit_or_object_completion,80176,12,output,Reshape,2,1,1,False
36,crop_or_resize,79962,0,safe_name_17,Cast,1,1,1,False
36,crop_or_resize,79962,1,safe_name_18,ReduceSum,1,1,1,False
36,crop_or_resize,79962,2,safe_name_19,Reshape,2,1,1,False
36,crop_or_resize,79962,3,safe_name_20,ReduceMax,1,1,1,False
36,crop_or_resize,79962,4,safe_name_21,Reshape,2,1,1,False
36,crop_or_resize,79962,5,safe_name_22,ReduceMax,1,1,1,False
36,crop_or_resize,79962,6,safe_name_23,Reshape,2,1,1,False
36,crop_or_resize,79962,7,safe_name_24,ArgMax,1,1,1,False
36,crop_or_resize,79962,8,safe_name_25,ArgMax,1,1,1,False
36,crop_or_resize,79962,9,safe_name_26,Gather,2,1,1,True
36,crop_or_resize,79962,10,safe_name_27,ArgMax,1,1,1,False
36,crop_or_resize,79962,11,safe_name_28,Sub,2,1,1,False
36,crop_or_resize,79962,12,safe_name_29,Gather,2,1,1,True
36,crop_or_resize,79962,13,safe_name_30,ArgMax,1,1,1,False
36,crop_or_resize,79962,14,safe_name_31,Sub,2,1,1,False
36,crop_or_resize,79962,15,safe_name_32,Sub,2,1,1,False
36,crop_or_resize,79962,16,safe_name_33,Add,2,1,1,False
36,crop_or_resize,79962,17,safe_name_34,Sub,2,1,1,False
36,crop_or_resize,79962,18,safe_name_35,Add,2,1,1,False
36,crop_or_resize,79962,19,safe_name_36,Mul,2,1,1,False
36,crop_or_resize,79962,20,safe_name_37,Cast,1,1,0,False
36,crop_or_resize,79962,21,safe_name_38,Div,2,1,1,False
36,crop_or_resize,79962,22,safe_name_39,Greater,2,1,1,False
36,crop_or_resize,79962,23,safe_name_40,Where,3,1,1,True
36,crop_or_resize,79962,24,safe_name_41,Add,2,1,1,False
36,crop_or_resize,79962,25,safe_name_42,Sub,2,1,1,False
36,crop_or_resize,79962,26,safe_name_43,ArgMax,1,1,1,False
36,crop_or_resize,79962,27,safe_name_44,Gather,2,1,1,True
36,crop_or_resize,79962,28,safe_name_45,Gather,2,1,1,True
36,crop_or_resize,79962,29,safe_name_46,Gather,2,1,1,True
36,crop_or_resize,79962,30,safe_name_47,Gather,2,1,1,True
36,crop_or_resize,79962,31,safe_name_48,Add,2,1,1,False
36,crop_or_resize,79962,32,safe_name_49,Less,2,1,1,False
36,crop_or_resize,79962,33,safe_name_50,Where,3,1,1,True
36,crop_or_resize,79962,34,safe_name_51,Add,2,1,1,False
36,crop_or_resize,79962,35,safe_name_52,Less,2,1,1,False
36,crop_or_resize,79962,36,safe_name_53,Where,3,1,1,True
36,crop_or_resize,79962,37,safe_name_54,Gather,2,1,1,True
36,crop_or_resize,79962,38,safe_name_55,Gather,2,1,1,True
36,crop_or_resize,79962,39,safe_name_56,Sub,2,1,1,False
36,crop_or_resize,79962,40,safe_name_57,Sub,2,1,1,False
36,crop_or_resize,79962,41,safe_name_58,Add,2,1,1,False
36,crop_or_resize,79962,42,safe_name_59,Less,2,1,1,False
36,crop_or_resize,79962,43,safe_name_60,Add,2,1,1,False
36,crop_or_resize,79962,44,safe_name_61,Less,2,1,1,False
36,crop_or_resize,79962,45,safe_name_62,Reshape,2,1,1,False
36,crop_or_resize,79962,46,safe_name_63,Cast,1,1,0,False
36,crop_or_resize,79962,47,safe_name_64,Reshape,2,1,1,False
36,crop_or_resize,79962,48,safe_name_65,Cast,1,1,0,False
36,crop_or_resize,79962,49,safe_name_66,Mul,2,1,1,False
36,crop_or_resize,79962,50,safe_name_67,Equal,2,1,1,False
36,crop_or_resize,79962,51,safe_name_68,Cast,1,1,0,False
36,crop_or_resize,79962,52,safe_name_69,Add,2,1,1,False
36,crop_or_resize,79962,53,safe_name_70,Reshape,2,1,1,False
36,crop_or_resize,79962,54,safe_name_71,Mul,2,1,1,False
36,crop_or_resize,79962,55,output,Mul,2,1,1,False
157,sparse_edit_or_object_completion,79930,0,safe_name_18,Mul,2,1,1,False
157,sparse_edit_or_object_completion,79930,1,safe_name_19,ReduceSum,1,1,1,False
157,sparse_edit_or_object_completion,79930,2,safe_name_20,Gather,2,1,1,True
157,sparse_edit_or_object_completion,79930,3,safe_name_21,Gather,2,1,1,True
157,sparse_edit_or_object_completion,79930,4,safe_name_22,Reshape,2,1,1,False
157,sparse_edit_or_object_completion,79930,5,safe_name_23,Cast,1,1,0,False
157,sparse_edit_or_object_completion,79930,6,safe_name_24,Cast,1,1,1,False
157,sparse_edit_or_object_completion,79930,7,safe_name_25,Gather,2,1,1,True
157,sparse_edit_or_object_completion,79930,8,safe_name_26,Mul,2,1,1,False
157,sparse_edit_or_object_completion,79930,9,safe_name_27,ReduceSum,1,1,1,False
157,sparse_edit_or_object_completion,79930,10,safe_name_28,MatMul,2,1,1,True
157,sparse_edit_or_object_completion,79930,11,safe_name_29,Mul,2,1,1,False
157,sparse_edit_or_object_completion,79930,12,safe_name_30,Sum,3,1,1,False
157,sparse_edit_or_object_completion,79930,13,safe_name_31,Less,2,1,1,False
157,sparse_edit_or_object_completion,79930,14,safe_name_32,Cast,1,1,0,False
157,sparse_edit_or_object_completion,79930,15,safe_name_33,MatMul,2,1,1,True
157,sparse_edit_or_object_completion,79930,16,safe_name_34,Reshape,2,1,1,False
157,sparse_edit_or_object_completion,79930,17,safe_name_35,Pad,3,1,1,False
157,sparse_edit_or_object_completion,79930,18,safe_name_36,Sub,2,1,1,False
