active_score_cc,active_score_ok,active_score_rr,col_window_count,idx,pair_cc,pair_ok,pair_rr,pair_score,rightmost_score_cc,rightmost_score_ok,rightmost_score_rr,row_window_count,score_active_cc,score_active_ok,score_active_rr,score_cc,score_ok,score_rr,shape
"4,9,14,19",True,"4,9,14,19",2,123,"4,9,14,19",True,"4,9,14,19",13,"4,9,14,19",True,"4,9,14,19",2,"4,9,14,19",True,"4,9,14,19","4,9,14,19",True,"4,9,14,19",29x29
"3,7,11,15",True,"7,11,15,19",3,124,"3,7,11,15",True,"7,11,15,19",11,"3,7,11,15",True,"7,11,15,19",3,"3,7,11,15",True,"7,11,15,19","3,7,11,15",True,"7,11,15,19",27x27
"11,15,19,23",True,"11,15,19,23",3,125,"11,15,19,23",True,"11,15,19,23",12,"11,15,19,23",True,"11,15,19,23",3,"11,15,19,23",True,"11,15,19,23","11,15,19,23",True,"11,15,19,23",27x27
"11,14,17,20",True,"8,11,14,17",6,126,"11,14,17,20",True,"8,11,14,17",14,"11,14,17,20",True,"8,11,14,17",6,"11,14,17,20",True,"8,11,14,17","11,14,17,20",True,"8,11,14,17",29x29
"11,14,17,20",True,"8,11,14,17",6,127,"11,14,17,20",True,"8,11,14,17",16,"11,14,17,20",True,"8,11,14,17",6,"11,14,17,20",True,"8,11,14,17","11,14,17,20",True,"8,11,14,17",29x29
"3,7,11,15",True,"11,15,19,23",3,128,"3,7,11,15",True,"11,15,19,23",13,"3,7,11,15",True,"11,15,19,23",3,"3,7,11,15",True,"11,15,19,23","3,7,11,15",True,"11,15,19,23",27x27
"9,14,19,24",True,"4,9,14,19",2,129,"9,14,19,24",True,"4,9,14,19",10,"9,14,19,24",True,"4,9,14,19",2,"9,14,19,24",True,"4,9,14,19","9,14,19,24",True,"4,9,14,19",29x29
"7,11,15,19",True,"11,15,19,23",3,130,"7,11,15,19",True,"11,15,19,23",14,"7,11,15,19",True,"11,15,19,23",3,"7,11,15,19",True,"11,15,19,23","7,11,15,19",True,"11,15,19,23",27x27
"9,14,19,24",True,"9,14,19,24",2,131,"9,14,19,24",True,"9,14,19,24",16,"9,14,19,24",True,"9,14,19,24",2,"9,14,19,24",True,"9,14,19,24","9,14,19,24",True,"9,14,19,24",29x29
"7,11,15,19",True,"3,7,11,15",3,132,"7,11,15,19",True,"3,7,11,15",15,"7,11,15,19",True,"3,7,11,15",3,"7,11,15,19",True,"3,7,11,15","7,11,15,19",True,"3,7,11,15",27x27
"17,20,23,26",True,"2,5,8,11",6,133,"17,20,23,26",True,"2,5,8,11",11,"17,20,23,26",True,"2,5,8,11",6,"17,20,23,26",True,"2,5,8,11","17,20,23,26",True,"2,5,8,11",29x29
"9,14,19,24",True,"9,14,19,24",2,134,"9,14,19,24",True,"9,14,19,24",12,"9,14,19,24",True,"9,14,19,24",2,"9,14,19,24",True,"9,14,19,24","9,14,19,24",True,"9,14,19,24",29x29
"17,20,23,26",True,"5,8,11,14",6,135,"17,20,23,26",True,"5,8,11,14",14,"17,20,23,26",True,"5,8,11,14",6,"17,20,23,26",True,"5,8,11,14","17,20,23,26",True,"5,8,11,14",29x29
"4,9,14,19",True,"9,14,19,24",2,136,"4,9,14,19",True,"9,14,19,24",14,"4,9,14,19",True,"9,14,19,24",2,"4,9,14,19",True,"9,14,19,24","4,9,14,19",True,"9,14,19,24",29x29
"9,14,19,24",True,"9,14,19,24",2,137,"9,14,19,24",True,"9,14,19,24",13,"9,14,19,24",True,"9,14,19,24",2,"9,14,19,24",True,"9,14,19,24","9,14,19,24",True,"9,14,19,24",29x29
"9,14,19,24",True,"9,14,19,24",2,138,"9,14,19,24",True,"9,14,19,24",10,"9,14,19,24",True,"9,14,19,24",2,"9,14,19,24",True,"9,14,19,24","9,14,19,24",True,"9,14,19,24",29x29
"3,7,11,15",True,"11,15,19,23",3,139,"3,7,11,15",True,"11,15,19,23",10,"3,7,11,15",True,"11,15,19,23",3,"3,7,11,15",True,"11,15,19,23","3,7,11,15",True,"11,15,19,23",27x27
"7,11,15,19",True,"11,15,19,23",3,140,"7,11,15,19",True,"11,15,19,23",14,"7,11,15,19",True,"11,15,19,23",3,"7,11,15,19",True,"11,15,19,23","7,11,15,19",True,"11,15,19,23",27x27
"9,14,19,24",True,"4,9,14,19",2,141,"9,14,19,24",True,"4,9,14,19",12,"9,14,19,24",True,"4,9,14,19",2,"9,14,19,24",True,"4,9,14,19","9,14,19,24",True,"4,9,14,19",29x29
"9,14,19,24",True,"9,14,19,24",2,142,"9,14,19,24",True,"9,14,19,24",10,"9,14,19,24",True,"9,14,19,24",2,"9,14,19,24",True,"9,14,19,24","9,14,19,24",True,"9,14,19,24",29x29
"9,14,19,24",True,"9,14,19,24",2,143,"9,14,19,24",True,"9,14,19,24",16,"9,14,19,24",True,"9,14,19,24",2,"9,14,19,24",True,"9,14,19,24","9,14,19,24",True,"9,14,19,24",29x29
"11,15,19,23",True,"11,15,19,23",3,144,"11,15,19,23",True,"11,15,19,23",16,"11,15,19,23",True,"11,15,19,23",3,"11,15,19,23",True,"11,15,19,23","11,15,19,23",True,"11,15,19,23",27x27
"7,11,15,19",True,"11,15,19,23",3,145,"7,11,15,19",True,"11,15,19,23",14,"7,11,15,19",True,"11,15,19,23",3,"7,11,15,19",True,"11,15,19,23","7,11,15,19",True,"11,15,19,23",27x27
"2,5,8,11",True,"14,17,20,23",6,146,"2,5,8,11",True,"14,17,20,23",8,"2,5,8,11",True,"14,17,20,23",6,"2,5,8,11",True,"14,17,20,23","2,5,8,11",True,"14,17,20,23",29x29
"9,14,19,24",True,"4,9,14,19",2,147,"9,14,19,24",True,"4,9,14,19",14,"9,14,19,24",True,"4,9,14,19",2,"9,14,19,24",True,"4,9,14,19","9,14,19,24",True,"4,9,14,19",29x29
"2,5,8,11",True,"14,17,20,23",6,148,"2,5,8,11",True,"14,17,20,23",14,"2,5,8,11",True,"14,17,20,23",6,"2,5,8,11",True,"14,17,20,23","2,5,8,11",True,"14,17,20,23",29x29
"11,15,19,23",True,"11,15,19,23",3,149,"11,15,19,23",True,"11,15,19,23",8,"11,15,19,23",True,"11,15,19,23",3,"11,15,19,23",True,"11,15,19,23","11,15,19,23",True,"11,15,19,23",27x27
"3,7,11,15",True,"7,11,15,19",3,150,"3,7,11,15",True,"7,11,15,19",12,"3,7,11,15",True,"7,11,15,19",3,"3,7,11,15",True,"7,11,15,19","3,7,11,15",True,"7,11,15,19",27x27
"11,14,17,20",True,"14,17,20,23",6,151,"11,14,17,20",True,"14,17,20,23",16,"11,14,17,20",True,"14,17,20,23",6,"11,14,17,20",True,"14,17,20,23","11,14,17,20",True,"14,17,20,23",29x29
"9,14,19,24",True,"4,9,14,19",2,152,"9,14,19,24",True,"4,9,14,19",12,"9,14,19,24",True,"4,9,14,19",2,"9,14,19,24",True,"4,9,14,19","9,14,19,24",True,"4,9,14,19",29x29
"9,14,19,24",True,"4,9,14,19",2,153,"9,14,19,24",True,"4,9,14,19",14,"9,14,19,24",True,"4,9,14,19",2,"9,14,19,24",True,"4,9,14,19","9,14,19,24",True,"4,9,14,19",29x29
"5,8,11,14",True,"2,5,8,11",6,154,"5,8,11,14",True,"2,5,8,11",14,"5,8,11,14",True,"2,5,8,11",6,"5,8,11,14",True,"2,5,8,11","5,8,11,14",True,"2,5,8,11",29x29
"7,11,15,19",True,"3,7,11,15",3,155,"7,11,15,19",True,"3,7,11,15",14,"7,11,15,19",True,"3,7,11,15",3,"7,11,15,19",True,"3,7,11,15","7,11,15,19",True,"3,7,11,15",27x27
"2,5,8,11",True,"14,17,20,23",6,156,"2,5,8,11",True,"14,17,20,23",15,"2,5,8,11",True,"14,17,20,23",6,"2,5,8,11",True,"14,17,20,23","2,5,8,11",True,"14,17,20,23",29x29
"9,14,19,24",True,"4,9,14,19",2,157,"9,14,19,24",True,"4,9,14,19",12,"9,14,19,24",True,"4,9,14,19",2,"9,14,19,24",True,"4,9,14,19","9,14,19,24",True,"4,9,14,19",29x29
"9,14,19,24",True,"4,9,14,19",2,158,"9,14,19,24",True,"4,9,14,19",11,"9,14,19,24",True,"4,9,14,19",2,"9,14,19,24",True,"4,9,14,19","9,14,19,24",True,"4,9,14,19",29x29
"11,15,19,23",True,"7,11,15,19",3,159,"11,15,19,23",True,"7,11,15,19",12,"11,15,19,23",True,"7,11,15,19",3,"11,15,19,23",True,"7,11,15,19","11,15,19,23",True,"7,11,15,19",27x27
"14,17,20,23",True,"17,20,23,26",6,160,"14,17,20,23",True,"17,20,23,26",12,"14,17,20,23",True,"17,20,23,26",6,"14,17,20,23",True,"17,20,23,26","14,17,20,23",True,"17,20,23,26",29x29
"11,14,17,20",True,"14,17,20,23",6,161,"11,14,17,20",True,"14,17,20,23",16,"11,14,17,20",True,"14,17,20,23",6,"11,14,17,20",True,"14,17,20,23","11,14,17,20",True,"14,17,20,23",29x29
"11,15,19,23",True,"11,15,19,23",3,162,"11,15,19,23",True,"11,15,19,23",14,"11,15,19,23",True,"11,15,19,23",3,"11,15,19,23",True,"11,15,19,23","11,15,19,23",True,"11,15,19,23",27x27
"4,9,14,19",True,"9,14,19,24",2,163,"4,9,14,19",True,"9,14,19,24",12,"4,9,14,19",True,"9,14,19,24",2,"4,9,14,19",True,"9,14,19,24","4,9,14,19",True,"9,14,19,24",29x29
"2,5,8,11",True,"5,8,11,14",6,164,"2,5,8,11",True,"5,8,11,14",14,"2,5,8,11",True,"5,8,11,14",6,"2,5,8,11",True,"5,8,11,14","2,5,8,11",True,"5,8,11,14",29x29
"3,7,11,15",True,"11,15,19,23",3,165,"3,7,11,15",True,"11,15,19,23",11,"3,7,11,15",True,"11,15,19,23",3,"3,7,11,15",True,"11,15,19,23","3,7,11,15",True,"11,15,19,23",27x27
"17,20,23,26",True,"17,20,23,26",6,166,"17,20,23,26",True,"17,20,23,26",12,"17,20,23,26",True,"17,20,23,26",6,"17,20,23,26",True,"17,20,23,26","17,20,23,26",True,"17,20,23,26",29x29
"17,20,23,26",True,"8,11,14,17",6,167,"17,20,23,26",True,"8,11,14,17",11,"17,20,23,26",True,"8,11,14,17",6,"17,20,23,26",True,"8,11,14,17","17,20,23,26",True,"8,11,14,17",29x29
"11,15,19,23",True,"11,15,19,23",3,168,"11,15,19,23",True,"11,15,19,23",13,"11,15,19,23",True,"11,15,19,23",3,"11,15,19,23",True,"11,15,19,23","11,15,19,23",True,"11,15,19,23",27x27
"17,20,23,26",True,"11,14,17,20",6,169,"17,20,23,26",True,"11,14,17,20",14,"17,20,23,26",True,"11,14,17,20",6,"17,20,23,26",True,"11,14,17,20","17,20,23,26",True,"11,14,17,20",29x29
"4,9,14,19",True,"9,14,19,24",2,170,"4,9,14,19",True,"9,14,19,24",12,"4,9,14,19",True,"9,14,19,24",2,"4,9,14,19",True,"9,14,19,24","4,9,14,19",True,"9,14,19,24",29x29
"8,11,14,17",True,"14,17,20,23",6,171,"8,11,14,17",True,"14,17,20,23",11,"8,11,14,17",True,"14,17,20,23",6,"8,11,14,17",True,"14,17,20,23","8,11,14,17",True,"14,17,20,23",29x29
"3,7,11,15",True,"3,7,11,15",3,172,"3,7,11,15",True,"3,7,11,15",8,"3,7,11,15",True,"3,7,11,15",3,"3,7,11,15",True,"3,7,11,15","3,7,11,15",True,"3,7,11,15",27x27
"9,14,19,24",True,"4,9,14,19",2,173,"9,14,19,24",True,"4,9,14,19",14,"9,14,19,24",True,"4,9,14,19",2,"9,14,19,24",True,"4,9,14,19","9,14,19,24",True,"4,9,14,19",29x29
"7,11,15,19",True,"3,7,11,15",3,174,"7,11,15,19",True,"3,7,11,15",12,"7,11,15,19",True,"3,7,11,15",3,"7,11,15,19",True,"3,7,11,15","7,11,15,19",True,"3,7,11,15",27x27
"4,9,14,19",True,"4,9,14,19",2,175,"4,9,14,19",True,"4,9,14,19",14,"4,9,14,19",True,"4,9,14,19",2,"4,9,14,19",True,"4,9,14,19","4,9,14,19",True,"4,9,14,19",29x29
"8,11,14,17",True,"14,17,20,23",6,176,"8,11,14,17",True,"14,17,20,23",14,"8,11,14,17",True,"14,17,20,23",6,"8,11,14,17",True,"14,17,20,23","8,11,14,17",True,"14,17,20,23",29x29
"4,9,14,19",True,"4,9,14,19",2,177,"4,9,14,19",True,"4,9,14,19",14,"4,9,14,19",True,"4,9,14,19",2,"4,9,14,19",True,"4,9,14,19","4,9,14,19",True,"4,9,14,19",29x29
"4,9,14,19",True,"4,9,14,19",2,178,"4,9,14,19",True,"4,9,14,19",15,"4,9,14,19",True,"4,9,14,19",2,"4,9,14,19",True,"4,9,14,19","4,9,14,19",True,"4,9,14,19",29x29
"4,9,14,19",True,"4,9,14,19",2,179,"4,9,14,19",True,"4,9,14,19",15,"4,9,14,19",True,"4,9,14,19",2,"4,9,14,19",True,"4,9,14,19","4,9,14,19",True,"4,9,14,19",29x29
"7,11,15,19",True,"3,7,11,15",3,180,"7,11,15,19",True,"3,7,11,15",13,"7,11,15,19",True,"3,7,11,15",3,"7,11,15,19",True,"3,7,11,15","7,11,15,19",True,"3,7,11,15",27x27
"17,20,23,26",True,"11,14,17,20",6,181,"17,20,23,26",True,"11,14,17,20",13,"17,20,23,26",True,"11,14,17,20",6,"17,20,23,26",True,"11,14,17,20","17,20,23,26",True,"11,14,17,20",29x29
"14,17,20,23",True,"2,5,8,11",6,182,"14,17,20,23",True,"2,5,8,11",14,"14,17,20,23",True,"2,5,8,11",6,"14,17,20,23",True,"2,5,8,11","14,17,20,23",True,"2,5,8,11",29x29
"9,14,19,24",True,"9,14,19,24",2,183,"9,14,19,24",True,"9,14,19,24",14,"9,14,19,24",True,"9,14,19,24",2,"9,14,19,24",True,"9,14,19,24","9,14,19,24",True,"9,14,19,24",29x29
"8,11,14,17",True,"2,5,8,11",6,184,"8,11,14,17",True,"2,5,8,11",10,"8,11,14,17",True,"2,5,8,11",6,"8,11,14,17",True,"2,5,8,11","8,11,14,17",True,"2,5,8,11",29x29
"9,14,19,24",True,"4,9,14,19",2,185,"9,14,19,24",True,"4,9,14,19",14,"9,14,19,24",True,"4,9,14,19",2,"9,14,19,24",True,"4,9,14,19","9,14,19,24",True,"4,9,14,19",29x29
"7,11,15,19",True,"11,15,19,23",3,186,"7,11,15,19",True,"11,15,19,23",10,"7,11,15,19",True,"11,15,19,23",3,"7,11,15,19",True,"11,15,19,23","7,11,15,19",True,"11,15,19,23",27x27
"9,14,19,24",True,"9,14,19,24",2,187,"9,14,19,24",True,"9,14,19,24",12,"9,14,19,24",True,"9,14,19,24",2,"9,14,19,24",True,"9,14,19,24","9,14,19,24",True,"9,14,19,24",29x29
"2,5,8,11",True,"5,8,11,14",6,188,"2,5,8,11",True,"5,8,11,14",12,"2,5,8,11",True,"5,8,11,14",6,"2,5,8,11",True,"5,8,11,14","2,5,8,11",True,"5,8,11,14",29x29
"11,14,17,20",True,"17,20,23,26",6,189,"11,14,17,20",True,"17,20,23,26",14,"11,14,17,20",True,"17,20,23,26",6,"11,14,17,20",True,"17,20,23,26","11,14,17,20",True,"17,20,23,26",29x29
"9,14,19,24",True,"4,9,14,19",2,190,"9,14,19,24",True,"4,9,14,19",16,"9,14,19,24",True,"4,9,14,19",2,"9,14,19,24",True,"4,9,14,19","9,14,19,24",True,"4,9,14,19",29x29
"9,14,19,24",True,"4,9,14,19",2,191,"9,14,19,24",True,"4,9,14,19",14,"9,14,19,24",True,"4,9,14,19",2,"9,14,19,24",True,"4,9,14,19","9,14,19,24",True,"4,9,14,19",29x29
"4,9,14,19",True,"4,9,14,19",2,192,"4,9,14,19",True,"4,9,14,19",13,"4,9,14,19",True,"4,9,14,19",2,"4,9,14,19",True,"4,9,14,19","4,9,14,19",True,"4,9,14,19",29x29
"7,11,15,19",True,"11,15,19,23",3,193,"7,11,15,19",True,"11,15,19,23",10,"7,11,15,19",True,"11,15,19,23",3,"7,11,15,19",True,"11,15,19,23","7,11,15,19",True,"11,15,19,23",27x27
"7,11,15,19",True,"11,15,19,23",3,194,"7,11,15,19",True,"11,15,19,23",12,"7,11,15,19",True,"11,15,19,23",3,"7,11,15,19",True,"11,15,19,23","7,11,15,19",True,"11,15,19,23",27x27
"14,17,20,23",True,"17,20,23,26",6,195,"14,17,20,23",True,"17,20,23,26",15,"14,17,20,23",True,"17,20,23,26",6,"14,17,20,23",True,"17,20,23,26","14,17,20,23",True,"17,20,23,26",29x29
"4,9,14,19",True,"9,14,19,24",2,196,"4,9,14,19",True,"9,14,19,24",12,"4,9,14,19",True,"9,14,19,24",2,"4,9,14,19",True,"9,14,19,24","4,9,14,19",True,"9,14,19,24",29x29
"2,5,8,11",True,"8,11,14,17",6,197,"2,5,8,11",True,"8,11,14,17",14,"2,5,8,11",True,"8,11,14,17",6,"2,5,8,11",True,"8,11,14,17","2,5,8,11",True,"8,11,14,17",29x29
"17,20,23,26",True,"8,11,14,17",6,198,"17,20,23,26",True,"8,11,14,17",13,"17,20,23,26",True,"8,11,14,17",6,"17,20,23,26",True,"8,11,14,17","17,20,23,26",True,"8,11,14,17",29x29
"4,9,14,19",True,"4,9,14,19",2,199,"4,9,14,19",True,"4,9,14,19",14,"4,9,14,19",True,"4,9,14,19",2,"4,9,14,19",True,"4,9,14,19","4,9,14,19",True,"4,9,14,19",29x29
"4,9,14,19",True,"9,14,19,24",2,200,"4,9,14,19",True,"9,14,19,24",12,"4,9,14,19",True,"9,14,19,24",2,"4,9,14,19",True,"9,14,19,24","4,9,14,19",True,"9,14,19,24",29x29
"4,9,14,19",True,"9,14,19,24",2,201,"4,9,14,19",True,"9,14,19,24",14,"4,9,14,19",True,"9,14,19,24",2,"4,9,14,19",True,"9,14,19,24","4,9,14,19",True,"9,14,19,24",29x29
"2,5,8,11",True,"8,11,14,17",6,202,"2,5,8,11",True,"8,11,14,17",14,"2,5,8,11",True,"8,11,14,17",6,"2,5,8,11",True,"8,11,14,17","2,5,8,11",True,"8,11,14,17",29x29
"4,9,14,19",True,"9,14,19,24",2,203,"4,9,14,19",True,"9,14,19,24",13,"4,9,14,19",True,"9,14,19,24",2,"4,9,14,19",True,"9,14,19,24","4,9,14,19",True,"9,14,19,24",29x29
"4,9,14,19",True,"4,9,14,19",2,204,"4,9,14,19",True,"4,9,14,19",8,"4,9,14,19",True,"4,9,14,19",2,"4,9,14,19",True,"4,9,14,19","4,9,14,19",True,"4,9,14,19",29x29
"2,5,8,11",True,"8,11,14,17",6,205,"2,5,8,11",True,"8,11,14,17",12,"2,5,8,11",True,"8,11,14,17",6,"2,5,8,11",True,"8,11,14,17","2,5,8,11",True,"8,11,14,17",29x29
"2,5,8,11",True,"14,17,20,23",6,206,"2,5,8,11",True,"14,17,20,23",10,"2,5,8,11",True,"14,17,20,23",6,"2,5,8,11",True,"14,17,20,23","2,5,8,11",True,"14,17,20,23",29x29
"9,14,19,24",True,"9,14,19,24",2,207,"9,14,19,24",True,"9,14,19,24",14,"9,14,19,24",True,"9,14,19,24",2,"9,14,19,24",True,"9,14,19,24","9,14,19,24",True,"9,14,19,24",29x29
"7,11,15,19",True,"7,11,15,19",3,208,"7,11,15,19",True,"7,11,15,19",14,"7,11,15,19",True,"7,11,15,19",3,"7,11,15,19",True,"7,11,15,19","7,11,15,19",True,"7,11,15,19",27x27
"11,15,19,23",True,"11,15,19,23",3,209,"11,15,19,23",True,"11,15,19,23",14,"11,15,19,23",True,"11,15,19,23",3,"11,15,19,23",True,"11,15,19,23","11,15,19,23",True,"11,15,19,23",27x27
"17,20,23,26",True,"8,11,14,17",6,210,"17,20,23,26",True,"8,11,14,17",14,"17,20,23,26",True,"8,11,14,17",6,"17,20,23,26",True,"8,11,14,17","17,20,23,26",True,"8,11,14,17",29x29
"17,20,23,26",True,"5,8,11,14",6,211,"17,20,23,26",True,"5,8,11,14",12,"17,20,23,26",True,"5,8,11,14",6,"17,20,23,26",True,"5,8,11,14","17,20,23,26",True,"5,8,11,14",29x29
"9,14,19,24",True,"4,9,14,19",2,212,"9,14,19,24",True,"4,9,14,19",12,"9,14,19,24",True,"4,9,14,19",2,"9,14,19,24",True,"4,9,14,19","9,14,19,24",True,"4,9,14,19",29x29
"4,9,14,19",True,"4,9,14,19",2,213,"4,9,14,19",True,"4,9,14,19",14,"4,9,14,19",True,"4,9,14,19",2,"4,9,14,19",True,"4,9,14,19","4,9,14,19",True,"4,9,14,19",29x29
"4,9,14,19",True,"4,9,14,19",2,214,"4,9,14,19",True,"4,9,14,19",12,"4,9,14,19",True,"4,9,14,19",2,"4,9,14,19",True,"4,9,14,19","4,9,14,19",True,"4,9,14,19",29x29
"11,15,19,23",True,"7,11,15,19",3,215,"11,15,19,23",True,"7,11,15,19",12,"11,15,19,23",True,"7,11,15,19",3,"11,15,19,23",True,"7,11,15,19","11,15,19,23",True,"7,11,15,19",27x27
"4,9,14,19",True,"4,9,14,19",2,216,"4,9,14,19",True,"4,9,14,19",10,"4,9,14,19",True,"4,9,14,19",2,"4,9,14,19",True,"4,9,14,19","4,9,14,19",True,"4,9,14,19",29x29
"8,11,14,17",True,"2,5,8,11",6,217,"8,11,14,17",True,"2,5,8,11",12,"8,11,14,17",True,"2,5,8,11",6,"8,11,14,17",True,"2,5,8,11","8,11,14,17",True,"2,5,8,11",29x29
"4,9,14,19",True,"4,9,14,19",2,218,"4,9,14,19",True,"4,9,14,19",14,"4,9,14,19",True,"4,9,14,19",2,"4,9,14,19",True,"4,9,14,19","4,9,14,19",True,"4,9,14,19",29x29
"3,7,11,15",True,"3,7,11,15",3,219,"3,7,11,15",True,"3,7,11,15",13,"3,7,11,15",True,"3,7,11,15",3,"3,7,11,15",True,"3,7,11,15","3,7,11,15",True,"3,7,11,15",27x27
"11,15,19,23",True,"7,11,15,19",3,220,"11,15,19,23",True,"7,11,15,19",14,"11,15,19,23",True,"7,11,15,19",3,"11,15,19,23",True,"7,11,15,19","11,15,19,23",True,"7,11,15,19",27x27
"9,14,19,24",True,"9,14,19,24",2,221,"9,14,19,24",True,"9,14,19,24",15,"9,14,19,24",True,"9,14,19,24",2,"9,14,19,24",True,"9,14,19,24","9,14,19,24",True,"9,14,19,24",29x29
"9,14,19,24",True,"9,14,19,24",2,222,"9,14,19,24",True,"9,14,19,24",12,"9,14,19,24",True,"9,14,19,24",2,"9,14,19,24",True,"9,14,19,24","9,14,19,24",True,"9,14,19,24",29x29
"7,11,15,19",True,"3,7,11,15",3,223,"7,11,15,19",True,"3,7,11,15",14,"7,11,15,19",True,"3,7,11,15",3,"7,11,15,19",True,"3,7,11,15","7,11,15,19",True,"3,7,11,15",27x27
"4,9,14,19",True,"4,9,14,19",2,224,"4,9,14,19",True,"4,9,14,19",16,"4,9,14,19",True,"4,9,14,19",2,"4,9,14,19",True,"4,9,14,19","4,9,14,19",True,"4,9,14,19",29x29
"5,8,11,14",True,"11,14,17,20",6,225,"5,8,11,14",True,"11,14,17,20",14,"5,8,11,14",True,"11,14,17,20",6,"5,8,11,14",True,"11,14,17,20","5,8,11,14",True,"11,14,17,20",29x29
"9,14,19,24",True,"4,9,14,19",2,226,"9,14,19,24",True,"4,9,14,19",11,"9,14,19,24",True,"4,9,14,19",2,"9,14,19,24",True,"4,9,14,19","9,14,19,24",True,"4,9,14,19",29x29
"4,9,14,19",True,"4,9,14,19",2,227,"4,9,14,19",True,"4,9,14,19",12,"4,9,14,19",True,"4,9,14,19",2,"4,9,14,19",True,"4,9,14,19","4,9,14,19",True,"4,9,14,19",29x29
"3,7,11,15",True,"3,7,11,15",3,228,"3,7,11,15",True,"3,7,11,15",15,"3,7,11,15",True,"3,7,11,15",3,"3,7,11,15",True,"3,7,11,15","3,7,11,15",True,"3,7,11,15",27x27
"11,15,19,23",True,"11,15,19,23",3,229,"11,15,19,23",True,"11,15,19,23",12,"11,15,19,23",True,"11,15,19,23",3,"11,15,19,23",True,"11,15,19,23","11,15,19,23",True,"11,15,19,23",27x27
"7,11,15,19",True,"7,11,15,19",3,230,"7,11,15,19",True,"7,11,15,19",12,"7,11,15,19",True,"7,11,15,19",3,"7,11,15,19",True,"7,11,15,19","7,11,15,19",True,"7,11,15,19",27x27
"8,11,14,17",True,"2,5,8,11",6,231,"8,11,14,17",True,"2,5,8,11",10,"8,11,14,17",True,"2,5,8,11",6,"8,11,14,17",True,"2,5,8,11","8,11,14,17",True,"2,5,8,11",29x29
"5,8,11,14",True,"8,11,14,17",6,232,"5,8,11,14",True,"8,11,14,17",12,"5,8,11,14",True,"8,11,14,17",6,"5,8,11,14",True,"8,11,14,17","5,8,11,14",True,"8,11,14,17",29x29
"11,15,19,23",True,"7,11,15,19",3,233,"11,15,19,23",True,"7,11,15,19",11,"11,15,19,23",True,"7,11,15,19",3,"11,15,19,23",True,"7,11,15,19","11,15,19,23",True,"7,11,15,19",27x27
"2,5,8,11",True,"14,17,20,23",6,234,"2,5,8,11",True,"14,17,20,23",14,"2,5,8,11",True,"14,17,20,23",6,"2,5,8,11",True,"14,17,20,23","2,5,8,11",True,"14,17,20,23",29x29
"4,9,14,19",True,"4,9,14,19",2,235,"4,9,14,19",True,"4,9,14,19",8,"4,9,14,19",True,"4,9,14,19",2,"4,9,14,19",True,"4,9,14,19","4,9,14,19",True,"4,9,14,19",29x29
"14,17,20,23",True,"14,17,20,23",6,236,"14,17,20,23",True,"14,17,20,23",12,"14,17,20,23",True,"14,17,20,23",6,"14,17,20,23",True,"14,17,20,23","14,17,20,23",True,"14,17,20,23",29x29
"14,17,20,23",True,"2,5,8,11",6,237,"14,17,20,23",True,"2,5,8,11",10,"14,17,20,23",True,"2,5,8,11",6,"14,17,20,23",True,"2,5,8,11","14,17,20,23",True,"2,5,8,11",29x29
"17,20,23,26",True,"17,20,23,26",6,238,"17,20,23,26",True,"17,20,23,26",16,"17,20,23,26",True,"17,20,23,26",6,"17,20,23,26",True,"17,20,23,26","17,20,23,26",True,"17,20,23,26",29x29
"14,17,20,23",True,"8,11,14,17",6,239,"14,17,20,23",True,"8,11,14,17",13,"14,17,20,23",True,"8,11,14,17",6,"14,17,20,23",True,"8,11,14,17","14,17,20,23",True,"8,11,14,17",29x29
"3,7,11,15",True,"11,15,19,23",3,240,"3,7,11,15",True,"11,15,19,23",12,"3,7,11,15",True,"11,15,19,23",3,"3,7,11,15",True,"11,15,19,23","3,7,11,15",True,"11,15,19,23",27x27
"11,15,19,23",True,"11,15,19,23",3,241,"11,15,19,23",True,"11,15,19,23",12,"11,15,19,23",True,"11,15,19,23",3,"11,15,19,23",True,"11,15,19,23","11,15,19,23",True,"11,15,19,23",27x27
"11,14,17,20",True,"8,11,14,17",6,242,"11,14,17,20",True,"8,11,14,17",14,"11,14,17,20",True,"8,11,14,17",6,"11,14,17,20",True,"8,11,14,17","11,14,17,20",True,"8,11,14,17",29x29
"8,11,14,17",True,"11,14,17,20",6,243,"8,11,14,17",True,"11,14,17,20",14,"8,11,14,17",True,"11,14,17,20",6,"8,11,14,17",True,"11,14,17,20","8,11,14,17",True,"11,14,17,20",29x29
"4,9,14,19",True,"4,9,14,19",2,244,"4,9,14,19",True,"4,9,14,19",12,"4,9,14,19",True,"4,9,14,19",2,"4,9,14,19",True,"4,9,14,19","4,9,14,19",True,"4,9,14,19",29x29
"8,11,14,17",True,"11,14,17,20",6,245,"8,11,14,17",True,"11,14,17,20",12,"8,11,14,17",True,"11,14,17,20",6,"8,11,14,17",True,"11,14,17,20","8,11,14,17",True,"11,14,17,20",29x29
"5,8,11,14",True,"8,11,14,17",6,246,"5,8,11,14",True,"8,11,14,17",12,"5,8,11,14",True,"8,11,14,17",6,"5,8,11,14",True,"8,11,14,17","5,8,11,14",True,"8,11,14,17",29x29
