audit_status,boolish_full_grid,cast_from_boolish_to_float_full_grid,cast_to_float_full_grid,float_full_grid_from_boolish,full_grid_bool,full_grid_float,full_grid_int32,full_grid_uint8,heuristic_saving,node_count,op_counts,reason,task_id,top_full_grid_producers,where_full_grid
ok,1,0,0,0,1,1,0,0,27000,21,Slice:5 Greater:4 Pad:3 And:2 Or:2 Where:2 Gather:1 Concat:1 Equal:1,ok,181,input_or_initializer:1 Pad:1,0
ok,1,0,0,0,1,1,0,0,27000,63,Pad:18 Slice:17 Or:16 And:4 Conv:2 Equal:2 Greater:1 ReduceMax:1 Mul:1 Where:1,ok,190,input_or_initializer:1 Pad:1,0
ok,1,0,0,0,1,1,0,0,27000,22,Cast:3 ReduceSum:3 Slice:2 ReduceMax:2 Equal:2 And:2 Pad:2 Where:2 Conv:1 Greater:1 CumSum:1 Mul:1,ok,199,input_or_initializer:1 Pad:1,0
ok,1,0,0,0,1,1,0,0,27000,38,Less:9 And:7 Mul:3 Div:3 Sub:3 Floor:2 Where:2 Slice:1 ArgMax:1 Cast:1 ReduceMax:1 ReduceSum:1,ok,200,input_or_initializer:1 Pad:1,0
ok,1,0,0,0,1,1,0,1,27000,21,Gather:4 ArgMax:2 Cast:2 Equal:2 Add:2 Less:2 GatherND:1 Unsqueeze:1 MatMul:1 Mul:1 And:1 Where:1,ok,209,input_or_initializer:1 Equal:1 Reshape:1,0
ok,1,0,0,0,1,1,0,0,27000,31,Cast:9 And:5 ReduceMax:4 CumSum:4 Slice:3 Sum:2 Or:1 Xor:1 Concat:1 Pad:1,ok,246,input_or_initializer:1 Pad:1,0
ok,1,0,0,0,1,1,0,0,27000,129,And:48 Greater:16 Cast:14 ReduceSum:14 Or:11 Equal:9 Sum:5 Where:3 Slice:2 Sub:2 Less:2 Conv:1,ok,250,input_or_initializer:1 Pad:1,0
ok,1,0,0,0,1,1,0,0,27000,11,Mul:3 Slice:2 Cast:2 Sub:1 ReduceSum:1 Equal:1 Pad:1,ok,267,input_or_initializer:1 Pad:1,0
ok,1,0,0,0,1,1,0,0,27000,21,CumSum:6 Greater:4 And:4 Slice:1 LessOrEqual:1 Mul:1 Where:1 Sum:1 Equal:1 Pad:1,ok,273,input_or_initializer:1 Pad:1,0
ok,1,0,0,0,1,1,0,0,27000,60,Where:11 Equal:8 Pad:6 Cast:5 MaxPool:5 Slice:3 ReduceMin:3 ReduceSum:3 Not:3 And:3 Expand:3 Mul:3,ok,277,input_or_initializer:1 Pad:1,0
ok,1,0,0,0,1,1,0,0,27000,22,Slice:7 Or:3 Equal:2 And:2 ArgMax:1 Cast:1 Where:1 ReduceMax:1 Greater:1 Not:1 Max:1 Pad:1,ok,287,input_or_initializer:1 Pad:1,0
ok,1,0,0,0,1,1,0,0,27000,24,Where:4 Slice:3 ReduceSum:3 Cast:2 Mul:2 Equal:2 And:2 Greater:1 Div:1 Floor:1 Sub:1 Sum:1,ok,297,input_or_initializer:1 Pad:1,0
ok,1,0,0,0,1,1,0,0,27000,43,Cast:13 And:10 MaxPool:8 Not:7 Or:2 Slice:1 Concat:1 Pad:1,ok,302,input_or_initializer:1 Pad:1,0
ok,1,0,0,0,1,1,0,0,27000,6,ReduceMax:2 Mul:1 Mod:1 Equal:1 Pad:1,ok,305,input_or_initializer:1 Pad:1,0
ok,1,0,0,0,1,1,0,0,27000,19,And:3 Slice:2 Greater:2 CumSum:2 Gather:2 Not:2 Or:1 Cast:1 Sub:1 GreaterOrEqual:1 Concat:1 Pad:1,ok,320,input_or_initializer:1 Pad:1,0
ok,1,0,0,0,1,1,0,0,27000,10,Cast:2 Slice:1 Conv:1 Greater:1 Or:1 Not:1 And:1 Concat:1 Pad:1,ok,323,input_or_initializer:1 Pad:1,0
ok,1,0,0,0,1,1,0,0,27000,54,And:10 Equal:8 Greater:7 ReduceMax:6 Cast:5 Or:5 CumSum:4 Gather:4 Not:2 Slice:1 Concat:1 Pad:1,ok,336,input_or_initializer:1 Pad:1,0
ok,1,0,0,0,1,1,0,0,27000,40,Where:7 ReduceSum:6 Conv:5 And:4 Cast:3 Greater:3 Sum:3 Mul:3 Slice:2 Less:2 Equal:1 Pad:1,ok,342,input_or_initializer:1 Pad:1,0
ok,1,0,0,0,1,1,0,0,27000,28,And:4 ReduceMax:3 Mul:3 Sub:3 Slice:2 ReduceSum:2 Not:2 Greater:1 Abs:1 GreaterOrEqual:1 Div:1 Floor:1,ok,348,input_or_initializer:1 Pad:1,0
ok,1,0,0,0,1,1,0,0,27000,11,Slice:3 Cast:3 MaxPool:1 And:1 Xor:1 Concat:1 Pad:1,ok,352,input_or_initializer:1 Pad:1,0
ok,1,0,0,0,1,1,0,0,27000,31,ReduceSum:8 Mul:4 Slice:3 Cast:3 Sub:2 Sign:2 Sum:2 Equal:2 Xor:2 And:1 Concat:1 Pad:1,ok,353,input_or_initializer:1 Pad:1,0
ok,1,0,0,0,1,1,0,0,27000,22,Mul:5 Slice:4 MaxPool:4 Greater:2 Cast:2 Gather:1 Or:1 Split:1 Concat:1 Pad:1,ok,354,input_or_initializer:1 Pad:1,0
ok,1,0,0,0,1,1,0,0,27000,21,Greater:5 Sub:4 CumSum:2 ReduceSum:2 And:2 Or:2 Slice:1 Not:1 Concat:1 Pad:1,ok,356,input_or_initializer:1 Pad:1,0
ok,1,0,0,0,1,1,0,0,27000,60,Cast:10 Mul:10 ReduceSum:5 Equal:5 Add:4 Reshape:4 MatMul:4 Greater:3 AveragePool:2 Pad:2 Sub:2 Where:2,ok,361,input_or_initializer:1 Pad:1,0
ok,1,0,0,0,1,1,0,0,27000,63,Where:12 MaxPool:10 And:7 Slice:6 Pad:5 Greater:4 Sum:3 Equal:3 Cast:3 ScatterND:2 Gather:2 Not:2,ok,364,input_or_initializer:1 Pad:1,0
ok,1,0,0,0,1,1,0,0,27000,19,ReduceSum:4 Slice:2 Mul:2 Sub:2 Abs:2 Equal:2 Conv:1 Cast:1 And:1 Where:1 Pad:1,ok,375,input_or_initializer:1 Pad:1,0
ok,1,0,0,0,1,1,0,0,27000,31,Cast:8 And:8 Not:4 Slice:3 Pad:3 MaxPool:2 ReduceMax:2 Concat:1,ok,381,input_or_initializer:1 Pad:1,0
ok,1,0,0,0,1,1,0,1,27000,52,Pad:19 Where:13 Equal:6 Cast:3 Add:3 GreaterOrEqual:2 Slice:1 Conv:1 ReduceMax:1 Greater:1 And:1 ReduceSum:1,ok,388,input_or_initializer:1 Equal:1 Pad:1,0
ok,0,0,0,0,0,3,0,0,9000,22,ArgMax:5 Sub:3 ReduceMax:2 Add:2 Reshape:2 Where:2 ReduceSum:1 Mul:1 Cast:1 Greater:1 Sum:1 Equal:1,ok,291,input_or_initializer:2 Where:1,1
ok,0,0,0,0,0,3,0,0,9000,43,Add:6 Where:5 Sub:5 ArgMax:4 Gather:4 Reshape:3 Greater:3 Slice:2 Cast:2 ReduceMax:2 Mul:2 Less:2,ok,390,Sub:3 input_or_initializer:2 Slice:2 Cast:2 Gather:2 Concat:1 Where:1,1
ok,0,0,0,0,0,2,0,0,9000,25,Slice:6 Mul:4 Sub:4 Cast:3 Pad:2 ReduceSum:2 Greater:1 Where:1 Sum:1 Concat:1,ok,27,Mul:4 Sub:4 input_or_initializer:2 Pad:2 Concat:1 Slice:1 Cast:1 Where:1 Sum:1,1
ok,0,0,0,0,0,2,0,0,9000,7,ReduceMax:1 Conv:1 ReduceSum:1 Div:1 Sum:1 Greater:1 Where:1,ok,67,input_or_initializer:1 Where:1,1
ok,0,0,0,0,0,1,0,0,9000,18,ReduceSum:2 Sub:2 Transpose:2 MatMul:2 Cast:1 Conv:1 ReduceMax:1 Abs:1 Less:1 Where:1 MaxPool:1 Pad:1,ok,197,MatMul:2 input_or_initializer:1 Cast:1 Conv:1 Where:1 MaxPool:1 Slice:1 Sub:1 Mul:1,1
ok,0,0,0,0,0,1,0,0,9000,34,Add:5 Cast:4 ReduceMax:4 Sub:4 Mul:4 Greater:2 ReduceMin:2 Where:2 Less:2 Conv:1 Squeeze:1 Reshape:1,ok,313,input_or_initializer:1 Where:1 Cast:1 Conv:1 Gather:1,1
ok,0,0,0,0,0,10,0,0,0,31,Cast:6 Slice:3 Concat:2 Unsqueeze:2 Equal:2 Reshape:2 ArgMax:2 Gather:2 ScatterElements:2 Mul:2 Add:2 Flatten:1,ok,101,Slice:3 input_or_initializer:2 Concat:1 Reshape:1 Sub:1 Mul:1 Add:1,0
ok,0,0,0,0,0,10,0,0,0,26,Concat:4 Slice:3 Sub:3 Mul:3 MatMul:2 Div:2 Floor:2 Flatten:1 Unsqueeze:1 ReduceSum:1 Less:1 Cast:1,ok,363,Slice:3 input_or_initializer:2 Concat:2 Sub:1 Mul:1 Add:1,0
ok,0,0,0,0,0,9,0,0,0,44,Mul:8 Sub:8 ReduceMax:4 Where:4 Slice:2 Squeeze:2 Cast:2 Add:2 ReduceMin:2 Less:2 Greater:2 OneHot:2,ok,154,input_or_initializer:2 Slice:2 MatMul:2 Sub:2 Conv:1,0
ok,0,0,0,0,0,9,0,0,0,36,Gather:7 Cast:6 Equal:3 ArgMax:3 ScatterElements:3 Unsqueeze:2 Reshape:2 ReduceMax:2 Mul:2 Flatten:1 MatMul:1 Sum:1,ok,191,Gather:3 input_or_initializer:2 Concat:1 Reshape:1 Sub:1 Add:1,0
ok,0,0,0,0,0,8,0,0,0,681,Concat:135 Mul:112 Where:93 Slice:66 Add:58 Sum:46 Sub:37 Cast:32 Greater:30 And:16 Less:11 ReduceMax:10,ok,170,Pad:4 input_or_initializer:1 Gather:1 ReduceSum:1 Sub:1,0
ok,0,0,0,0,0,7,0,0,0,19,Gather:3 Cast:3 MatMul:3 Reshape:2 Sub:2 Slice:1 Mul:1 Less:1 Greater:1 Pad:1 Concat:1,ok,219,input_or_initializer:2 Gather:2 Concat:1 Pad:1 Sub:1,0
ok,0,0,0,0,0,5,0,0,0,17,MatMul:2 Sub:2 ReduceSum:2 Cast:2 Slice:1 Flatten:1 Unsqueeze:1 Mul:1 Less:1 ScatterElements:1 Reshape:1 ReduceMax:1,ok,133,input_or_initializer:1 Concat:1 ReduceMax:1 ReduceSum:1 Sub:1,0
ok,0,0,0,0,0,5,0,0,0,53,Max:9 Mul:9 Slice:7 Sub:7 MaxPool:7 Cast:4 Pad:4 Relu:4 ReduceSum:1 Concat:1,ok,251,Max:9 Mul:9 Sub:7 MaxPool:7 Cast:4 Pad:4 Relu:4 Slice:3 input_or_initializer:1 Concat:1,0
ok,0,0,0,0,0,5,0,0,0,8,Conv:3 ReduceMax:3 Sum:1 Mul:1,ok,303,input_or_initializer:1 Mul:1 Conv:1 Sum:1 ReduceMax:1,0
ok,0,0,0,0,0,4,0,0,0,22,Gather:6 Conv:4 Where:2 Squeeze:2 Greater:1 Sum:1 Reshape:1 ArgMax:1 Div:1 Mul:1 Sub:1 Pad:1,ok,271,Conv:2 input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,4,0,0,0,16,Slice:2 ReduceSum:2 Squeeze:2 Greater:2 Cast:2 ArgMax:2 Sub:2 Gather:1 Pad:1,ok,274,Slice:2 input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,3,0,0,0,166,Gather:62 Sum:59 Mul:11 Equal:10 Cast:6 Where:6 Not:4 Concat:3 Sub:3 Conv:2,ok,55,Mul:5 input_or_initializer:2 Gather:2 Cast:2 Concat:1 Sum:1 Sub:1,0
ok,0,0,0,0,0,3,0,1,0,28,Mul:5 Cast:4 Gather:3 Less:3 ReduceSum:2 Reshape:2 MatMul:2 Pad:2 Sub:2 Sum:1 Where:1 Add:1,ok,157,input_or_initializer:1 Pad:1 Mul:1 ReduceSum:1,0
ok,0,0,0,0,0,3,0,0,0,137,Mul:20 Concat:15 Reshape:15 Cast:13 ReduceSum:10 Unsqueeze:9 GatherND:9 OneHot:9 Where:8 Slice:7 Equal:6 ArgMax:6,ok,218,input_or_initializer:1 Pad:1 Conv:1,0
ok,0,0,0,0,0,3,0,0,0,11,Cast:2 Mul:2 ReduceMax:2 Slice:1 Conv:1 Equal:1 Reshape:1 ScatterND:1,ok,240,input_or_initializer:2 ScatterND:1,0
ok,0,0,0,0,0,2,0,2,0,42,Reshape:7 Add:7 Cast:5 ArgMax:5 Where:3 Gather:2 ReduceMax:2 Sub:2 Less:2 ReduceSum:1 Slice:1 LessOrEqual:1,ok,14,input_or_initializer:1 Pad:1 Cast:1 Gather:1,0
ok,0,0,0,0,0,2,0,0,0,1,Conv:1,ok,15,input_or_initializer:1 Conv:1,0
ok,0,0,0,0,0,2,0,0,0,1,Gather:1,ok,16,input_or_initializer:1 Gather:1,0
ok,0,0,0,0,0,2,0,0,0,67,Mul:17 ReduceMax:16 Slice:10 Sub:8 Add:8 Concat:4 Cast:2 Conv:1 Pad:1,ok,22,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,0,0,10,Cast:2 ReduceSum:1 MatMul:1 Equal:1 ArgMax:1 Gather:1 Flatten:1 ScatterElements:1 Reshape:1,ok,25,input_or_initializer:1 Reshape:1,0
ok,0,0,0,0,0,2,0,0,0,26,ArgMax:4 Where:3 ReduceSum:2 Greater:2 Cast:2 Sub:2 Add:2 Gather:2 LessOrEqual:2 Unsqueeze:2 Slice:1 And:1,ok,31,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,0,0,16,Slice:4 Mul:3 Sub:2 Relu:2 ReduceSum:1 Resize:1 Sum:1 Concat:1 Pad:1,ok,38,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,0,0,14,ReduceSum:2 Greater:2 Cast:2 ArgMax:2 Add:2 Gather:2 Slice:1 Pad:1,ok,39,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,0,0,14,Cast:2 Slice:1 Flatten:1 MatMul:1 Equal:1 ArgMax:1 Gather:1 ScatterElements:1 Reshape:1 ReduceMax:1 Sub:1 Concat:1,ok,44,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,0,0,1,Gather:1,ok,53,input_or_initializer:1 Gather:1,0
ok,0,0,0,0,0,2,0,0,0,34,Slice:5 Sub:5 ReduceMax:4 Sum:4 Relu:4 ReduceSum:3 Clip:3 Mul:3 Max:1 Concat:1 Pad:1,ok,63,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,0,0,1,Conv:1,ok,73,input_or_initializer:1 Conv:1,0
ok,0,0,0,0,0,2,0,0,0,22,Slice:3 Flatten:2 Sub:2 Mul:2 Cast:2 MatMul:1 Unsqueeze:1 ReduceSum:1 Less:1 ArgMax:1 Gather:1 ScatterElements:1,ok,76,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,0,0,20,Gather:4 ArgMax:3 Squeeze:3 Add:2 Slice:1 Conv:1 Greater:1 Cast:1 ReduceSum:1 Unsqueeze:1 ReduceMax:1 Pad:1,ok,79,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,0,0,1,GridSample:1,ok,83,input_or_initializer:1 GridSample:1,0
ok,0,0,0,0,0,2,0,0,0,2,Slice:1 Pad:1,ok,87,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,0,0,1,Conv:1,ok,95,input_or_initializer:1 Conv:1,0
ok,0,0,0,0,0,2,0,0,0,1,Conv:1,ok,98,input_or_initializer:1 Conv:1,0
ok,0,0,0,0,0,2,0,0,0,1,Conv:1,ok,99,input_or_initializer:1 Conv:1,0
ok,0,0,0,0,0,2,0,0,0,28,ArgMax:5 ReduceSum:3 Greater:3 Cast:3 Add:3 Where:2 Sub:2 Mul:2 Slice:1 OneHot:1 Unsqueeze:1 Expand:1,ok,100,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,0,0,1,GridSample:1,ok,108,input_or_initializer:1 GridSample:1,0
ok,0,0,0,0,0,2,0,0,0,15,Add:3 Slice:2 ReduceSum:2 ArgMax:2 Reshape:2 Concat:2 Sub:1 Pad:1,ok,111,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,0,0,1,Gather:1,ok,113,input_or_initializer:1 Gather:1,0
ok,0,0,0,0,0,2,0,0,0,1,Gather:1,ok,116,input_or_initializer:1 Gather:1,0
ok,0,0,0,0,0,2,0,0,0,1,Conv:1,ok,120,input_or_initializer:1 Conv:1,0
ok,0,0,0,0,0,2,0,0,0,24,Gather:5 Add:4 Slice:3 ReduceSum:3 ArgMax:3 Sub:1 OneHot:1 Unsqueeze:1 Mul:1 Concat:1 Pad:1,ok,121,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,0,0,1,Conv:1,ok,122,input_or_initializer:1 Conv:1,0
ok,0,0,0,0,0,2,0,0,0,1,Conv:1,ok,127,input_or_initializer:1 Conv:1,0
ok,0,0,0,0,0,2,0,0,0,10,Gather:3 MaxPool:1 ReduceMax:1 Sub:1 Conv:1 Mul:1 Sum:1 Pad:1,ok,130,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,2,0,75,Where:8 Add:8 Slice:6 Reshape:6 Sub:6 Equal:6 Gather:6 ArgMax:5 Cast:5 MaxPool:5 ReduceMax:3 Less:3,ok,134,input_or_initializer:1 Pad:1 Gather:1 Cast:1,0
ok,0,0,0,0,0,2,0,0,0,2,Slice:1 Pad:1,ok,135,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,0,0,2,Slice:1 Pad:1,ok,140,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,0,0,1,GridSample:1,ok,142,input_or_initializer:1 GridSample:1,0
ok,0,0,0,0,0,2,0,0,0,1,Conv:1,ok,147,input_or_initializer:1 Conv:1,0
ok,0,0,0,0,0,2,0,0,0,5,Conv:1 Slice:1 Neg:1 Concat:1 Pad:1,ok,149,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,0,0,11,ReduceSum:2 Cast:2 Sub:2 Greater:1 Less:1 Where:1 Squeeze:1 Gather:1,ok,150,input_or_initializer:1 Gather:1,0
ok,0,0,0,0,0,2,0,0,0,1,Conv:1,ok,151,input_or_initializer:1 Conv:1,0
ok,0,0,0,0,0,2,0,0,0,1,GridSample:1,ok,152,input_or_initializer:1 GridSample:1,0
ok,0,0,0,0,0,2,0,0,0,11,ReduceSum:2 Cast:2 Sub:2 Greater:1 Less:1 Where:1 Squeeze:1 Gather:1,ok,155,input_or_initializer:1 Gather:1,0
ok,0,0,0,0,0,2,0,0,0,1,Gather:1,ok,164,input_or_initializer:1 Gather:1,0
ok,0,0,0,0,0,2,0,0,0,1,Conv:1,ok,171,input_or_initializer:1 Conv:1,0
ok,0,0,0,0,0,2,0,0,0,1,Gather:1,ok,172,input_or_initializer:1 Gather:1,0
ok,0,0,0,0,0,2,0,0,0,790,Gather:100 Sub:74 Mul:73 Less:64 Unsqueeze:54 Where:54 Cast:46 Equal:45 Greater:36 ArgMax:36 Squeeze:36 ReduceSum:36,ok,174,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,0,0,1,Transpose:1,ok,179,input_or_initializer:1 Transpose:1,0
ok,0,0,0,0,0,2,0,1,0,55,Cast:12 Gather:12 Mul:12 ReduceSum:6 Sub:3 Less:2 Add:2 Unsqueeze:2 Where:2 Sum:1 Pad:1,ok,183,input_or_initializer:1 Pad:1 Cast:1,0
ok,0,0,0,0,0,2,0,0,0,242,Equal:64 And:45 Gather:23 Cast:20 Not:20 ReduceSum:19 Unsqueeze:19 Where:9 Mul:8 Concat:4 ArgMax:2 Greater:2,ok,185,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,0,0,1,GridSample:1,ok,194,input_or_initializer:1 GridSample:1,0
ok,0,0,0,0,0,2,0,0,0,1,Gather:1,ok,210,input_or_initializer:1 Gather:1,0
ok,0,0,0,0,0,2,0,0,0,1,GridSample:1,ok,211,input_or_initializer:1 GridSample:1,0
ok,0,0,0,0,0,2,0,0,0,1,GridSample:1,ok,214,input_or_initializer:1 GridSample:1,0
ok,0,0,0,0,0,2,0,0,0,18,Cast:4 Reshape:4 Slice:2 ReduceMax:2 Greater:2 And:1 Not:1 Concat:1 Pad:1,ok,217,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,0,0,1,Conv:1,ok,220,input_or_initializer:1 Conv:1,0
ok,0,0,0,0,0,2,0,0,0,1,GridSample:1,ok,223,input_or_initializer:1 GridSample:1,0
ok,0,0,0,0,0,2,0,0,0,1,Conv:1,ok,230,input_or_initializer:1 Conv:1,0
ok,0,0,0,0,0,2,0,0,0,1,Transpose:1,ok,241,input_or_initializer:1 Transpose:1,0
ok,0,0,0,0,0,2,0,0,0,27,Gather:5 Cast:3 Reshape:2 Div:2 Floor:2 Mul:2 Sub:2 ReduceSum:1 MatMul:1 Unsqueeze:1 Equal:1 ArgMax:1,ok,243,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,1,0,66,Gather:23 Cast:15 Equal:9 Where:8 ReduceSum:3 ReduceMax:2 And:2 Sum:2 Pad:2,ok,244,input_or_initializer:1 Pad:1 Cast:1,0
ok,0,0,0,0,0,2,0,0,0,26,Less:4 Cast:4 Gather:3 ReduceSum:2 ReduceMax:2 Sub:2 Mul:2 Transpose:2 And:2 ArgMax:1 Where:1 Pad:1,ok,247,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,1,0,17,Gather:6 Where:4 Cast:2 Conv:1 ReduceMax:1 Greater:1 Sum:1 Pad:1,ok,253,input_or_initializer:1 Pad:1 Cast:1,0
ok,0,0,0,0,0,2,0,0,0,1,Conv:1,ok,258,input_or_initializer:1 Conv:1,0
ok,0,0,0,0,0,2,0,0,0,30,ArgMax:4 Where:4 Gather:3 Slice:2 ReduceSum:2 Greater:2 Cast:2 Sub:2 Add:2 LessOrEqual:2 Unsqueeze:2 And:1,ok,259,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,0,0,1,Conv:1,ok,261,input_or_initializer:1 Conv:1,0
ok,0,0,0,0,0,2,0,0,0,1,Conv:1,ok,266,input_or_initializer:1 Conv:1,0
ok,0,0,0,0,0,2,0,0,0,96,Mul:28 Reshape:20 MatMul:16 ReduceSum:12 Cast:6 Slice:4 ReduceMax:4 Sum:3 Sub:1 Concat:1 Pad:1,ok,270,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,0,0,1,Conv:1,ok,272,input_or_initializer:1 Conv:1,0
ok,0,0,0,0,0,2,0,0,0,1,Gather:1,ok,276,input_or_initializer:1 Gather:1,0
ok,0,0,0,0,0,2,0,0,0,1,Conv:1,ok,282,input_or_initializer:1 Conv:1,0
ok,0,0,0,0,0,2,0,0,0,1,Conv:1,ok,283,input_or_initializer:1 Conv:1,0
ok,0,0,0,0,0,2,0,0,0,1,Conv:1,ok,294,input_or_initializer:1 Conv:1,0
ok,0,0,0,0,0,2,0,0,0,10,Reshape:2 Slice:1 MatMul:1 Greater:1 Cast:1 ReduceSum:1 Sub:1 Concat:1 Pad:1,ok,296,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,0,0,17,Slice:3 ReduceMax:3 Sub:2 Mul:2 ReduceSum:1 Sum:1 Relu:1 Resize:1 Tile:1 Concat:1 Pad:1,ok,304,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,0,0,1,GridSample:1,ok,307,input_or_initializer:1 GridSample:1,0
ok,0,0,0,0,0,2,0,0,0,59,And:9 Where:7 Equal:6 Greater:5 ReduceSum:4 ReduceMax:4 Sub:4 Not:3 Mul:3 Or:3 ReduceMin:2 Abs:2,ok,308,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,0,0,1,Gather:1,ok,309,input_or_initializer:1 Gather:1,0
ok,0,0,0,0,0,2,0,2,0,42,Reshape:7 Add:7 Cast:5 ArgMax:5 Where:3 Gather:2 ReduceMax:2 Sub:2 Less:2 ReduceSum:1 Slice:1 LessOrEqual:1,ok,310,input_or_initializer:1 Pad:1 Cast:1 Gather:1,0
ok,0,0,0,0,0,2,0,0,0,1,Gather:1,ok,311,input_or_initializer:1 Gather:1,0
ok,0,0,0,0,0,2,0,0,0,15,Slice:3 Cast:3 Reshape:3 And:1 ReduceMax:1 Greater:1 Not:1 Concat:1 Pad:1,ok,315,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,0,0,39,Equal:10 Where:9 ReduceSum:9 Conv:2 Cast:2 And:2 Slice:1 Greater:1 Concat:1 Reshape:1 Pad:1,ok,316,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,0,0,1,Conv:1,ok,317,input_or_initializer:1 Conv:1,0
ok,0,0,0,0,0,2,0,1,0,19,Cast:5 MatMul:2 Reshape:2 Conv:1 Slice:1 Flatten:1 Unsqueeze:1 Equal:1 Gather:1 Sub:1 Abs:1 Less:1,ok,319,input_or_initializer:1 Pad:1 Conv:1,0
ok,0,0,0,0,0,2,0,0,0,2,Slice:1 Pad:1,ok,326,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,0,0,1,Conv:1,ok,331,input_or_initializer:1 Conv:1,0
ok,0,0,0,0,0,2,0,0,0,55,Gather:9 CumSum:8 Equal:8 Cast:8 Less:4 Where:4 Sub:3 Mul:3 ReduceMax:2 Sum:2 Slice:1 Conv:1,ok,333,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,0,0,1,Gather:1,ok,337,input_or_initializer:1 Gather:1,0
ok,0,0,0,0,0,2,0,0,0,1,Conv:1,ok,344,input_or_initializer:1 Conv:1,0
ok,0,0,0,0,0,2,0,0,0,13,Add:2 Slice:1 Conv:1 ReduceMax:1 ReduceSum:1 Greater:1 Where:1 Sub:1 ArgMax:1 OneHot:1 Unsqueeze:1 Pad:1,ok,346,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,0,0,47,Where:12 MaxPool:9 Cast:5 And:3 Slice:2 Mul:2 Equal:2 Greater:1 Neg:1 Unsqueeze:1 ConstantOfShape:1 ScatterND:1,ok,374,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,0,0,3,Slice:1 Transpose:1 Pad:1,ok,380,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,2,0,0,0,1,Gather:1,ok,385,input_or_initializer:1 Gather:1,0
ok,0,0,0,0,0,2,0,0,0,13,Reshape:5 Mul:3 ReduceMax:1 ArgMax:1 OneHot:1 Sum:1 Conv:1,ok,389,input_or_initializer:1 Conv:1,0
ok,0,0,0,0,0,2,0,0,0,26,OneHot:6 ArgMax:4 Mul:3 Sub:3 Add:3 Unsqueeze:3 Slice:1 ReduceSum:1 Concat:1 Pad:1,ok,391,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,13,Slice:3 Cast:2 Gather:2 ReduceMax:1 Concat:1 Tile:1 Or:1 Where:1 Pad:1,ok,1,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,95,Conv:24 Greater:23 Where:21 Slice:11 Sub:6 Cast:3 Sum:2 ReduceSum:1 And:1 Mul:1 Concat:1 Pad:1,ok,2,input_or_initializer:1 Pad:1 Cast:1,0
ok,0,0,0,0,0,1,0,0,0,44,Mul:10 Slice:7 Cast:7 Sub:5 Concat:4 Sum:3 ReduceSum:2 Less:2 Not:2 Where:1 Pad:1,ok,3,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,4,Conv:2 Cast:1 Relu:1,ok,4,Conv:2 input_or_initializer:1 Cast:1 Relu:1,0
ok,0,0,0,0,0,1,0,0,0,106,Conv:19 Greater:18 Where:16 Mul:9 ReduceMax:8 And:8 Or:7 Relu:6 Cast:5 Sub:4 Slice:1 Sum:1,ok,5,input_or_initializer:1 Pad:1,0
