added_total,all_top_deltas,all_top_line_types,balanced_removed_added_colors,color_count_preserved_nonzero_colors,color_counts_preserved,color_motion,dominant_delta,dominant_line_type,idx,input_nonzero_bbox,nonzero_count_preserved,output_nonzero_bbox,recolor_total,removed_total,shape,split
4,"0,3:2 0,4:2",horizontal:4,2,2,False,"[{""added"": 2, ""added_bbox"": ""(4, 11, 9, 11)"", ""color"": 3, ""delta_counts"": {""0,3"": 2}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 31, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 3.0, ""output_count"": 31, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(4, 8, 9, 8)"", ""top_delta"": ""(0, 3):2"", ""top_line_type"": ""horizontal:2""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 4, ""input_count"": 2, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 2, ""removed_bbox"": ""(0, 0, 16, 15)""}, {""added"": 2, ""added_bbox"": ""(2, 5, 20, 5)"", ""color"": 6, ""delta_counts"": {""0,4"": 2}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 31, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 4.0, ""output_count"": 31, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(2, 1, 20, 1)"", ""top_delta"": ""(0, 4):2"", ""top_line_type"": ""horizontal:2""}]","0,3",horizontal,157,"(0, 0, 28, 15)",False,"(0, 5, 28, 12)",0,6,"(29, 16)",arc-gen
2,"4,0:1 3,0:1",vertical:2,2,2,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 1, ""input_count"": 28, ""output_count"": 28, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 4, ""input_count"": 1, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 1, ""removed_bbox"": ""(18, 11, 18, 11)""}, {""added"": 2, ""added_bbox"": ""(13, 3, 13, 13)"", ""color"": 5, ""delta_counts"": {""3,0"": 1, ""4,0"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 30, ""line_counts"": {""vertical"": 2}, ""mean_manhattan"": 3.5, ""output_count"": 30, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(9, 3, 10, 13)"", ""top_delta"": ""(4, 0):1 (3, 0):1"", ""top_line_type"": ""vertical:2""}]","4,0",vertical,158,"(5, 0, 18, 27)",False,"(5, 0, 14, 27)",0,3,"(20, 28)",arc-gen
5,"1,0:2 -14,0:1 10,0:1 9,0:1",vertical:5,4,4,False,"[{""added"": 1, ""added_bbox"": ""(4, 20, 4, 20)"", ""color"": 1, ""delta_counts"": {""-14,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 28, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 14.0, ""output_count"": 28, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(18, 20, 18, 20)"", ""top_delta"": ""(-14, 0):1"", ""top_line_type"": ""vertical:1""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 3, ""input_count"": 3, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 3, ""removed_bbox"": ""(8, 5, 21, 25)""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 5, ""input_count"": 27, ""output_count"": 27, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 2, ""added_bbox"": ""(15, 4, 15, 5)"", ""color"": 7, ""delta_counts"": {""10,0"": 1, ""9,0"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 29, ""line_counts"": {""vertical"": 2}, ""mean_manhattan"": 9.5, ""output_count"": 29, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(5, 4, 6, 5)"", ""top_delta"": ""(10, 0):1 (9, 0):1"", ""top_line_type"": ""vertical:2""}, {""added"": 2, ""added_bbox"": ""(9, 0, 9, 14)"", ""color"": 9, ""delta_counts"": {""1,0"": 2}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 29, ""line_counts"": {""vertical"": 2}, ""mean_manhattan"": 1.0, ""output_count"": 29, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(8, 0, 8, 14)"", ""top_delta"": ""(1, 0):2"", ""top_line_type"": ""vertical:2""}]","1,0",vertical,159,"(3, 0, 24, 26)",False,"(3, 0, 24, 26)",0,8,"(28, 27)",arc-gen
6,"0,5:2 0,3:1 0,-5:1 0,-1:1 0,-6:1",horizontal:6,2,2,False,"[{""added"": 3, ""added_bbox"": ""(2, 11, 13, 11)"", ""color"": 1, ""delta_counts"": {""0,3"": 1, ""0,5"": 2}, ""dominant_delta_share"": 0.6667, ""dominant_line_share"": 1.0, ""input_count"": 21, ""line_counts"": {""horizontal"": 3}, ""mean_manhattan"": 4.3333, ""output_count"": 21, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(2, 6, 13, 8)"", ""top_delta"": ""(0, 5):2 (0, 3):1"", ""top_line_type"": ""horizontal:3""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 7, ""input_count"": 1, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 1, ""removed_bbox"": ""(15, 5, 15, 5)""}, {""added"": 3, ""added_bbox"": ""(3, 4, 15, 4)"", ""color"": 9, ""delta_counts"": {""0,-1"": 1, ""0,-5"": 1, ""0,-6"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 21, ""line_counts"": {""horizontal"": 3}, ""mean_manhattan"": 4.0, ""output_count"": 21, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(3, 5, 15, 10)"", ""top_delta"": ""(0, -5):1 (0, -1):1 (0, -6):1"", ""top_line_type"": ""horizontal:3""}]","0,5",horizontal,160,"(0, 3, 17, 12)",False,"(0, 3, 17, 12)",0,7,"(18, 13)",arc-gen
7,"0,1:2 0,2:1 0,18:1 0,12:1 0,10:1 0,-11:1",horizontal:7,3,3,False,"[{""added"": 1, ""added_bbox"": ""(7, 11, 7, 11)"", ""color"": 1, ""delta_counts"": {""0,2"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 16, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 2.0, ""output_count"": 16, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(7, 9, 7, 9)"", ""top_delta"": ""(0, 2):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 3, ""input_count"": 2, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 2, ""removed_bbox"": ""(0, 1, 5, 15)""}, {""added"": 4, ""added_bbox"": ""(3, 18, 14, 18)"", ""color"": 5, ""delta_counts"": {""0,1"": 1, ""0,10"": 1, ""0,12"": 1, ""0,18"": 1}, ""dominant_delta_share"": 0.25, ""dominant_line_share"": 1.0, ""input_count"": 19, ""line_counts"": {""horizontal"": 4}, ""mean_manhattan"": 10.25, ""output_count"": 19, ""pair_count"": 4, ""perfect_size_match"": true, ""removed"": 4, ""removed_bbox"": ""(3, 0, 14, 17)"", ""top_delta"": ""(0, 18):1 (0, 12):1 (0, 1):1 (0, 10):1"", ""top_line_type"": ""horizontal:4""}, {""added"": 2, ""added_bbox"": ""(0, 2, 8, 4)"", ""color"": 8, ""delta_counts"": {""0,-11"": 1, ""0,1"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 17, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 6.0, ""output_count"": 17, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(0, 1, 8, 15)"", ""top_delta"": ""(0, 1):1 (0, -11):1"", ""top_line_type"": ""horizontal:2""}]","0,1",horizontal,161,"(0, 0, 14, 19)",False,"(0, 2, 14, 19)",0,9,"(15, 20)",arc-gen
4,"1,0:2 5,0:1 -4,0:1",vertical:4,2,2,True,"[{""added"": 3, ""added_bbox"": ""(12, 3, 12, 13)"", ""color"": 1, ""delta_counts"": {""1,0"": 2, ""5,0"": 1}, ""dominant_delta_share"": 0.6667, ""dominant_line_share"": 1.0, ""input_count"": 24, ""line_counts"": {""vertical"": 3}, ""mean_manhattan"": 2.3333, ""output_count"": 24, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(7, 3, 11, 13)"", ""top_delta"": ""(1, 0):2 (5, 0):1"", ""top_line_type"": ""vertical:3""}, {""added"": 1, ""added_bbox"": ""(5, 3, 5, 3)"", ""color"": 4, ""delta_counts"": {""-4,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 22, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 4.0, ""output_count"": 22, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(9, 3, 9, 3)"", ""top_delta"": ""(-4, 0):1"", ""top_line_type"": ""vertical:1""}]","1,0",vertical,162,"(4, 0, 13, 20)",True,"(4, 0, 13, 20)",0,4,"(15, 21)",arc-gen
5,"0,1:1 0,-4:1 0,2:1 0,3:1 0,-3:1",horizontal:5,2,2,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 1, ""input_count"": 2, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 2, ""removed_bbox"": ""(1, 7, 19, 7)""}, {""added"": 3, ""added_bbox"": ""(8, 2, 17, 4)"", ""color"": 3, ""delta_counts"": {""0,-4"": 1, ""0,1"": 1, ""0,2"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 26, ""line_counts"": {""horizontal"": 3}, ""mean_manhattan"": 2.3333, ""output_count"": 26, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(8, 0, 17, 8)"", ""top_delta"": ""(0, 1):1 (0, -4):1 (0, 2):1"", ""top_line_type"": ""horizontal:3""}, {""added"": 2, ""added_bbox"": ""(1, 9, 14, 11)"", ""color"": 5, ""delta_counts"": {""0,-3"": 1, ""0,3"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 25, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 3.0, ""output_count"": 25, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(1, 6, 14, 14)"", ""top_delta"": ""(0, 3):1 (0, -3):1"", ""top_line_type"": ""horizontal:2""}]","0,1",horizontal,163,"(0, 0, 22, 14)",False,"(0, 2, 22, 11)",0,7,"(23, 15)",arc-gen
8,"-7,0:2 -8,0:2 17,0:1 11,0:1 -1,0:1 2,0:1",vertical:8,3,3,False,"[{""added"": 1, ""added_bbox"": ""(17, 9, 17, 9)"", ""color"": 1, ""delta_counts"": {""17,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 29, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 17.0, ""output_count"": 29, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(0, 9, 0, 9)"", ""top_delta"": ""(17, 0):1"", ""top_line_type"": ""vertical:1""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 2, ""input_count"": 5, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 5, ""removed_bbox"": ""(0, 0, 16, 22)""}, {""added"": 4, ""added_bbox"": ""(11, 11, 13, 21)"", ""color"": 3, ""delta_counts"": {""-1,0"": 1, ""-7,0"": 2, ""11,0"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 32, ""line_counts"": {""vertical"": 4}, ""mean_manhattan"": 6.5, ""output_count"": 32, ""pair_count"": 4, ""perfect_size_match"": true, ""removed"": 4, ""removed_bbox"": ""(0, 11, 20, 21)"", ""top_delta"": ""(-7, 0):2 (11, 0):1 (-1, 0):1"", ""top_line_type"": ""vertical:4""}, {""added"": 3, ""added_bbox"": ""(4, 3, 6, 12)"", ""color"": 7, ""delta_counts"": {""-8,0"": 2, ""2,0"": 1}, ""dominant_delta_share"": 0.6667, ""dominant_line_share"": 1.0, ""input_count"": 31, ""line_counts"": {""vertical"": 3}, ""mean_manhattan"": 6.0, ""output_count"": 31, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(2, 3, 14, 12)"", ""top_delta"": ""(-8, 0):2 (2, 0):1"", ""top_line_type"": ""vertical:3""}]","-7,0",vertical,164,"(0, 0, 20, 27)",False,"(4, 0, 18, 27)",0,13,"(21, 28)",arc-gen
3,"1,0:2 -4,0:1",vertical:3,2,2,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 2, ""input_count"": 2, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 2, ""removed_bbox"": ""(6, 16, 9, 21)""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 7, ""input_count"": 27, ""output_count"": 27, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 3, ""added_bbox"": ""(3, 7, 5, 25)"", ""color"": 8, ""delta_counts"": {""-4,0"": 1, ""1,0"": 2}, ""dominant_delta_share"": 0.6667, ""dominant_line_share"": 1.0, ""input_count"": 30, ""line_counts"": {""vertical"": 3}, ""mean_manhattan"": 2.0, ""output_count"": 30, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(2, 7, 9, 25)"", ""top_delta"": ""(1, 0):2 (-4, 0):1"", ""top_line_type"": ""vertical:3""}]","1,0",vertical,165,"(2, 0, 12, 26)",False,"(3, 0, 12, 26)",0,5,"(14, 27)",arc-gen
4,"10,0:2 17,0:1 -9,0:1",vertical:4,4,4,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 2, ""input_count"": 23, ""output_count"": 23, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 3, ""input_count"": 1, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 1, ""removed_bbox"": ""(22, 8, 22, 8)""}, {""added"": 3, ""added_bbox"": ""(24, 6, 24, 18)"", ""color"": 5, ""delta_counts"": {""10,0"": 2, ""17,0"": 1}, ""dominant_delta_share"": 0.6667, ""dominant_line_share"": 1.0, ""input_count"": 26, ""line_counts"": {""vertical"": 3}, ""mean_manhattan"": 12.3333, ""output_count"": 26, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(7, 6, 14, 18)"", ""top_delta"": ""(10, 0):2 (17, 0):1"", ""top_line_type"": ""vertical:3""}, {""added"": 1, ""added_bbox"": ""(4, 12, 4, 12)"", ""color"": 7, ""delta_counts"": {""-9,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 24, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 9.0, ""output_count"": 24, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(13, 12, 13, 12)"", ""top_delta"": ""(-9, 0):1"", ""top_line_type"": ""vertical:1""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 8, ""input_count"": 23, ""output_count"": 23, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}]","10,0",vertical,166,"(3, 0, 25, 22)",False,"(3, 0, 25, 22)",0,5,"(30, 23)",arc-gen
2,"0,4:1 0,8:1",horizontal:2,2,2,False,"[{""added"": 1, ""added_bbox"": ""(15, 4, 15, 4)"", ""color"": 2, ""delta_counts"": {""0,4"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 30, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 4.0, ""output_count"": 30, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(15, 0, 15, 0)"", ""top_delta"": ""(0, 4):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 3, ""input_count"": 2, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 2, ""removed_bbox"": ""(11, 3, 23, 7)""}, {""added"": 1, ""added_bbox"": ""(26, 11, 26, 11)"", ""color"": 4, ""delta_counts"": {""0,8"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 30, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 8.0, ""output_count"": 30, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(26, 3, 26, 3)"", ""top_delta"": ""(0, 8):1"", ""top_line_type"": ""horizontal:1""}]","0,4",horizontal,167,"(0, 0, 28, 12)",False,"(0, 4, 28, 12)",0,4,"(29, 17)",arc-gen
3,"0,4:1 0,-1:1 0,-5:1",horizontal:3,3,3,True,"[{""added"": 1, ""added_bbox"": ""(4, 11, 4, 11)"", ""color"": 5, ""delta_counts"": {""0,4"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 19, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 4.0, ""output_count"": 19, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(4, 7, 4, 7)"", ""top_delta"": ""(0, 4):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 6, ""input_count"": 18, ""output_count"": 18, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 2, ""added_bbox"": ""(11, 4, 17, 4)"", ""color"": 8, ""delta_counts"": {""0,-1"": 1, ""0,-5"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 20, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 3.0, ""output_count"": 20, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(11, 5, 17, 9)"", ""top_delta"": ""(0, -1):1 (0, -5):1"", ""top_line_type"": ""horizontal:2""}]","0,4",horizontal,168,"(0, 3, 17, 20)",True,"(0, 3, 17, 20)",0,3,"(18, 23)",arc-gen
5,"0,26:2 0,-12:1 0,2:1 0,-10:1",horizontal:5,4,4,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 1, ""input_count"": 14, ""output_count"": 14, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 2, ""added_bbox"": ""(12, 26, 13, 26)"", ""color"": 2, ""delta_counts"": {""0,26"": 2}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 16, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 26.0, ""output_count"": 16, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(12, 0, 13, 0)"", ""top_delta"": ""(0, 26):2"", ""top_line_type"": ""horizontal:2""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 3, ""input_count"": 14, ""output_count"": 14, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 4, ""input_count"": 2, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 2, ""removed_bbox"": ""(1, 16, 2, 25)""}, {""added"": 3, ""added_bbox"": ""(5, 5, 9, 7)"", ""color"": 6, ""delta_counts"": {""0,-10"": 1, ""0,-12"": 1, ""0,2"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 17, ""line_counts"": {""horizontal"": 3}, ""mean_manhattan"": 8.0, ""output_count"": 17, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(5, 3, 9, 19)"", ""top_delta"": ""(0, -12):1 (0, 2):1 (0, -10):1"", ""top_line_type"": ""horizontal:3""}]","0,26",horizontal,169,"(0, 0, 13, 27)",False,"(0, 5, 13, 27)",0,7,"(14, 28)",arc-gen
6,"0,-8:2 0,8:1 0,1:1 0,-7:1 0,-3:1",horizontal:6,3,3,False,"[{""added"": 3, ""added_bbox"": ""(2, 10, 12, 12)"", ""color"": 1, ""delta_counts"": {""0,-8"": 2, ""0,8"": 1}, ""dominant_delta_share"": 0.6667, ""dominant_line_share"": 1.0, ""input_count"": 19, ""line_counts"": {""horizontal"": 3}, ""mean_manhattan"": 8.0, ""output_count"": 19, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(2, 2, 12, 20)"", ""top_delta"": ""(0, -8):2 (0, 8):1"", ""top_line_type"": ""horizontal:3""}, {""added"": 2, ""added_bbox"": ""(1, 4, 4, 6)"", ""color"": 4, ""delta_counts"": {""0,-7"": 1, ""0,1"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 18, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 4.0, ""output_count"": 18, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(1, 3, 4, 13)"", ""top_delta"": ""(0, 1):1 (0, -7):1"", ""top_line_type"": ""horizontal:2""}, {""added"": 1, ""added_bbox"": ""(6, 19, 6, 19)"", ""color"": 5, ""delta_counts"": {""0,-3"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 17, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 3.0, ""output_count"": 17, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(6, 22, 6, 22)"", ""top_delta"": ""(0, -3):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 8, ""input_count"": 1, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 1, ""removed_bbox"": ""(4, 22, 4, 22)""}]","0,-8",horizontal,170,"(0, 2, 15, 22)",False,"(0, 4, 15, 19)",0,7,"(16, 24)",arc-gen
2,"-10,0:1 9,0:1",vertical:2,2,2,True,"[{""added"": 1, ""added_bbox"": ""(7, 13, 7, 13)"", ""color"": 3, ""delta_counts"": {""-10,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 16, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 10.0, ""output_count"": 16, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(17, 13, 17, 13)"", ""top_delta"": ""(-10, 0):1"", ""top_line_type"": ""vertical:1""}, {""added"": 1, ""added_bbox"": ""(12, 2, 12, 2)"", ""color"": 8, ""delta_counts"": {""9,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 16, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 9.0, ""output_count"": 16, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(3, 2, 3, 2)"", ""top_delta"": ""(9, 0):1"", ""top_line_type"": ""vertical:1""}]","-10,0",vertical,171,"(3, 0, 17, 14)",True,"(6, 0, 13, 14)",0,2,"(19, 15)",arc-gen
3,"0,-1:1 0,-3:1 0,2:1",horizontal:3,2,2,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 1, ""input_count"": 1, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 1, ""removed_bbox"": ""(20, 1, 20, 1)""}, {""added"": 1, ""added_bbox"": ""(2, 12, 2, 12)"", ""color"": 4, ""delta_counts"": {""0,-1"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 29, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 1.0, ""output_count"": 29, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(2, 13, 2, 13)"", ""top_delta"": ""(0, -1):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 2, ""added_bbox"": ""(10, 4, 23, 6)"", ""color"": 8, ""delta_counts"": {""0,-3"": 1, ""0,2"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 30, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 2.5, ""output_count"": 30, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(10, 2, 23, 9)"", ""top_delta"": ""(0, -3):1 (0, 2):1"", ""top_line_type"": ""horizontal:2""}]","0,-1",horizontal,172,"(0, 1, 27, 13)",False,"(0, 4, 27, 12)",0,4,"(28, 15)",arc-gen
2,"0,2:1 0,3:1",horizontal:2,2,2,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 3, ""input_count"": 1, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 1, ""removed_bbox"": ""(8, 10, 8, 10)""}, {""added"": 1, ""added_bbox"": ""(4, 12, 4, 12)"", ""color"": 5, ""delta_counts"": {""0,2"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 13, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 2.0, ""output_count"": 13, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(4, 10, 4, 10)"", ""top_delta"": ""(0, 2):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 1, ""added_bbox"": ""(2, 4, 2, 4)"", ""color"": 6, ""delta_counts"": {""0,3"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 13, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 3.0, ""output_count"": 13, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(2, 1, 2, 1)"", ""top_delta"": ""(0, 3):1"", ""top_line_type"": ""horizontal:1""}]","0,2",horizontal,173,"(0, 1, 11, 13)",False,"(0, 4, 11, 13)",0,3,"(12, 14)",arc-gen
1,"0,1:1",horizontal:1,2,2,True,"[{""added"": 1, ""added_bbox"": ""(5, 2, 5, 2)"", ""color"": 2, ""delta_counts"": {""0,1"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 15, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 1.0, ""output_count"": 15, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(5, 1, 5, 1)"", ""top_delta"": ""(0, 1):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 3, ""input_count"": 14, ""output_count"": 14, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}]","0,1",horizontal,174,"(0, 1, 13, 10)",True,"(0, 2, 13, 10)",0,1,"(14, 12)",arc-gen
