idx,target,mode_low,mode_ok,target_stat,stats,rules_hit
35,1,1,True,"{'color': 1, 'count': 28, 'rank': 0, 'bbox_h': 7, 'bbox_w': 9, 'bbox_area': 63, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 6, 'c1': 8}","[{'color': 1, 'count': 28, 'rank': 0, 'bbox_h': 7, 'bbox_w': 9, 'bbox_area': 63, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 6, 'c1': 8}, {'color': 7, 'count': 14, 'rank': 1, 'bbox_h': 3, 'bbox_w': 6, 'bbox_area': 18, 'on_edge': 1, 'r0': 7, 'c0': 0, 'r1': 9, 'c1': 5}]","['count_max', 'bbox_h_max', 'bbox_w_max', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_min', 'c0_max', 'c0_min', 'r1_min', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
36,3,3,True,"{'color': 3, 'count': 14, 'rank': 0, 'bbox_h': 4, 'bbox_w': 5, 'bbox_area': 20, 'on_edge': 1, 'r0': 6, 'c0': 4, 'r1': 9, 'c1': 8}","[{'color': 3, 'count': 14, 'rank': 0, 'bbox_h': 4, 'bbox_w': 5, 'bbox_area': 20, 'on_edge': 1, 'r0': 6, 'c0': 4, 'r1': 9, 'c1': 8}, {'color': 7, 'count': 14, 'rank': 1, 'bbox_h': 6, 'bbox_w': 3, 'bbox_area': 18, 'on_edge': 1, 'r0': 0, 'c0': 1, 'r1': 5, 'c1': 3}]","['count_max', 'count_min', 'bbox_h_min', 'bbox_w_max', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_max', 'c0_max', 'r1_max', 'c1_max', 'rank0', 'mode_low']"
37,3,3,True,"{'color': 3, 'count': 20, 'rank': 0, 'bbox_h': 3, 'bbox_w': 9, 'bbox_area': 27, 'on_edge': 1, 'r0': 5, 'c0': 0, 'r1': 7, 'c1': 8}","[{'color': 3, 'count': 20, 'rank': 0, 'bbox_h': 3, 'bbox_w': 9, 'bbox_area': 27, 'on_edge': 1, 'r0': 5, 'c0': 0, 'r1': 7, 'c1': 8}, {'color': 6, 'count': 12, 'rank': 1, 'bbox_h': 4, 'bbox_w': 4, 'bbox_area': 16, 'on_edge': 1, 'r0': 0, 'c0': 5, 'r1': 3, 'c1': 8}]","['count_max', 'bbox_h_min', 'bbox_w_max', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_max', 'c0_min', 'r1_max', 'c1_max', 'c1_min', 'rank0', 'mode_low', 'mode_high']"
38,4,4,True,"{'color': 4, 'count': 28, 'rank': 0, 'bbox_h': 10, 'bbox_w': 6, 'bbox_area': 60, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 9, 'c1': 5}","[{'color': 4, 'count': 28, 'rank': 0, 'bbox_h': 10, 'bbox_w': 6, 'bbox_area': 60, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 9, 'c1': 5}, {'color': 3, 'count': 20, 'rank': 1, 'bbox_h': 9, 'bbox_w': 3, 'bbox_area': 27, 'on_edge': 1, 'r0': 1, 'c0': 7, 'r1': 9, 'c1': 9}]","['count_max', 'bbox_h_max', 'bbox_w_max', 'bbox_area_max', 'r0_min', 'c0_min', 'c1_min', 'rank0', 'mode_low', 'mode_high']"
39,1,1,True,"{'color': 1, 'count': 26, 'rank': 0, 'bbox_h': 7, 'bbox_w': 8, 'bbox_area': 56, 'on_edge': 1, 'r0': 0, 'c0': 1, 'r1': 6, 'c1': 8}","[{'color': 1, 'count': 26, 'rank': 0, 'bbox_h': 7, 'bbox_w': 8, 'bbox_area': 56, 'on_edge': 1, 'r0': 0, 'c0': 1, 'r1': 6, 'c1': 8}, {'color': 9, 'count': 10, 'rank': 1, 'bbox_h': 3, 'bbox_w': 4, 'bbox_area': 12, 'on_edge': 1, 'r0': 7, 'c0': 6, 'r1': 9, 'c1': 9}]","['count_max', 'bbox_h_max', 'bbox_w_max', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_min', 'c0_min', 'r1_min', 'c1_min', 'rank0', 'mode_low', 'mode_high']"
40,7,7,True,"{'color': 7, 'count': 26, 'rank': 0, 'bbox_h': 5, 'bbox_w': 10, 'bbox_area': 50, 'on_edge': 1, 'r0': 5, 'c0': 0, 'r1': 9, 'c1': 9}","[{'color': 7, 'count': 26, 'rank': 0, 'bbox_h': 5, 'bbox_w': 10, 'bbox_area': 50, 'on_edge': 1, 'r0': 5, 'c0': 0, 'r1': 9, 'c1': 9}, {'color': 2, 'count': 20, 'rank': 1, 'bbox_h': 5, 'bbox_w': 7, 'bbox_area': 35, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 4, 'c1': 6}]","['count_max', 'bbox_w_max', 'bbox_area_max', 'r0_max', 'r1_max', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
41,9,9,True,"{'color': 9, 'count': 26, 'rank': 0, 'bbox_h': 10, 'bbox_w': 5, 'bbox_area': 50, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 9, 'c1': 4}","[{'color': 9, 'count': 26, 'rank': 0, 'bbox_h': 10, 'bbox_w': 5, 'bbox_area': 50, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 9, 'c1': 4}, {'color': 6, 'count': 16, 'rank': 1, 'bbox_h': 5, 'bbox_w': 5, 'bbox_area': 25, 'on_edge': 1, 'r0': 0, 'c0': 5, 'r1': 4, 'c1': 9}]","['count_max', 'bbox_h_max', 'bbox_area_max', 'c0_min', 'r1_max', 'c1_min', 'rank0', 'mode_low', 'mode_high']"
42,4,4,True,"{'color': 4, 'count': 20, 'rank': 0, 'bbox_h': 8, 'bbox_w': 4, 'bbox_area': 32, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 7, 'c1': 3}","[{'color': 4, 'count': 20, 'rank': 0, 'bbox_h': 8, 'bbox_w': 4, 'bbox_area': 32, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 7, 'c1': 3}, {'color': 8, 'count': 12, 'rank': 1, 'bbox_h': 4, 'bbox_w': 4, 'bbox_area': 16, 'on_edge': 1, 'r0': 0, 'c0': 5, 'r1': 3, 'c1': 8}]","['count_max', 'bbox_h_max', 'bbox_w_max', 'bbox_w_min', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_max', 'r0_min', 'c0_min', 'r1_max', 'c1_min', 'rank0', 'mode_low', 'mode_high']"
43,9,9,True,"{'color': 9, 'count': 26, 'rank': 0, 'bbox_h': 5, 'bbox_w': 10, 'bbox_area': 50, 'on_edge': 1, 'r0': 5, 'c0': 0, 'r1': 9, 'c1': 9}","[{'color': 9, 'count': 26, 'rank': 0, 'bbox_h': 5, 'bbox_w': 10, 'bbox_area': 50, 'on_edge': 1, 'r0': 5, 'c0': 0, 'r1': 9, 'c1': 9}, {'color': 8, 'count': 14, 'rank': 1, 'bbox_h': 5, 'bbox_w': 4, 'bbox_area': 20, 'on_edge': 1, 'r0': 0, 'c0': 3, 'r1': 4, 'c1': 6}]","['count_max', 'bbox_w_max', 'bbox_area_max', 'r0_max', 'c0_min', 'r1_max', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
44,2,2,True,"{'color': 2, 'count': 18, 'rank': 0, 'bbox_h': 7, 'bbox_w': 4, 'bbox_area': 28, 'on_edge': 1, 'r0': 0, 'c0': 5, 'r1': 6, 'c1': 8}","[{'color': 2, 'count': 18, 'rank': 0, 'bbox_h': 7, 'bbox_w': 4, 'bbox_area': 28, 'on_edge': 1, 'r0': 0, 'c0': 5, 'r1': 6, 'c1': 8}, {'color': 4, 'count': 14, 'rank': 1, 'bbox_h': 3, 'bbox_w': 6, 'bbox_area': 18, 'on_edge': 1, 'r0': 7, 'c0': 1, 'r1': 9, 'c1': 6}]","['count_max', 'bbox_h_max', 'bbox_w_min', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_min', 'c0_max', 'r1_min', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
45,6,6,True,"{'color': 6, 'count': 24, 'rank': 0, 'bbox_h': 5, 'bbox_w': 9, 'bbox_area': 45, 'on_edge': 1, 'r0': 4, 'c0': 1, 'r1': 8, 'c1': 9}","[{'color': 6, 'count': 24, 'rank': 0, 'bbox_h': 5, 'bbox_w': 9, 'bbox_area': 45, 'on_edge': 1, 'r0': 4, 'c0': 1, 'r1': 8, 'c1': 9}, {'color': 8, 'count': 14, 'rank': 1, 'bbox_h': 3, 'bbox_w': 6, 'bbox_area': 18, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 2, 'c1': 5}]","['count_max', 'bbox_h_max', 'bbox_w_max', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_max', 'c0_max', 'r1_max', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
46,4,4,True,"{'color': 4, 'count': 16, 'rank': 0, 'bbox_h': 3, 'bbox_w': 7, 'bbox_area': 21, 'on_edge': 1, 'r0': 7, 'c0': 3, 'r1': 9, 'c1': 9}","[{'color': 4, 'count': 16, 'rank': 0, 'bbox_h': 3, 'bbox_w': 7, 'bbox_area': 21, 'on_edge': 1, 'r0': 7, 'c0': 3, 'r1': 9, 'c1': 9}, {'color': 9, 'count': 14, 'rank': 1, 'bbox_h': 6, 'bbox_w': 3, 'bbox_area': 18, 'on_edge': 1, 'r0': 4, 'c0': 0, 'r1': 9, 'c1': 2}]","['count_max', 'bbox_h_min', 'bbox_w_max', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_max', 'c0_max', 'r1_max', 'r1_min', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
47,7,7,True,"{'color': 7, 'count': 22, 'rank': 0, 'bbox_h': 3, 'bbox_w': 10, 'bbox_area': 30, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 2, 'c1': 9}","[{'color': 7, 'count': 22, 'rank': 0, 'bbox_h': 3, 'bbox_w': 10, 'bbox_area': 30, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 2, 'c1': 9}, {'color': 1, 'count': 16, 'rank': 1, 'bbox_h': 6, 'bbox_w': 4, 'bbox_area': 24, 'on_edge': 1, 'r0': 4, 'c0': 6, 'r1': 9, 'c1': 9}]","['count_max', 'bbox_h_min', 'bbox_w_max', 'bbox_area_max', 'r0_min', 'c0_min', 'r1_min', 'rank0', 'mode_low', 'mode_high']"
48,9,3,False,"{'color': 9, 'count': 18, 'rank': 1, 'bbox_h': 6, 'bbox_w': 5, 'bbox_area': 30, 'on_edge': 1, 'r0': 4, 'c0': 0, 'r1': 9, 'c1': 4}","[{'color': 3, 'count': 18, 'rank': 0, 'bbox_h': 8, 'bbox_w': 3, 'bbox_area': 24, 'on_edge': 1, 'r0': 0, 'c0': 6, 'r1': 7, 'c1': 8}, {'color': 9, 'count': 18, 'rank': 1, 'bbox_h': 6, 'bbox_w': 5, 'bbox_area': 30, 'on_edge': 1, 'r0': 4, 'c0': 0, 'r1': 9, 'c1': 4}]","['bbox_h_min', 'bbox_w_max', 'bbox_area_max', 'r0_max', 'c0_min', 'r1_max', 'c1_min', 'rank1', 'mode_high']"
49,9,9,True,"{'color': 9, 'count': 16, 'rank': 0, 'bbox_h': 6, 'bbox_w': 4, 'bbox_area': 24, 'on_edge': 1, 'r0': 0, 'c0': 6, 'r1': 5, 'c1': 9}","[{'color': 9, 'count': 16, 'rank': 0, 'bbox_h': 6, 'bbox_w': 4, 'bbox_area': 24, 'on_edge': 1, 'r0': 0, 'c0': 6, 'r1': 5, 'c1': 9}, {'color': 2, 'count': 10, 'rank': 1, 'bbox_h': 3, 'bbox_w': 4, 'bbox_area': 12, 'on_edge': 1, 'r0': 7, 'c0': 2, 'r1': 9, 'c1': 5}]","['count_max', 'bbox_h_max', 'bbox_area_max', 'r0_min', 'c0_max', 'r1_min', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
50,8,8,True,"{'color': 8, 'count': 14, 'rank': 0, 'bbox_h': 3, 'bbox_w': 6, 'bbox_area': 18, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 2, 'c1': 5}","[{'color': 8, 'count': 14, 'rank': 0, 'bbox_h': 3, 'bbox_w': 6, 'bbox_area': 18, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 2, 'c1': 5}, {'color': 6, 'count': 12, 'rank': 1, 'bbox_h': 4, 'bbox_w': 4, 'bbox_area': 16, 'on_edge': 0, 'r0': 4, 'c0': 4, 'r1': 7, 'c1': 7}]","['count_max', 'bbox_h_min', 'bbox_w_max', 'bbox_area_max', 'on_edge_max', 'r0_min', 'c0_min', 'r1_min', 'c1_min', 'rank0', 'mode_low', 'mode_high']"
51,7,7,True,"{'color': 7, 'count': 24, 'rank': 0, 'bbox_h': 9, 'bbox_w': 5, 'bbox_area': 45, 'on_edge': 1, 'r0': 1, 'c0': 0, 'r1': 9, 'c1': 4}","[{'color': 7, 'count': 24, 'rank': 0, 'bbox_h': 9, 'bbox_w': 5, 'bbox_area': 45, 'on_edge': 1, 'r0': 1, 'c0': 0, 'r1': 9, 'c1': 4}, {'color': 8, 'count': 20, 'rank': 1, 'bbox_h': 9, 'bbox_w': 3, 'bbox_area': 27, 'on_edge': 1, 'r0': 1, 'c0': 6, 'r1': 9, 'c1': 8}]","['count_max', 'bbox_h_max', 'bbox_h_min', 'bbox_w_max', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_max', 'r0_min', 'c0_min', 'r1_max', 'r1_min', 'c1_min', 'rank0', 'mode_low', 'mode_high']"
52,8,1,False,"{'color': 8, 'count': 18, 'rank': 1, 'bbox_h': 4, 'bbox_w': 7, 'bbox_area': 28, 'on_edge': 1, 'r0': 0, 'c0': 2, 'r1': 3, 'c1': 8}","[{'color': 1, 'count': 20, 'rank': 0, 'bbox_h': 3, 'bbox_w': 9, 'bbox_area': 27, 'on_edge': 1, 'r0': 5, 'c0': 0, 'r1': 7, 'c1': 8}, {'color': 8, 'count': 18, 'rank': 1, 'bbox_h': 4, 'bbox_w': 7, 'bbox_area': 28, 'on_edge': 1, 'r0': 0, 'c0': 2, 'r1': 3, 'c1': 8}]","['count_min', 'bbox_h_max', 'bbox_w_min', 'bbox_area_max', 'r0_min', 'c0_max', 'r1_min', 'rank1']"
53,1,1,True,"{'color': 1, 'count': 18, 'rank': 0, 'bbox_h': 5, 'bbox_w': 6, 'bbox_area': 30, 'on_edge': 1, 'r0': 0, 'c0': 4, 'r1': 4, 'c1': 9}","[{'color': 1, 'count': 18, 'rank': 0, 'bbox_h': 5, 'bbox_w': 6, 'bbox_area': 30, 'on_edge': 1, 'r0': 0, 'c0': 4, 'r1': 4, 'c1': 9}, {'color': 3, 'count': 8, 'rank': 1, 'bbox_h': 3, 'bbox_w': 3, 'bbox_area': 9, 'on_edge': 0, 'r0': 6, 'c0': 5, 'r1': 8, 'c1': 7}]","['count_max', 'bbox_h_max', 'bbox_w_max', 'bbox_area_max', 'on_edge_max', 'r0_min', 'c0_min', 'r1_min', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
54,2,2,True,"{'color': 2, 'count': 28, 'rank': 0, 'bbox_h': 7, 'bbox_w': 9, 'bbox_area': 63, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 6, 'c1': 8}","[{'color': 2, 'count': 28, 'rank': 0, 'bbox_h': 7, 'bbox_w': 9, 'bbox_area': 63, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 6, 'c1': 8}, {'color': 9, 'count': 22, 'rank': 1, 'bbox_h': 3, 'bbox_w': 10, 'bbox_area': 30, 'on_edge': 1, 'r0': 7, 'c0': 0, 'r1': 9, 'c1': 9}]","['count_max', 'bbox_h_max', 'bbox_w_min', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_min', 'c0_max', 'c0_min', 'r1_min', 'c1_min', 'rank0', 'mode_low', 'mode_high']"
55,2,1,False,"{'color': 2, 'count': 18, 'rank': 1, 'bbox_h': 4, 'bbox_w': 7, 'bbox_area': 28, 'on_edge': 1, 'r0': 0, 'c0': 1, 'r1': 3, 'c1': 7}","[{'color': 1, 'count': 18, 'rank': 0, 'bbox_h': 3, 'bbox_w': 8, 'bbox_area': 24, 'on_edge': 0, 'r0': 5, 'c0': 1, 'r1': 7, 'c1': 8}, {'color': 2, 'count': 18, 'rank': 1, 'bbox_h': 4, 'bbox_w': 7, 'bbox_area': 28, 'on_edge': 1, 'r0': 0, 'c0': 1, 'r1': 3, 'c1': 7}]","['bbox_h_max', 'bbox_w_min', 'bbox_area_max', 'on_edge_max', 'r0_min', 'r1_min', 'c1_min', 'rank1', 'mode_high']"
56,7,7,True,"{'color': 7, 'count': 14, 'rank': 0, 'bbox_h': 5, 'bbox_w': 4, 'bbox_area': 20, 'on_edge': 1, 'r0': 0, 'c0': 2, 'r1': 4, 'c1': 5}","[{'color': 7, 'count': 14, 'rank': 0, 'bbox_h': 5, 'bbox_w': 4, 'bbox_area': 20, 'on_edge': 1, 'r0': 0, 'c0': 2, 'r1': 4, 'c1': 5}, {'color': 9, 'count': 10, 'rank': 1, 'bbox_h': 4, 'bbox_w': 3, 'bbox_area': 12, 'on_edge': 1, 'r0': 6, 'c0': 0, 'r1': 9, 'c1': 2}]","['count_max', 'bbox_h_max', 'bbox_w_max', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_min', 'c0_max', 'r1_min', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
57,2,2,True,"{'color': 2, 'count': 24, 'rank': 0, 'bbox_h': 10, 'bbox_w': 4, 'bbox_area': 40, 'on_edge': 1, 'r0': 0, 'c0': 4, 'r1': 9, 'c1': 7}","[{'color': 2, 'count': 24, 'rank': 0, 'bbox_h': 10, 'bbox_w': 4, 'bbox_area': 40, 'on_edge': 1, 'r0': 0, 'c0': 4, 'r1': 9, 'c1': 7}, {'color': 6, 'count': 8, 'rank': 1, 'bbox_h': 3, 'bbox_w': 3, 'bbox_area': 9, 'on_edge': 1, 'r0': 5, 'c0': 0, 'r1': 7, 'c1': 2}]","['count_max', 'bbox_h_max', 'bbox_w_max', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_min', 'c0_max', 'r1_max', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
58,9,9,True,"{'color': 9, 'count': 20, 'rank': 0, 'bbox_h': 6, 'bbox_w': 6, 'bbox_area': 36, 'on_edge': 1, 'r0': 0, 'c0': 3, 'r1': 5, 'c1': 8}","[{'color': 9, 'count': 20, 'rank': 0, 'bbox_h': 6, 'bbox_w': 6, 'bbox_area': 36, 'on_edge': 1, 'r0': 0, 'c0': 3, 'r1': 5, 'c1': 8}, {'color': 4, 'count': 12, 'rank': 1, 'bbox_h': 3, 'bbox_w': 5, 'bbox_area': 15, 'on_edge': 1, 'r0': 7, 'c0': 1, 'r1': 9, 'c1': 5}]","['count_max', 'bbox_h_max', 'bbox_w_max', 'bbox_area_max', 'r0_min', 'c0_max', 'r1_min', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
59,8,8,True,"{'color': 8, 'count': 28, 'rank': 0, 'bbox_h': 6, 'bbox_w': 10, 'bbox_area': 60, 'on_edge': 1, 'r0': 4, 'c0': 0, 'r1': 9, 'c1': 9}","[{'color': 8, 'count': 28, 'rank': 0, 'bbox_h': 6, 'bbox_w': 10, 'bbox_area': 60, 'on_edge': 1, 'r0': 4, 'c0': 0, 'r1': 9, 'c1': 9}, {'color': 7, 'count': 20, 'rank': 1, 'bbox_h': 3, 'bbox_w': 9, 'bbox_area': 27, 'on_edge': 1, 'r0': 0, 'c0': 1, 'r1': 2, 'c1': 9}]","['count_max', 'bbox_h_max', 'bbox_w_max', 'bbox_area_max', 'r0_max', 'c0_min', 'r1_max', 'rank0', 'mode_low', 'mode_high']"
60,7,7,True,"{'color': 7, 'count': 22, 'rank': 0, 'bbox_h': 3, 'bbox_w': 10, 'bbox_area': 30, 'on_edge': 1, 'r0': 7, 'c0': 0, 'r1': 9, 'c1': 9}","[{'color': 7, 'count': 22, 'rank': 0, 'bbox_h': 3, 'bbox_w': 10, 'bbox_area': 30, 'on_edge': 1, 'r0': 7, 'c0': 0, 'r1': 9, 'c1': 9}, {'color': 3, 'count': 14, 'rank': 1, 'bbox_h': 6, 'bbox_w': 3, 'bbox_area': 18, 'on_edge': 1, 'r0': 0, 'c0': 1, 'r1': 5, 'c1': 3}]","['count_max', 'bbox_h_min', 'bbox_w_max', 'bbox_area_max', 'r0_max', 'c0_min', 'r1_max', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
61,5,5,True,"{'color': 5, 'count': 20, 'rank': 0, 'bbox_h': 3, 'bbox_w': 9, 'bbox_area': 27, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 2, 'c1': 8}","[{'color': 5, 'count': 20, 'rank': 0, 'bbox_h': 3, 'bbox_w': 9, 'bbox_area': 27, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 2, 'c1': 8}, {'color': 4, 'count': 8, 'rank': 1, 'bbox_h': 3, 'bbox_w': 3, 'bbox_area': 9, 'on_edge': 0, 'r0': 4, 'c0': 5, 'r1': 6, 'c1': 7}]","['count_max', 'bbox_w_max', 'bbox_area_max', 'on_edge_max', 'r0_min', 'c0_min', 'r1_min', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
62,1,1,True,"{'color': 1, 'count': 16, 'rank': 0, 'bbox_h': 7, 'bbox_w': 3, 'bbox_area': 21, 'on_edge': 1, 'r0': 3, 'c0': 4, 'r1': 9, 'c1': 6}","[{'color': 1, 'count': 16, 'rank': 0, 'bbox_h': 7, 'bbox_w': 3, 'bbox_area': 21, 'on_edge': 1, 'r0': 3, 'c0': 4, 'r1': 9, 'c1': 6}, {'color': 5, 'count': 10, 'rank': 1, 'bbox_h': 3, 'bbox_w': 4, 'bbox_area': 12, 'on_edge': 1, 'r0': 0, 'c0': 2, 'r1': 2, 'c1': 5}]","['count_max', 'bbox_h_max', 'bbox_w_min', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_max', 'c0_max', 'r1_max', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
63,4,4,True,"{'color': 4, 'count': 24, 'rank': 0, 'bbox_h': 8, 'bbox_w': 6, 'bbox_area': 48, 'on_edge': 1, 'r0': 1, 'c0': 0, 'r1': 8, 'c1': 5}","[{'color': 4, 'count': 24, 'rank': 0, 'bbox_h': 8, 'bbox_w': 6, 'bbox_area': 48, 'on_edge': 1, 'r0': 1, 'c0': 0, 'r1': 8, 'c1': 5}, {'color': 8, 'count': 20, 'rank': 1, 'bbox_h': 8, 'bbox_w': 4, 'bbox_area': 32, 'on_edge': 1, 'r0': 2, 'c0': 6, 'r1': 9, 'c1': 9}]","['count_max', 'bbox_h_max', 'bbox_h_min', 'bbox_w_max', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_min', 'c0_min', 'r1_min', 'c1_min', 'rank0', 'mode_low', 'mode_high']"
64,3,3,True,"{'color': 3, 'count': 16, 'rank': 0, 'bbox_h': 4, 'bbox_w': 6, 'bbox_area': 24, 'on_edge': 1, 'r0': 4, 'c0': 0, 'r1': 7, 'c1': 5}","[{'color': 3, 'count': 16, 'rank': 0, 'bbox_h': 4, 'bbox_w': 6, 'bbox_area': 24, 'on_edge': 1, 'r0': 4, 'c0': 0, 'r1': 7, 'c1': 5}, {'color': 1, 'count': 14, 'rank': 1, 'bbox_h': 3, 'bbox_w': 6, 'bbox_area': 18, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 2, 'c1': 5}]","['count_max', 'bbox_h_max', 'bbox_area_max', 'r0_max', 'r1_max', 'rank0', 'mode_low', 'mode_high']"
65,2,2,True,"{'color': 2, 'count': 26, 'rank': 0, 'bbox_h': 5, 'bbox_w': 10, 'bbox_area': 50, 'on_edge': 1, 'r0': 5, 'c0': 0, 'r1': 9, 'c1': 9}","[{'color': 2, 'count': 26, 'rank': 0, 'bbox_h': 5, 'bbox_w': 10, 'bbox_area': 50, 'on_edge': 1, 'r0': 5, 'c0': 0, 'r1': 9, 'c1': 9}, {'color': 3, 'count': 18, 'rank': 1, 'bbox_h': 5, 'bbox_w': 6, 'bbox_area': 30, 'on_edge': 1, 'r0': 0, 'c0': 4, 'r1': 4, 'c1': 9}]","['count_max', 'bbox_h_max', 'bbox_h_min', 'bbox_w_max', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_max', 'c0_min', 'r1_max', 'c1_max', 'c1_min', 'rank0', 'mode_low', 'mode_high']"
66,2,2,True,"{'color': 2, 'count': 24, 'rank': 0, 'bbox_h': 4, 'bbox_w': 10, 'bbox_area': 40, 'on_edge': 1, 'r0': 5, 'c0': 0, 'r1': 8, 'c1': 9}","[{'color': 2, 'count': 24, 'rank': 0, 'bbox_h': 4, 'bbox_w': 10, 'bbox_area': 40, 'on_edge': 1, 'r0': 5, 'c0': 0, 'r1': 8, 'c1': 9}, {'color': 4, 'count': 14, 'rank': 1, 'bbox_h': 4, 'bbox_w': 5, 'bbox_area': 20, 'on_edge': 1, 'r0': 0, 'c0': 2, 'r1': 3, 'c1': 6}]","['count_max', 'bbox_h_max', 'bbox_h_min', 'bbox_w_max', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_max', 'c0_min', 'r1_max', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
67,7,7,True,"{'color': 7, 'count': 22, 'rank': 0, 'bbox_h': 7, 'bbox_w': 6, 'bbox_area': 42, 'on_edge': 1, 'r0': 0, 'c0': 1, 'r1': 6, 'c1': 6}","[{'color': 7, 'count': 22, 'rank': 0, 'bbox_h': 7, 'bbox_w': 6, 'bbox_area': 42, 'on_edge': 1, 'r0': 0, 'c0': 1, 'r1': 6, 'c1': 6}, {'color': 4, 'count': 20, 'rank': 1, 'bbox_h': 3, 'bbox_w': 9, 'bbox_area': 27, 'on_edge': 1, 'r0': 7, 'c0': 0, 'r1': 9, 'c1': 8}]","['count_max', 'bbox_h_max', 'bbox_w_min', 'bbox_area_max', 'r0_min', 'c0_max', 'r1_min', 'c1_min', 'rank0', 'mode_low', 'mode_high']"
68,9,9,True,"{'color': 9, 'count': 18, 'rank': 0, 'bbox_h': 6, 'bbox_w': 5, 'bbox_area': 30, 'on_edge': 1, 'r0': 0, 'c0': 5, 'r1': 5, 'c1': 9}","[{'color': 9, 'count': 18, 'rank': 0, 'bbox_h': 6, 'bbox_w': 5, 'bbox_area': 30, 'on_edge': 1, 'r0': 0, 'c0': 5, 'r1': 5, 'c1': 9}, {'color': 6, 'count': 10, 'rank': 1, 'bbox_h': 3, 'bbox_w': 4, 'bbox_area': 12, 'on_edge': 1, 'r0': 7, 'c0': 4, 'r1': 9, 'c1': 7}]","['count_max', 'bbox_h_max', 'bbox_w_max', 'bbox_area_max', 'r0_min', 'c0_max', 'r1_min', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
69,2,2,True,"{'color': 2, 'count': 24, 'rank': 0, 'bbox_h': 4, 'bbox_w': 10, 'bbox_area': 40, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 3, 'c1': 9}","[{'color': 2, 'count': 24, 'rank': 0, 'bbox_h': 4, 'bbox_w': 10, 'bbox_area': 40, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 3, 'c1': 9}, {'color': 4, 'count': 12, 'rank': 1, 'bbox_h': 5, 'bbox_w': 3, 'bbox_area': 15, 'on_edge': 1, 'r0': 5, 'c0': 6, 'r1': 9, 'c1': 8}]","['count_max', 'bbox_h_min', 'bbox_w_max', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_min', 'c0_min', 'r1_min', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
