task_id,synthesis_family,route_prediction,current_source,current_template,current_cost,current_points,train_count,test_count,arc_gen_count,shape_pairs,input_colors,output_colors,avg_changed_ratio,avg_input_nonzero_ratio,avg_output_nonzero_ratio,avg_line_score,avg_component_count,needs_program_synthesis,cost_rank,priority_band
279,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,20245,15.084337,4,1,261,"(12, 11)->(12, 11):1;(12, 13)->(12, 13):1;(14, 15)->(14, 15):1;(9, 11)->(9, 11):1",1 9,1 8 9,0.147655,1.000000,1.000000,3.750,1.000,0,91,top100
213,signature_lookup_current,crop_or_resize,exp016_signature_scatternd_lookup,signature_scatternd_lookup,20068,15.093118,3,1,261,"(12, 10)->(3, 3):1;(12, 12)->(4, 4):1;(18, 15)->(6, 6):1",0 1 2 3 4 5 6 8,1 2 3 4 6 8,0.000000,0.367284,1.000000,2.667,6.000,0,92,top100
350,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,19831,15.104998,4,1,262,"(10, 11)->(10, 11):1;(10, 9)->(10, 9):1;(12, 12)->(12, 12):1;(8, 9)->(8, 9):1",0 1,0 1 8,0.156471,0.091446,0.247917,0.000,9.250,1,93,top100
359,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,19772,15.107978,3,1,262,"(13, 14)->(13, 14):1;(13, 17)->(13, 17):1;(15, 14)->(15, 14):1",1 2 3 4 5 6 7 8 9,1 2 3 7 8,0.162084,1.000000,1.000000,1.000,1.000,0,94,top100
367,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,19708,15.111220,3,1,262,"(12, 19)->(12, 19):1;(13, 16)->(13, 16):1;(15, 17)->(15, 17):1",0 5,0 4 5,0.070383,0.280913,0.351297,0.000,1.000,0,95,top100
5,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,19388,15.127590,3,1,262,"(21, 21)->(21, 21):3",0 1 2 3 4 5 6 8,0 1 2 3 4 5 6 8,0.069539,0.024943,0.094482,0.000,4.000,0,96,top100
202,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,19207,15.136970,4,1,262,"(13, 15)->(13, 15):1;(14, 13)->(14, 13):1;(14, 15)->(14, 15):1;(15, 19)->(15, 19):1",0 1 2 3 4 5 8,0 1 2 3 4 5 8,0.064638,0.985922,0.921284,11.000,1.000,0,97,top100
59,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,19164,15.139211,3,1,262,"(11, 11)->(11, 11):3",0 1 2 3 5,0 1 2 3 5,0.132231,0.413223,0.429752,4.000,6.333,0,98,top100
256,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,19068,15.144233,3,1,262,"(7, 7)->(7, 7):1;(7, 9)->(7, 9):1;(8, 9)->(8, 9):1",0 2,0 1 2 3,0.261716,0.048658,0.310374,0.000,1.000,0,99,top100
46,signature_lookup_current,crop_or_resize,exp016_signature_scatternd_lookup,signature_scatternd_lookup,19001,15.147753,4,1,262,"(3, 11)->(3, 8):1;(3, 11)->(3, 9):2;(3, 9)->(3, 7):1",0 1 2 3 5 6 8,0 1 2 3 6 8,0.000000,0.333333,0.425430,0.000,3.000,0,100,top100
70,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,18940,15.150969,3,1,262,"(17, 17)->(17, 17):3",0 1 8,0 1 3 8,0.035755,0.456747,0.456747,0.000,51.667,0,101,top200
61,region_partition_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,18914,15.152342,4,1,262,"(18, 18)->(18, 18):4",0 1 2 3 4 5 6 7 8,1 2 3 4 5 6 7 8,0.124228,0.875772,1.000000,2.750,1.000,1,102,top200
281,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,18844,15.156050,3,1,262,"(11, 11)->(11, 11):2;(13, 12)->(13, 12):1",0 1 2 3 6 8,0 1 2 3 6,0.180706,0.138871,0.294501,0.000,2.000,0,103,top200
379,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,18844,15.156050,3,1,262,"(13, 13)->(13, 13):1;(13, 18)->(13, 18):1;(17, 12)->(17, 12):1",0 2 8,0 2 8,0.107901,0.110531,0.206736,1.667,3.333,0,104,top200
31,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,18616,15.168223,3,1,262,"(10, 12)->(4, 4):1;(11, 12)->(5, 3):1;(12, 12)->(3, 5):1",0 1 2 8,0 1 2 8,0.000000,0.063721,0.543056,0.000,1.000,1,105,top200
69,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,18264,15.187313,2,1,261,"(10, 10)->(10, 10):2",0 4 6 7 8 9,0 4 6 7 9,0.180000,0.180000,0.135000,0.000,4.000,0,106,top200
196,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,18012,15.201207,3,1,262,"(15, 15)->(15, 15):2;(9, 9)->(9, 9):1",0 1,0 1 3,0.123457,0.185185,0.185185,0.000,5.000,0,107,top200
219,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,18012,15.201207,3,1,261,"(15, 10)->(15, 10):3",0 8,0 1 8,0.102222,0.120000,0.222222,0.333,9.667,0,108,top200
183,signature_lookup_current,crop_or_resize,exp016_signature_scatternd_lookup,signature_scatternd_lookup,17796,15.213271,3,1,261,"(6, 6)->(2, 2):1;(8, 8)->(4, 4):2",0 1 2 3 4 6 7 8 9,0 2 3 4 6 7 9,0.000000,0.682292,0.645833,4.000,1.000,0,109,top200
325,signature_lookup_current,crop_or_resize,exp016_signature_scatternd_lookup,signature_scatternd_lookup,17796,15.213271,3,1,262,"(12, 12)->(3, 3):1;(16, 10)->(4, 4):1;(8, 12)->(2, 2):1",0 8,0 8,0.000000,0.127546,0.361111,0.000,3.000,0,110,top200
84,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,17596,15.224573,3,1,171,"(15, 15)->(15, 15):1;(3, 3)->(3, 3):1;(7, 7)->(7, 7):1",0 5 6 8,0 2 4 5 6 8,0.271262,0.180952,0.452215,1.000,1.000,0,111,top200
189,signature_lookup_current,crop_or_resize,exp016_signature_scatternd_lookup,signature_scatternd_lookup,17572,15.225938,3,1,262,"(9, 9)->(6, 6):3",0 1 2 3 4 5 6 8,0 1 2 4 5 6,0.000000,0.465021,0.462963,2.000,3.000,0,112,top200
239,signature_lookup_current,crop_or_resize,exp016_signature_scatternd_lookup,signature_scatternd_lookup,17569,15.226109,4,1,262,"(3, 3)->(5, 3):1;(3, 4)->(6, 4):1;(4, 3)->(5, 4):1;(4, 3)->(6, 3):1",1 2 3 4 8,0 1 2 3 4 8,0.000000,1.000000,0.591667,1.500,1.000,0,113,top200
18,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,17468,15.231874,3,1,262,"(14, 15)->(14, 15):1;(14, 18)->(14, 18):1;(16, 14)->(16, 14):1",0 1 2 3 4 8,0 1 2 3 4 8,0.086673,0.069081,0.051918,0.000,5.333,0,114,top200
154,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,17372,15.237385,3,1,262,"(15, 15)->(15, 15):3",0 2 5,0 2 5,0.068148,0.099259,0.099259,0.000,4.000,0,115,top200
224,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,17244,15.244780,3,1,262,"(12, 13)->(12, 13):1;(15, 13)->(15, 13):1;(15, 14)->(15, 14):1",0 1 3 4 5,0 1 3 4 5,0.180220,0.075824,0.256044,0.000,5.000,0,116,top200
163,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,17093,15.253576,4,1,262,"(11, 11)->(11, 11):4",0 1 2 3 4 5 6 7 8 9,0 2 3 4 5 6 7 8 9,0.235537,0.547521,0.359504,4.000,8.000,0,117,top200
34,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,17059,15.255567,4,1,262,"(9, 9)->(9, 9):4",0 2 3 4 6 7,0 3 4 6 7,0.262346,0.049383,0.290123,0.000,1.000,0,118,top200
354,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,17007,15.258620,3,1,262,"(10, 10)->(10, 10):3",0 1 2 4 5 6 7 8,0 1 2 4 6 7 8,0.306667,0.336667,0.336667,0.000,6.000,1,119,top200
85,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,16927,15.263335,2,1,262,"(8, 20)->(8, 20):1;(8, 30)->(8, 30):1",0 1 4 7 8,0 1 4 7 8,0.069792,0.450000,0.380208,0.000,2.000,0,120,top200
390,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,16700,15.276836,3,1,262,"(15, 15)->(15, 15):3",0 2 5,0 2 5,0.062222,0.108148,0.108148,0.000,4.667,0,121,top200
330,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,16636,15.280676,3,1,262,"(10, 10)->(10, 10):3",0 5,0 1 2,0.263333,0.263333,0.263333,0.000,5.333,0,122,top200
319,signature_lookup_current,crop_or_resize,exp016_signature_scatternd_lookup,signature_scatternd_lookup,16584,15.283806,4,1,262,"(15, 17)->(3, 5):1;(17, 17)->(5, 5):1;(18, 18)->(5, 3):1;(19, 17)->(5, 3):1",1 2 3 4 6 8,1 2 3 4 8,0.000000,1.000000,1.000000,10.000,1.000,0,123,top200
232,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,16284,15.302062,3,1,262,"(10, 12)->(10, 12):1;(10, 8)->(10, 8):1;(7, 8)->(7, 8):1",0 2 3 6 8,0 2 3 5 6 8,0.127976,0.022619,0.150595,0.000,2.000,0,124,top200
199,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,16157,15.309891,3,1,262,"(3, 3)->(3, 3):1;(5, 5)->(5, 5):1;(9, 9)->(9, 9):1",0 2 6 9,0 2 4 6 9,0.314403,0.054486,0.314403,0.000,1.000,1,125,top200
58,point_to_line_pattern,same_shape_global_transform,afr1ste_5689_artifact,baseline,16105,15.313115,5,1,16,"(10, 10)->(10, 10):1;(13, 13)->(13, 13):1;(15, 15)->(15, 15):1;(6, 6)->(6, 6):1;(8, 8)->(8, 8):1",0,0 3,0.606015,0.000000,0.606015,0.000,0.000,1,126,top200
36,signature_lookup_current,crop_or_resize,exp016_signature_scatternd_lookup,signature_scatternd_lookup,15913,15.325108,2,1,262,"(30, 30)->(3, 3):1;(30, 30)->(5, 3):1",0 1 2 3 4 5,0 3 4,0.000000,0.085000,0.733333,0.000,58.500,0,127,top200
358,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,15758,15.334897,2,1,262,"(12, 11)->(12, 11):1;(15, 14)->(15, 14):1",0 2 3 4 8,0 2 3 4 8,0.114394,0.035606,0.150000,0.000,1.000,0,128,top200
351,signature_lookup_current,crop_or_resize,exp016_signature_scatternd_lookup,signature_scatternd_lookup,15684,15.339604,3,1,261,"(16, 16)->(5, 5):3",1 2 3 4 5 6 7 8 9,1 2 5 6 7 8 9,0.000000,1.000000,1.000000,0.000,1.000,0,129,top200
44,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,15484,15.352437,3,1,262,"(10, 10)->(10, 10):3",0 2 3 4 5 6 7 8 9,0 2 3 4 5 6 7 8 9,0.186667,0.510000,0.510000,0.000,6.000,0,130,top200
57,signature_lookup_current,crop_or_resize,exp016_signature_scatternd_lookup,signature_scatternd_lookup,15460,15.353989,3,1,261,"(8, 8)->(3, 6):3",0 1 2 8,0 1 2 8,0.000000,0.083333,0.592593,0.000,1.667,0,131,top200
365,signature_lookup_current,crop_or_resize,exp016_signature_scatternd_lookup,signature_scatternd_lookup,15460,15.353989,3,1,262,"(10, 10)->(3, 3):1;(10, 10)->(5, 4):1;(10, 10)->(6, 4):1",0 1 2 8,1 2 8,0.000000,0.573333,1.000000,0.000,2.667,0,132,top200
400,signature_lookup_current,crop_or_resize,exp016_signature_scatternd_lookup,signature_scatternd_lookup,15460,15.353989,3,1,262,"(24, 24)->(5, 5):3",0 1 2 3 5 6 8,0 3 5 6,0.000000,0.634259,0.680000,0.000,22.333,0,133,top200
247,signature_lookup_current,crop_or_resize,exp016_signature_scatternd_lookup,signature_scatternd_lookup,15340,15.361781,6,1,262,"(10, 10)->(3, 1):1;(10, 10)->(3, 2):1;(10, 10)->(3, 3):1;(10, 10)->(5, 1):1;(10, 10)->(5, 3):1;(10, 10)->(9, 2):1",0 1 2 3 4 6 7 8 9,1 2 3 4 6 8 9,0.000000,0.135000,1.000000,0.000,3.167,0,134,top200
368,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,15057,15.380402,2,1,262,"(10, 10)->(10, 10):2",0 2 4 5 6 8,0 2 4 6 8,0.210000,0.315000,0.315000,0.000,3.000,0,135,top200
112,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,15004,15.383928,3,1,262,"(10, 10)->(10, 10):1;(12, 14)->(12, 14):1;(20, 30)->(20, 30):1",0 2 3,0 2 3,0.076667,0.096667,0.173333,0.000,4.667,0,136,top200
298,region_partition_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,14948,15.387667,3,2,262,"(6, 6)->(6, 6):2;(8, 8)->(8, 8):1",0 2 3 5 6 7 8,0 2 3 5 6 7 8,1.000000,0.673611,0.641204,2.667,1.333,1,137,top200
277,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,14617,15.410059,3,1,262,"(10, 10)->(10, 10):3",0 8,0 1 2,0.226667,0.226667,0.226667,0.000,3.000,1,138,top200
197,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,14568,15.413417,4,1,262,"(10, 8)->(10, 8):2;(12, 8)->(12, 8):1;(6, 8)->(6, 8):1",0 1 2 3 4 5 6 8,0 1 2 3 4 5 6 8,0.135417,0.181250,0.316667,0.000,3.000,0,139,top200
304,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,14494,15.418510,3,1,262,"(3, 3)->(9, 9):3",3 4 6 7 8 9,0 3 4 6 7 8 9,0.000000,1.000000,0.481481,0.667,1.000,1,140,top200
253,signature_lookup_current,crop_or_resize,exp016_signature_scatternd_lookup,signature_scatternd_lookup,14445,15.421896,2,1,262,"(13, 13)->(4, 4):2",0 1 2 3 4 8,0 1 2 3 4 8,0.000000,0.071006,0.750000,0.000,4.000,0,141,top200
82,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,14421,15.423559,2,1,262,"(6, 10)->(6, 10):1;(6, 7)->(6, 7):1",0 2 4 8,0 2 4 8,0.228571,0.028571,0.257143,0.000,1.500,0,142,top200
195,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,14229,15.436963,3,1,261,"(16, 18)->(9, 9):3",0 5,0 5,0.000000,0.177083,0.407407,0.000,3.333,1,143,top200
141,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,14108,15.445503,3,1,261,"(15, 15)->(15, 15):2;(7, 7)->(7, 7):1",0 2 7 8,0 2 7 8,0.127286,0.009766,0.137052,0.000,1.000,0,144,top200
117,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,14076,15.447774,3,1,261,"(12, 12)->(12, 12):1;(14, 14)->(14, 14):2",0 1 2 3 4 8,0 1 2 3 4 8,0.121457,0.069067,0.190523,0.000,7.000,0,145,top200
287,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,13780,15.469026,4,1,262,"(16, 16)->(16, 16):4",1 2 3 4 5 6 7 8 9,1 2 3 5 6 7 8 9,0.076172,1.000000,1.000000,0.000,1.000,0,146,top200
284,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,13756,15.470770,3,1,262,"(10, 13)->(10, 13):1;(10, 18)->(10, 18):1;(14, 10)->(14, 10):1",0 1 2 3 5 8,0 1 2 3 5 8,0.134880,0.013594,0.148474,0.000,2.000,0,147,top200
170,signature_lookup_current,crop_or_resize,exp016_signature_scatternd_lookup,signature_scatternd_lookup,13732,15.472516,3,1,262,"(22, 22)->(4, 4):1;(27, 21)->(3, 3):1;(27, 25)->(3, 3):1",0 1 2 3 4 5 6 7 8 9,0 1 2 3 4 5 6 7 8 9,0.000000,0.231100,0.615741,0.000,4.333,0,148,top200
244,signature_lookup_current,crop_or_resize,exp016_signature_scatternd_lookup,signature_scatternd_lookup,13732,15.472516,3,1,262,"(11, 11)->(3, 3):1;(19, 19)->(4, 4):2",0 1 2 3 4 8,0 1 2 3 4 8,0.000000,0.565784,0.377315,5.333,1.000,0,149,top200
4,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,13561,15.485047,2,1,262,"(14, 9)->(14, 9):1;(8, 9)->(8, 9):1",0 2 6 8,0 2 6 8,0.146825,0.190476,0.190476,0.000,7.000,0,150,top200
375,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,13532,15.487187,3,1,54,"(3, 3)->(3, 3):1;(5, 5)->(5, 5):1;(7, 7)->(7, 7):1",0 1 2 3,0 1 2 3,0.336447,0.942827,0.606379,8.000,1.000,0,151,top200
178,signature_lookup_current,crop_or_resize,exp016_signature_scatternd_lookup,signature_scatternd_lookup,13498,15.489703,5,1,262,"(3, 3)->(1, 3):1;(3, 3)->(3, 1):1;(3, 5)->(1, 4):1;(4, 2)->(3, 1):1;(6, 4)->(4, 1):1",1 2 3 4 6 8,1 2 3 4 6 8,0.000000,1.000000,1.000000,4.200,1.000,0,152,top200
185,signature_lookup_current,crop_or_resize,exp016_signature_scatternd_lookup,signature_scatternd_lookup,13432,15.494605,4,1,262,"(27, 27)->(3, 3):2;(29, 29)->(3, 3):2",0 1 2 3 4 6 8,0 1 2 3 6 8,0.000000,0.459719,0.500000,7.000,1.000,0,153,top200
125,region_partition_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,13417,15.495722,2,1,262,"(15, 15)->(15, 15):2",6 8,3 4 6 8,0.315556,1.000000,1.000000,10.000,1.000,1,154,top200
300,signature_lookup_current,crop_or_resize,exp016_signature_scatternd_lookup,signature_scatternd_lookup,13324,15.502678,4,1,262,"(5, 10)->(3, 2):1;(6, 11)->(4, 3):1;(7, 13)->(4, 3):1;(7, 9)->(3, 3):1",0 1 2 3 4 6 7 8,0 2 4 8,0.000000,0.240621,0.777778,0.000,3.000,0,155,top200
22,signature_lookup_current,crop_or_resize,exp016_signature_scatternd_lookup,signature_scatternd_lookup,13284,15.505684,3,1,262,"(11, 11)->(3, 3):3",0 1 2 3 4 5 6 7 9,0 1 2 3 4 5 6 7 9,0.000000,0.085399,0.888889,0.000,3.667,0,156,top200
174,signature_lookup_current,crop_or_resize,exp016_signature_scatternd_lookup,signature_scatternd_lookup,12964,15.530068,3,1,262,"(10, 10)->(2, 2):1;(10, 10)->(2, 4):2",0 2 3 4 5 6 7 8,0 4 5 6,0.000000,0.170000,0.833333,0.000,3.333,0,157,top200
79,signature_lookup_current,crop_or_resize,exp016_signature_scatternd_lookup,signature_scatternd_lookup,12836,15.539991,3,1,262,"(14, 14)->(3, 3):3",0 1 2 4 6 8,0 4 8,0.000000,0.134354,0.518519,0.000,15.000,0,158,top200
271,signature_lookup_current,crop_or_resize,exp016_signature_scatternd_lookup,signature_scatternd_lookup,12733,15.548048,4,1,262,"(9, 9)->(3, 3):4",0 1 8,1 8,0.000000,0.444444,1.000000,0.000,4.000,0,159,top200
218,signature_lookup_current,crop_or_resize,exp016_signature_scatternd_lookup,signature_scatternd_lookup,12612,15.557596,3,1,262,"(21, 21)->(2, 2):1;(21, 21)->(3, 2):1;(21, 21)->(3, 3):1",0 1 2 3 4 5 7 8,1 2 3 4 5 7 8,0.000000,0.551020,1.000000,0.000,1.000,0,160,top200
242,signature_lookup_current,crop_or_resize,exp016_signature_scatternd_lookup,signature_scatternd_lookup,12612,15.557596,3,1,262,"(16, 16)->(3, 3):3",0 1 2 3 4 5 6 7 8 9,1 2 3 4 5 6 7 9,0.000000,0.964844,1.000000,0.000,1.000,0,161,top200
68,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,12589,15.559421,3,1,262,"(10, 10)->(10, 10):3",0 1 2 3 4 5 6 7 8 9,0 2 3 4 6,0.263333,0.206667,0.090000,0.000,12.000,1,162,top200
93,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,12540,15.563321,3,1,261,"(14, 14)->(14, 14):3",0 1 2 3 5,0 5,0.083333,0.307823,0.307823,3.667,8.667,0,163,top200
130,signature_lookup_current,crop_or_resize,exp016_signature_scatternd_lookup,signature_scatternd_lookup,12491,15.567236,2,1,262,"(9, 9)->(3, 3):2",0 2 3 5 6 7 8 9,0 2 3 6 7 8 9,0.000000,0.432099,0.388889,0.000,6.000,0,164,top200
217,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,12476,15.568438,3,1,262,"(9, 9)->(9, 9):3",0 6 7 8,0 6 7 8,0.181070,0.053498,0.234568,0.000,2.667,0,165,top200
260,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,12474,15.568598,3,1,262,"(10, 10)->(10, 10):3",0 2 5 7 9,0 2 7 9,0.160000,0.153333,0.166667,0.000,4.667,1,166,top200
134,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,12388,15.575516,3,1,262,"(20, 24)->(3, 3):1;(22, 23)->(3, 3):1;(24, 23)->(3, 3):1",0 1 2 3 4 6 8,0 2 3 8,0.000000,0.226164,0.555556,0.000,27.333,1,167,top200
184,signature_lookup_current,crop_or_resize,exp016_signature_scatternd_lookup,signature_scatternd_lookup,12388,15.575516,3,1,262,"(18, 22)->(2, 3):1;(20, 20)->(2, 2):1;(23, 17)->(3, 2):1",0 1 2 3 4 6 7 8,1 2 3 4 6 7 8,0.000000,0.626643,1.000000,0.000,16.000,0,168,top200
182,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,12365,15.577375,4,1,262,"(20, 20)->(20, 20):4",0 1 2 3 5,0 1 2 3 5,0.030625,0.161250,0.161250,0.000,7.000,0,169,top200
295,crop_resize,crop_or_resize,vyanktesh_multi_source_output,baseline,12190,15.591629,5,1,262,"(1, 10)->(5, 10):1;(1, 6)->(3, 6):3;(1, 8)->(4, 8):1",0 1 2 5 7 8,0 1 2 5 7 8,0.000000,0.318333,0.495833,2.200,1.000,1,170,top200
265,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,12188,15.591793,3,1,262,"(18, 18)->(18, 18):3",0 5,0 2 5,0.063786,0.609053,0.672840,0.000,17.000,0,171,top200
162,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,12028,15.605007,3,1,262,"(20, 20)->(20, 20):3",0 3 5 7,0 1 3 5 7,0.030000,0.576667,0.606667,0.000,23.333,0,172,top200
30,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,11998,15.607505,3,1,262,"(10, 10)->(10, 10):1;(5, 10)->(5, 10):2",0 1 2 4,0 1 2 4,0.160000,0.180000,0.180000,0.000,3.000,1,173,top200
362,region_partition_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,11939,15.612434,4,1,262,"(10, 10)->(10, 10):4",0 2 3 4 5 6,0 2 3 4 6,0.362500,0.212500,0.190000,2.000,1.750,1,174,top200
166,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,11868,15.618399,3,1,262,"(14, 10)->(14, 10):1;(7, 8)->(7, 8):1;(9, 8)->(9, 8):1",0 8,0 2 8,0.131878,0.235582,0.367460,0.000,1.000,0,175,top200
345,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,11716,15.631289,2,1,261,"(10, 10)->(10, 10):2",0 2 5,0 2 5,0.280000,0.055000,0.335000,0.000,5.500,1,176,top200
131,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,11708,15.631972,3,1,262,"(17, 5)->(17, 5):2;(4, 16)->(4, 16):1",0 2 3,0 2 3 8,0.302819,0.181434,0.241483,1.333,2.000,0,177,top200
290,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,11708,15.631972,3,1,262,"(12, 11)->(3, 3):1;(12, 13)->(4, 4):1;(12, 13)->(5, 5):1",0 1 2 3 4 6,1 2 3 4 6,0.000000,0.110334,1.000000,0.000,1.000,1,178,top200
89,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,11704,15.632314,4,1,262,"(13, 13)->(13, 13):4",0 1 2 3 4 8,0 1 2 3 4 8,0.050296,0.056213,0.106509,0.000,3.750,0,179,top200
124,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,11673,15.634966,3,2,262,"(5, 10)->(10, 10):1;(6, 10)->(10, 10):1;(8, 10)->(10, 10):1",0 1 2 3,0 1 2 3,0.000000,0.141667,0.136667,0.333,3.000,1,180,top200
355,signature_lookup_current,crop_or_resize,exp016_signature_scatternd_lookup,signature_scatternd_lookup,11623,15.639259,4,1,262,"(16, 15)->(1, 1):1;(16, 17)->(1, 1):1;(16, 19)->(1, 1):1;(17, 13)->(1, 1):1",0 1 2 3 4 5 6 8,2 4 6 8,0.000000,0.910068,1.000000,3.000,1.250,0,181,top200
370,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,11548,15.645732,3,1,262,"(12, 14)->(12, 14):1;(12, 16)->(12, 16):1;(13, 15)->(13, 15):1",0 1 2 3 4 8,0 1 2 3 4 8,0.072100,0.954003,0.954003,18.667,1.333,0,182,top200
78,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,11496,15.650246,3,1,262,"(10, 10)->(10, 10):3",0 1 2,0 1 2,0.126667,0.306667,0.306667,0.000,3.000,1,183,top200
374,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,11255,15.671432,4,1,262,"(10, 10)->(10, 10):4",0 5,0 1 2 4,0.140000,0.140000,0.140000,0.000,3.000,0,184,top200
12,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,11214,15.675082,2,1,262,"(12, 12)->(12, 12):2",0 2 6 7 8,0 2 6 7 8,0.166667,0.069444,0.236111,0.000,2.000,0,185,top200
